,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,personal_credit,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
565,5660.0,432.99,432.99,5660.0,5660.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,432.82352941176475,300,0.0,-432.82,0.17,433.16,0.0,-0.0765
566,5670.0,433.755,433.755,5670.0,5670.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,433.5882352941177,300,0.0,-433.59,0.17,433.92,0.0,-0.0765
567,5680.0,434.52000000000004,434.52000000000004,5680.0,5680.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,434.3529411764706,300,0.0,-434.35,0.17,434.69,0.0,-0.0765
568,5690.0,435.28499999999997,435.28499999999997,5690.0,5690.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,435.11764705882354,300,0.0,-435.12,0.16,435.45,0.0,-0.0765
569,5700.0,436.04999999999995,436.04999999999995,5700.0,5700.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,435.8823529411765,300,0.0,-435.88,0.17,436.22,0.0,-0.0765
570,5710.0,436.815,436.815,5710.0,5710.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,436.64705882352945,300,0.0,-436.65,0.17,436.98,0.0,-0.0765
571,5720.0,437.58,437.58,5720.0,5720.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,437.4117647058824,300,0.0,-437.41,0.17,437.75,0.0,-0.0765
572,5730.0,438.345,438.345,5730.0,5730.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,438.1764705882353,300,0.0,-438.18,0.17,438.51,0.0,-0.0765
573,5740.0,439.11,439.11,5740.0,5740.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,438.9411764705883,300,0.0,-438.94,0.17,439.28,0.0,-0.0765
574,5750.0,439.875,439.875,5750.0,5750.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,439.7058823529412,300,0.0,-439.71,0.17,440.04,0.0,-0.0765
