,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,personal_credit,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
6173,617400.0,0.0,0.0,0.0,617400.0,605200.0,standard,12200.0,0.0,0,190809.2,93900.0,93900.0,0.0,93900.0,0,0,0.0,300,93600.0,93600.0,93600.0,93600.0,0.1516,0.1516
6174,617500.0,0.0,0.0,0.0,617500.0,605300.0,standard,12200.0,0.0,0,190848.8,93920.0,93920.0,0.0,93920.0,0,0,0.0,300,93620.0,93620.0,93620.0,93620.0,0.1516,0.1516
6175,617600.0,0.0,0.0,0.0,617600.0,605400.0,standard,12200.0,0.0,0,190888.4,93940.0,93940.0,0.0,93940.0,0,0,0.0,300,93640.0,93640.0,93640.0,93640.0,0.1516,0.1516
6176,617700.0,0.0,0.0,0.0,617700.0,605500.0,standard,12200.0,0.0,0,190928.0,93960.0,93960.0,0.0,93960.0,0,0,0.0,300,93660.0,93660.0,93660.0,93660.0,0.1516,0.1516
6177,617800.0,0.0,0.0,0.0,617800.0,605600.0,standard,12200.0,0.0,0,190967.6,93980.0,93980.0,0.0,93980.0,0,0,0.0,300,93680.0,93680.0,93680.0,93680.0,0.1516,0.1516
6178,617900.0,0.0,0.0,0.0,617900.0,605700.0,standard,12200.0,0.0,0,191007.2,94000.0,94000.0,0.0,94000.0,0,0,0.0,300,93700.0,93700.0,93700.0,93700.0,0.1516,0.1516
6179,618000.0,0.0,0.0,0.0,618000.0,605800.0,standard,12200.0,0.0,0,191046.8,94020.0,94020.0,0.0,94020.0,0,0,0.0,300,93720.0,93720.0,93720.0,93720.0,0.1517,0.1517
6180,618100.0,0.0,0.0,0.0,618100.0,605900.0,standard,12200.0,0.0,0,191086.4,94040.0,94040.0,0.0,94040.0,0,0,0.0,300,93740.0,93740.0,93740.0,93740.0,0.1517,0.1517
6181,618200.0,0.0,0.0,0.0,618200.0,606000.0,standard,12200.0,0.0,0,191126.0,94060.0,94060.0,0.0,94060.0,0,0,0.0,300,93760.0,93760.0,93760.0,93760.0,0.1517,0.1517
6182,618300.0,0.0,0.0,0.0,618300.0,606100.0,standard,12200.0,0.0,0,191165.6,94080.0,94080.0,0.0,94080.0,0,0,0.0,300,93780.0,93780.0,93780.0,93780.0,0.1517,0.1517
6183,618400.0,0.0,0.0,0.0,618400.0,606200.0,standard,12200.0,0.0,0,191205.2,94100.0,94100.0,0.0,94100.0,0,0,0.0,300,93800.0,93800.0,93800.0,93800.0,0.1517,0.1517
6184,618500.0,0.0,0.0,0.0,618500.0,606300.0,standard,12200.0,0.0,0,191244.8,94120.0,94120.0,0.0,94120.0,0,0,0.0,300,93820.0,93820.0,93820.0,93820.0,0.1517,0.1517
6185,618600.0,0.0,0.0,0.0,618600.0,606400.0,standard,12200.0,0.0,0,191284.4,94140.0,94140.0,0.0,94140.0,0,0,0.0,300,93840.0,93840.0,93840.0,93840.0,0.1517,0.1517
6186,618700.0,0.0,0.0,0.0,618700.0,606500.0,standard,12200.0,0.0,0,191324.0,94160.0,94160.0,0.0,94160.0,0,0,0.0,300,93860.0,93860.0,93860.0,93860.0,0.1517,0.1517
6187,618800.0,0.0,0.0,0.0,618800.0,606600.0,standard,12200.0,0.0,0,191363.6,94180.0,94180.0,0.0,94180.0,0,0,0.0,300,93880.0,93880.0,93880.0,93880.0,0.1517,0.1517
6188,618900.0,0.0,0.0,0.0,618900.0,606700.0,standard,12200.0,0.0,0,191403.2,94200.0,94200.0,0.0,94200.0,0,0,0.0,300,93900.0,93900.0,93900.0,93900.0,0.1517,0.1517
6189,619000.0,0.0,0.0,0.0,619000.0,606800.0,standard,12200.0,0.0,0,191442.8,94220.0,94220.0,0.0,94220.0,0,0,0.0,300,93920.0,93920.0,93920.0,93920.0,0.1517,0.1517
6190,619100.0,0.0,0.0,0.0,619100.0,606900.0,standard,12200.0,0.0,0,191482.4,94240.0,94240.0,0.0,94240.0,0,0,0.0,300,93940.0,93940.0,93940.0,93940.0,0.1517,0.1517
6191,619200.0,0.0,0.0,0.0,619200.0,607000.0,standard,12200.0,0.0,0,191522.0,94260.0,94260.0,0.0,94260.0,0,0,0.0,300,93960.0,93960.0,93960.0,93960.0,0.1517,0.1517
6192,619300.0,0.0,0.0,0.0,619300.0,607100.0,standard,12200.0,0.0,0,191561.6,94280.0,94280.0,0.0,94280.0,0,0,0.0,300,93980.0,93980.0,93980.0,93980.0,0.1518,0.1518
6193,619400.0,0.0,0.0,0.0,619400.0,607200.0,standard,12200.0,0.0,0,191601.2,94300.0,94300.0,0.0,94300.0,0,0,0.0,300,94000.0,94000.0,94000.0,94000.0,0.1518,0.1518
6194,619500.0,0.0,0.0,0.0,619500.0,607300.0,standard,12200.0,0.0,0,191640.8,94320.0,94320.0,0.0,94320.0,0,0,0.0,300,94020.0,94020.0,94020.0,94020.0,0.1518,0.1518
6195,619600.0,0.0,0.0,0.0,619600.0,607400.0,standard,12200.0,0.0,0,191680.4,94340.0,94340.0,0.0,94340.0,0,0,0.0,300,94040.0,94040.0,94040.0,94040.0,0.1518,0.1518
6196,619700.0,0.0,0.0,0.0,619700.0,607500.0,standard,12200.0,0.0,0,191720.0,94360.0,94360.0,0.0,94360.0,0,0,0.0,300,94060.0,94060.0,94060.0,94060.0,0.1518,0.1518
6197,619800.0,0.0,0.0,0.0,619800.0,607600.0,standard,12200.0,0.0,0,191759.6,94380.0,94380.0,0.0,94380.0,0,0,0.0,300,94080.0,94080.0,94080.0,94080.0,0.1518,0.1518
6198,619900.0,0.0,0.0,0.0,619900.0,607700.0,standard,12200.0,0.0,0,191799.2,94400.0,94400.0,0.0,94400.0,0,0,0.0,300,94100.0,94100.0,94100.0,94100.0,0.1518,0.1518
6199,620000.0,0.0,0.0,0.0,620000.0,607800.0,standard,12200.0,0.0,0,191838.8,94420.0,94420.0,0.0,94420.0,0,0,0.0,300,94120.0,94120.0,94120.0,94120.0,0.1518,0.1518
6200,620100.0,0.0,0.0,0.0,620100.0,607900.0,standard,12200.0,0.0,0,191878.4,94440.0,94440.0,0.0,94440.0,0,0,0.0,300,94140.0,94140.0,94140.0,94140.0,0.1518,0.1518
6201,620200.0,0.0,0.0,0.0,620200.0,608000.0,standard,12200.0,0.0,0,191918.0,94460.0,94460.0,0.0,94460.0,0,0,0.0,300,94160.0,94160.0,94160.0,94160.0,0.1518,0.1518
6202,620300.0,0.0,0.0,0.0,620300.0,608100.0,standard,12200.0,0.0,0,191957.6,94480.0,94480.0,0.0,94480.0,0,0,0.0,300,94180.0,94180.0,94180.0,94180.0,0.1518,0.1518
6203,620400.0,0.0,0.0,0.0,620400.0,608200.0,standard,12200.0,0.0,0,191997.2,94500.0,94500.0,0.0,94500.0,0,0,0.0,300,94200.0,94200.0,94200.0,94200.0,0.1518,0.1518
6204,620500.0,0.0,0.0,0.0,620500.0,608300.0,standard,12200.0,0.0,0,192036.8,94520.0,94520.0,0.0,94520.0,0,0,0.0,300,94220.0,94220.0,94220.0,94220.0,0.1518,0.1518
6205,620600.0,0.0,0.0,0.0,620600.0,608400.0,standard,12200.0,0.0,0,192076.4,94540.0,94540.0,0.0,94540.0,0,0,0.0,300,94240.0,94240.0,94240.0,94240.0,0.1519,0.1519
6206,620700.0,0.0,0.0,0.0,620700.0,608500.0,standard,12200.0,0.0,0,192116.0,94560.0,94560.0,0.0,94560.0,0,0,0.0,300,94260.0,94260.0,94260.0,94260.0,0.1519,0.1519
6207,620800.0,0.0,0.0,0.0,620800.0,608600.0,standard,12200.0,0.0,0,192155.6,94580.0,94580.0,0.0,94580.0,0,0,0.0,300,94280.0,94280.0,94280.0,94280.0,0.1519,0.1519
6208,620900.0,0.0,0.0,0.0,620900.0,608700.0,standard,12200.0,0.0,0,192195.2,94600.0,94600.0,0.0,94600.0,0,0,0.0,300,94300.0,94300.0,94300.0,94300.0,0.1519,0.1519
6209,621000.0,0.0,0.0,0.0,621000.0,608800.0,standard,12200.0,0.0,0,192234.8,94620.0,94620.0,0.0,94620.0,0,0,0.0,300,94320.0,94320.0,94320.0,94320.0,0.1519,0.1519
6210,621100.0,0.0,0.0,0.0,621100.0,608900.0,standard,12200.0,0.0,0,192274.4,94640.0,94640.0,0.0,94640.0,0,0,0.0,300,94340.0,94340.0,94340.0,94340.0,0.1519,0.1519
6211,621200.0,0.0,0.0,0.0,621200.0,609000.0,standard,12200.0,0.0,0,192314.0,94660.0,94660.0,0.0,94660.0,0,0,0.0,300,94360.0,94360.0,94360.0,94360.0,0.1519,0.1519
6212,621300.0,0.0,0.0,0.0,621300.0,609100.0,standard,12200.0,0.0,0,192353.6,94680.0,94680.0,0.0,94680.0,0,0,0.0,300,94380.0,94380.0,94380.0,94380.0,0.1519,0.1519
6213,621400.0,0.0,0.0,0.0,621400.0,609200.0,standard,12200.0,0.0,0,192393.2,94700.0,94700.0,0.0,94700.0,0,0,0.0,300,94400.0,94400.0,94400.0,94400.0,0.1519,0.1519
6214,621500.0,0.0,0.0,0.0,621500.0,609300.0,standard,12200.0,0.0,0,192432.8,94720.0,94720.0,0.0,94720.0,0,0,0.0,300,94420.0,94420.0,94420.0,94420.0,0.1519,0.1519
6215,621600.0,0.0,0.0,0.0,621600.0,609400.0,standard,12200.0,0.0,0,192472.4,94740.0,94740.0,0.0,94740.0,0,0,0.0,300,94440.0,94440.0,94440.0,94440.0,0.1519,0.1519
6216,621700.0,0.0,0.0,0.0,621700.0,609500.0,standard,12200.0,0.0,0,192512.0,94760.0,94760.0,0.0,94760.0,0,0,0.0,300,94460.0,94460.0,94460.0,94460.0,0.1519,0.1519
