state_fips,district,income,avg_income_ALL,pre-tcja-tax,current-law-tax,total_returns
8,1,2,36565.0,33024.0,33976.0,90777.0
8,1,3,61112.0,50499.0,51992.0,50800.0
8,1,4,86460.0,70165.0,72261.0,28306.0
8,1,5,137167.0,108334.0,111540.0,40989.0
8,1,6,537314.0,395473.0,420264.0,20455.0
8,2,0,5089.0,5243.0,5261.0,18924.0
8,2,1,17332.0,16853.0,17084.0,25478.0
8,2,2,36331.0,32322.0,33131.0,30902.0
8,2,3,61675.0,52046.0,53488.0,19043.0
8,2,4,86818.0,72377.0,74354.0,13775.0
8,2,5,137032.0,110380.0,113568.0,23000.0
8,2,6,475775.0,353921.0,379732.0,9520.0
8,3,0,5225.0,5508.0,5531.0,4854.0
8,3,1,17293.0,17579.0,17821.0,7439.0
8,3,2,36200.0,32973.0,33846.0,8294.0
8,3,3,61464.0,52387.0,53804.0,4825.0
8,3,4,86488.0,72673.0,74628.0,3085.0
8,3,5,133041.0,108266.0,111642.0,3561.0
8,3,6,476539.0,353707.0,378176.0,1014.0
8,4,0,5094.0,5313.0,5335.0,13442.0
8,4,1,17208.0,17692.0,17887.0,17257.0
8,4,2,36450.0,33477.0,34408.0,21899.0
8,4,3,61744.0,52382.0,53769.0,14556.0
8,4,4,86692.0,72446.0,74367.0,10945.0
8,4,5,136094.0,109567.0,112745.0,19318.0
8,4,6,425981.0,316430.0,339175.0,7843.0
8,5,0,5238.0,5509.0,5528.0,36147.0
8,5,1,17234.0,17171.0,17422.0,57047.0
8,5,2,36156.0,32660.0,33482.0,64962.0
8,5,3,61573.0,52288.0,53661.0,36840.0
8,5,4,86634.0,72487.0,74375.0,24471.0
8,5,5,134444.0,108144.0,111174.0,35203.0
8,5,6,382364.0,289347.0,308905.0,9305.0
8,6,0,5175.0,5371.0,5390.0,33950.0
8,6,1,17396.0,18278.0,18430.0,52258.0
8,6,2,36541.0,33643.0,34652.0,68952.0
8,6,3,61546.0,51585.0,53010.0,40448.0
8,6,4,86668.0,71660.0,73602.0,25817.0
8,6,5,135926.0,108722.0,111641.0,39908.0
8,6,6,483784.0,356596.0,380757.0,15396.0
8,7,0,5253.0,5463.0,5479.0,31317.0
8,7,1,17367.0,17764.0,17955.0,48622.0
8,7,2,36496.0,33075.0,34010.0,63990.0
8,7,3,61561.0,51627.0,53061.0,38899.0
8,7,4,86686.0,71790.0,73738.0,25948.0
8,7,5,134934.0,107959.0,110946.0,38927.0
8,7,6,389450.0,291359.0,310946.0,11806.0
9,1,0,5077.0,5267.0,5284.0,56261.0
9,1,1,17073.0,16967.0,17215.0,74677.0
9,1,2,36562.0,32264.0,33084.0,89015.0
9,1,3,61735.0,51368.0,52771.0,59096.0
9,1,4,86702.0,71298.0,73144.0,40052.0
9,1,5,136931.0,109725.0,112033.0,63690.0
9,1,6,440801.0,323120.0,341813.0,23555.0
9,2,0,5112.0,5299.0,5315.0,18271.0
9,2,1,17201.0,16867.0,17103.0,24715.0
9,2,2,36631.0,32313.0,33116.0,29598.0
9,2,3,61726.0,51560.0,52959.0,19772.0
9,2,4,86767.0,71699.0,73550.0,13766.0
9,2,5,135668.0,108858.0,111255.0,22248.0
9,2,6,404675.0,299541.0,319134.0,6648.0
9,3,0,5078.0,5284.0,5302.0,56958.0
9,3,1,17079.0,17109.0,17364.0,74723.0
9,3,2,36554.0,32340.0,33151.0,85984.0
9,3,3,61617.0,51336.0,52713.0,55182.0
9,3,4,86690.0,71278.0,73076.0,36586.0
9,3,5,136680.0,109607.0,111794.0,59229.0
9,3,6,493065.0,360009.0,382481.0,21532.0
9,4,0,4785.0,4925.0,4948.0,67999.0
9,4,1,17045.0,17250.0,17521.0,76447.0
9,4,2,36477.0,32730.0,33534.0,85323.0
9,4,3,61644.0,51781.0,53043.0,53846.0
9,4,4,86823.0,71546.0,73188.0,37494.0
9,4,5,140311.0,112913.0,114850.0,71135.0
9,4,6,856905.0,619058.0,636388.0,60967.0
9,5,0,4972.0,5147.0,5167.0,52953.0
9,5,1,17082.0,17086.0,17342.0,65925.0
9,5,2,36556.0,32492.0,33303.0,75977.0
9,5,3,61693.0,51597.0,52951.0,49112.0
9,5,4,86764.0,71566.0,73332.0,33413.0
9,5,5,137442.0,110468.0,112623.0,56668.0
9,5,6,586567.0,427363.0,448011.0,30510.0
10,0,0,5288.0,5556.0,5573.0,26575.0
10,0,1,17208.0,18097.0,18269.0,39253.0
10,0,2,36205.0,33027.0,33974.0,45786.0
10,0,3,61594.0,51677.0,53101.0,27837.0
10,0,4,86720.0,71781.0,73698.0,18520.0
10,0,5,134536.0,107837.0,110606.0,28238.0
10,0,6,427821.0,318144.0,338664.0,8500.0
11,0,0,5437.0,5747.0,5768.0,35660.0
11,0,1,17184.0,18217.0,18360.0,59340.0
11,0,2,37079.0,32957.0,33869.0,80110.0
11,0,3,61373.0,49775.0,51167.0,55090.0
11,0,4,86514.0,67773.0,69763.0,33160.0
11,0,5,138029.0,106211.0,108893.0,48930.0
11,0,6,545253.0,402127.0,425075.0,28290.0
12,1,0,5418.0,5734.0,5753.0,14730.0
12,1,1,17192.0,18049.0,18254.0,26685.0
12,1,2,35907.0,32397.0,33214.0,25810.0
12,1,3,61514.0,52255.0,53644.0,13728.0
12,1,4,86566.0,72330.0,74327.0,8713.0
12,1,5,132795.0,106578.0,110099.0,10763.0
12,1,6,515688.0,379216.0,406662.0,2808.0
12,2,0,5524.0,5875.0,5895.0,10712.0
12,2,1,17113.0,18067.0,18278.0,17711.0
12,2,2,35694.0,32122.0,32955.0,17189.0
12,2,3,61472.0,52057.0,53430.0,8563.0
12,2,4,86543.0,72256.0,74225.0,5544.0
12,2,5,132386.0,106311.0,109790.0,7593.0
12,2,6,443346.0,329078.0,352400.0,2239.0
12,3,0,5456.0,5824.0,5845.0,10323.0
12,3,1,17135.0,18344.0,18543.0,17521.0
12,3,2,35795.0,32313.0,33132.0,17204.0
12,3,3,61412.0,52174.0,53535.0,9019.0
12,3,4,86466.0,72309.0,74286.0,5801.0
12,3,5,131446.0,105676.0,109136.0,7321.0
12,3,6,432899.0,321541.0,345396.0,2150.0
12,4,0,5499.0,5826.0,5847.0,50855.0
12,4,1,17176.0,18778.0,18920.0,97036.0
12,4,2,36003.0,32072.0,32874.0,100316.0
12,4,3,61369.0,51616.0,52984.0,49664.0
12,4,4,86506.0,71590.0,73531.0,29370.0
12,4,5,132839.0,105944.0,109187.0,36447.0
12,4,6,507234.0,374299.0,400569.0,11045.0
12,5,0,5513.0,5813.0,5832.0,66112.0
12,5,1,17152.0,18741.0,18884.0,128478.0
12,5,2,35776.0,31927.0,32725.0,117393.0
12,5,3,61224.0,51478.0,52851.0,54403.0
12,5,4,86498.0,71585.0,73553.0,31738.0
12,5,5,134257.0,106859.0,110201.0,41691.0
12,5,6,519617.0,380406.0,406443.0,15292.0
12,6,0,5252.0,5554.0,5575.0,25293.0
12,6,1,17064.0,17496.0,17754.0,42522.0
12,6,2,35986.0,32571.0,33380.0,39938.0
12,6,3,61525.0,52407.0,53755.0,21514.0
12,6,4,86580.0,72621.0,74561.0,13318.0
12,6,5,133581.0,107681.0,111087.0,17018.0
12,6,6,507611.0,375328.0,403157.0,5696.0
12,7,0,5376.0,5647.0,5665.0,49197.0
12,7,1,17112.0,17735.0,17962.0,90295.0
12,7,2,35947.0,32135.0,32940.0,83116.0
12,7,3,61299.0,51652.0,53050.0,40412.0
12,7,4,86579.0,71836.0,73830.0,24350.0
12,7,5,135180.0,107732.0,111152.0,33839.0
12,7,6,484725.0,355989.0,380489.0,12589.0
12,8,0,5289.0,5586.0,5607.0,34322.0
12,8,1,17094.0,17441.0,17711.0,58282.0
12,8,2,35915.0,32491.0,33303.0,55008.0
12,8,3,61605.0,52379.0,53764.0,30369.0
12,8,4,86650.0,72462.0,74471.0,19873.0
12,8,5,134692.0,108181.0,111712.0,27347.0
12,8,6,517706.0,383486.0,409118.0,8286.0
12,9,0,5616.0,5932.0,5951.0,61026.0
12,9,1,17125.0,19088.0,19216.0,122670.0
12,9,2,35509.0,31936.0,32736.0,104206.0
12,9,3,61072.0,51615.0,52941.0,45617.0
12,9,4,86335.0,71705.0,73616.0,25803.0
12,9,5,133067.0,106201.0,109490.0,33066.0
12,9,6,513590.0,377359.0,403220.0,12561.0
12,10,0,5527.0,5855.0,5875.0,60870.0
12,10,1,17166.0,18593.0,18770.0,120125.0
12,10,2,35764.0,32181.0,32984.0,104849.0
12,10,3,61269.0,51851.0,53199.0,48138.0
12,10,4,86502.0,72065.0,74009.0,27967.0
12,10,5,133528.0,106815.0,110169.0,35951.0
12,10,6,511383.0,375230.0,401447.0,13230.0
12,11,0,5389.0,5760.0,5783.0,16177.0
12,11,1,17078.0,17736.0,18026.0,29317.0
12,11,2,35869.0,32922.0,33745.0,26670.0
12,11,3,61483.0,52628.0,53947.0,13838.0
12,11,4,86447.0,73002.0,74963.0,8259.0
12,11,5,130886.0,106464.0,109959.0,8699.0
12,11,6,483124.0,355233.0,382215.0,2045.0
12,12,0,5357.0,5671.0,5691.0,48371.0
12,12,1,17057.0,17649.0,17898.0,81834.0
12,12,2,36101.0,32427.0,33243.0,82249.0
12,12,3,61456.0,51944.0,53339.0,43227.0
12,12,4,86550.0,72027.0,74032.0,26640.0
12,12,5,133412.0,106477.0,109855.0,34935.0
12,12,6,465966.0,342199.0,367580.0,10699.0
12,13,0,5313.0,5569.0,5589.0,65720.0
12,13,1,17172.0,17224.0,17486.0,111000.0
12,13,2,36104.0,32087.0,32889.0,118600.0
12,13,3,61305.0,51522.0,52964.0,61800.0
12,13,4,86490.0,71694.0,73770.0,36740.0
12,13,5,134691.0,107541.0,111101.0,48490.0
12,13,6,626965.0,455869.0,489626.0,19080.0
12,14,0,5471.0,5763.0,5782.0,86704.0
12,14,1,17072.0,18676.0,18824.0,154121.0
12,14,2,35966.0,32039.0,32845.0,153133.0
12,14,3,61318.0,51469.0,52870.0,75917.0
12,14,4,86673.0,71614.0,73631.0,46053.0
12,14,5,135399.0,107516.0,110933.0,65088.0
12,14,6,537301.0,391637.0,419570.0,24671.0
12,15,0,5550.0,5887.0,5908.0,71222.0
12,15,1,17081.0,19082.0,19210.0,130474.0
12,15,2,35902.0,32168.0,32979.0,126810.0
12,15,3,61298.0,51702.0,53071.0,62008.0
12,15,4,86572.0,71880.0,73864.0,37232.0
12,15,5,133793.0,106718.0,110114.0,50198.0
12,15,6,513512.0,377487.0,405036.0,17779.0
12,16,0,5289.0,5555.0,5579.0,24845.0
12,16,1,17211.0,17464.0,17738.0,41905.0
12,16,2,35952.0,32558.0,33370.0,44395.0
12,16,3,61571.0,52553.0,53928.0,24582.0
12,16,4,86710.0,73155.0,75112.0,16209.0
12,16,5,135373.0,110459.0,113988.0,23030.0
12,16,6,639879.0,470843.0,502989.0,10251.0
12,17,0,5502.0,5892.0,5917.0,27952.0
12,17,1,17154.0,18585.0,18790.0,51484.0
12,17,2,35778.0,32749.0,33599.0,50366.0
12,17,3,61315.0,52310.0,53670.0,24923.0
12,17,4,86481.0,72518.0,74429.0,15072.0
12,17,5,132500.0,106957.0,110371.0,19369.0
12,17,6,472698.0,352141.0,378311.0,6913.0
12,18,0,5358.0,5635.0,5657.0,49371.0
12,18,1,17020.0,17908.0,18134.0,83164.0
12,18,2,35983.0,32486.0,33288.0,76727.0
12,18,3,61433.0,52173.0,53511.0,40821.0
12,18,4,86574.0,72389.0,74289.0,25776.0
12,18,5,134641.0,108703.0,112094.0,38685.0
12,18,6,733967.0,542144.0,576333.0,19917.0
12,19,0,5349.0,5638.0,5661.0,38370.0
12,19,1,17214.0,17977.0,18223.0,68945.0
12,19,2,35872.0,32814.0,33678.0,72630.0
12,19,3,61453.0,52359.0,53714.0,36830.0
12,19,4,86666.0,73074.0,74981.0,23260.0
12,19,5,135472.0,110828.0,114321.0,32679.0
12,19,6,701650.0,516871.0,550036.0,16330.0
12,20,0,5392.0,5610.0,5628.0,124366.0
12,20,1,16934.0,18656.0,18798.0,214989.0
12,20,2,35998.0,32254.0,33054.0,197740.0
12,20,3,61261.0,51534.0,52867.0,100349.0
12,20,4,86534.0,71451.0,73375.0,59757.0
12,20,5,136273.0,108711.0,112062.0,87928.0
12,20,6,682876.0,498671.0,530043.0,40467.0
12,21,0,5347.0,5561.0,5580.0,116705.0
12,21,1,16950.0,18611.0,18754.0,198746.0
12,21,2,36015.0,32265.0,33054.0,182571.0
12,21,3,61335.0,51687.0,53012.0,94444.0
12,21,4,86587.0,71742.0,73645.0,57528.0
12,21,5,136610.0,109474.0,112828.0,87061.0
12,21,6,789222.0,578474.0,612262.0,43451.0
12,22,0,5353.0,5567.0,5586.0,118883.0
12,22,1,16948.0,18616.0,18759.0,203102.0
12,22,2,36014.0,32253.0,33043.0,186625.0
12,22,3,61324.0,51657.0,52984.0,96148.0
12,22,4,86574.0,71678.0,73584.0,58287.0
12,22,5,136550.0,109338.0,112686.0,87698.0
12,22,6,769231.0,563416.0,596728.0,43071.0
12,23,0,5466.0,5680.0,5698.0,165882.0
12,23,1,16887.0,18696.0,18838.0,295732.0
12,23,2,35817.0,32031.0,32823.0,251958.0
12,23,3,61143.0,51324.0,52657.0,117116.0
12,23,4,86401.0,70995.0,72941.0,65666.0
12,23,5,135909.0,107959.0,111305.0,91572.0
12,23,6,650836.0,471332.0,500686.0,41530.0
12,24,0,5561.0,5780.0,5798.0,212243.0
12,24,1,16820.0,18757.0,18898.0,386075.0
12,24,2,35498.0,31845.0,32629.0,299603.0
12,24,3,61009.0,51232.0,52547.0,125817.0
12,24,4,86300.0,70850.0,72801.0,66112.0
12,24,5,135777.0,107789.0,111213.0,87909.0
12,24,6,771530.0,557183.0,587420.0,45057.0
12,25,0,5519.0,5750.0,5770.0,170650.0
12,25,1,16914.0,18841.0,18981.0,310667.0
12,25,2,35551.0,32350.0,33190.0,241669.0
12,25,3,61095.0,51501.0,52815.0,101345.0
12,25,4,86396.0,71400.0,73331.0,53491.0
12,25,5,136209.0,108972.0,112442.0,71868.0
12,25,6,813751.0,589757.0,621215.0,38331.0
12,26,0,5554.0,5770.0,5788.0,196661.0
12,26,1,16871.0,18589.0,18744.0,359148.0
12,26,2,35468.0,31813.0,32589.0,274010.0
12,26,3,60984.0,51256.0,52572.0,112553.0
12,26,4,86367.0,71062.0,73016.0,58239.0
12,26,5,135846.0,108169.0,111653.0,76527.0
12,26,6,828745.0,599682.0,631498.0,40518.0
12,27,0,5586.0,5806.0,5824.0,224510.0
12,27,1,16802.0,18774.0,18914.0,409980.0
12,27,2,35413.0,31796.0,32578.0,312210.0
12,27,3,60973.0,51207.0,52518.0,128120.0
12,27,4,86274.0,70811.0,72765.0,66230.0
12,27,5,135742.0,107744.0,111189.0,86940.0
12,27,6,803467.0,579900.0,610370.0,45990.0
13,1,0,5613.0,6016.0,6038.0,9259.0
13,1,1,17075.0,19251.0,19395.0,16659.0
13,1,2,35780.0,32449.0,33278.0,15283.0
13,1,3,61305.0,52030.0,53288.0,7763.0
13,1,4,86313.0,72055.0,73739.0,4640.0
13,1,5,132191.0,107132.0,109702.0,6249.0
13,1,6,440865.0,330740.0,352739.0,2135.0
13,2,0,5884.0,6372.0,6399.0,5533.0
13,2,1,16867.0,19688.0,19811.0,11199.0
13,2,2,35262.0,32574.0,33490.0,8509.0
13,2,3,61055.0,51816.0,53025.0,3887.0
13,2,4,86295.0,72199.0,73866.0,2137.0
13,2,5,134170.0,108999.0,111773.0,2513.0
13,2,6,435939.0,327079.0,349788.0,794.0
13,3,0,5514.0,5852.0,5871.0,6562.0
13,3,1,16930.0,19031.0,19175.0,11256.0
13,3,2,35982.0,33334.0,34272.0,10423.0
13,3,3,61500.0,52293.0,53481.0,5974.0
13,3,4,86571.0,72513.0,74137.0,3911.0
13,3,5,132605.0,107084.0,109557.0,5456.0
13,3,6,436777.0,326920.0,347931.0,1428.0
13,4,0,5506.0,5812.0,5831.0,43728.0
13,4,1,16962.0,19321.0,19449.0,77779.0
13,4,2,35935.0,33730.0,34773.0,71304.0
13,4,3,61268.0,51306.0,52586.0,36224.0
13,4,4,86627.0,71211.0,72953.0,21515.0
13,4,5,135704.0,108280.0,110870.0,32550.0
13,4,6,401547.0,301116.0,319755.0,13175.0
13,5,0,5579.0,5880.0,5902.0,53247.0
13,5,1,16824.0,19052.0,19179.0,93567.0
13,5,2,36048.0,33109.0,34079.0,81925.0
13,5,3,61225.0,50694.0,52006.0,45645.0
13,5,4,86382.0,70132.0,71938.0,27149.0
13,5,5,137362.0,108922.0,111593.0,45456.0
13,5,6,561427.0,413189.0,435851.0,32408.0
13,6,0,5448.0,5714.0,5735.0,55053.0
13,6,1,16894.0,18940.0,19070.0,94376.0
13,6,2,36122.0,33242.0,34218.0,85680.0
13,6,3,61395.0,50903.0,52236.0,48049.0
13,6,4,86626.0,70496.0,72334.0,29474.0
13,6,5,138797.0,110067.0,112805.0,50076.0
13,6,6,515710.0,381442.0,402209.0,31306.0
13,7,0,5144.0,5358.0,5375.0,55066.0
13,7,1,17017.0,19136.0,19277.0,85621.0
13,7,2,36118.0,34333.0,35390.0,83840.0
13,7,3,61501.0,52119.0,53401.0,44368.0
13,7,4,86847.0,72250.0,73989.0,28313.0
13,7,5,136260.0,109265.0,111810.0,44221.0
13,7,6,402233.0,301761.0,321563.0,13212.0
13,8,0,5718.0,6151.0,6174.0,4312.0
13,8,1,16928.0,19601.0,19723.0,7825.0
13,8,2,35421.0,33003.0,33934.0,6529.0
13,8,3,61213.0,52196.0,53405.0,3395.0
13,8,4,86186.0,72371.0,74036.0,2137.0
13,8,5,131876.0,107271.0,109978.0,2601.0
13,8,6,414418.0,309776.0,331321.0,548.0
13,9,0,5329.0,5653.0,5673.0,5557.0
13,9,1,17126.0,18772.0,18968.0,9131.0
13,9,2,35874.0,33499.0,34420.0,9343.0
13,9,3,61450.0,52636.0,53868.0,4871.0
13,9,4,86608.0,72968.0,74671.0,3181.0
13,9,5,132890.0,107917.0,110579.0,4878.0
13,9,6,422011.0,318922.0,340675.0,1647.0
13,10,0,5478.0,5825.0,5846.0,9869.0
13,10,1,16961.0,19176.0,19318.0,16048.0
13,10,2,35756.0,33196.0,34142.0,15328.0
13,10,3,61369.0,52194.0,53433.0,8094.0
13,10,4,86660.0,72668.0,74374.0,5088.0
13,10,5,133092.0,107788.0,110392.0,7135.0
13,10,6,408819.0,307570.0,327990.0,1952.0
13,11,0,5209.0,5441.0,5459.0,33964.0
13,11,1,17013.0,18773.0,18910.0,51199.0
13,11,2,36298.0,33615.0,34593.0,51548.0
13,11,3,61672.0,51922.0,53247.0,30840.0
13,11,4,86832.0,71971.0,73754.0,20860.0
13,11,5,137152.0,109704.0,112345.0,36851.0
13,11,6,431464.0,323131.0,342508.0,16529.0
13,12,0,5689.0,6113.0,6135.0,5858.0
13,12,1,16894.0,19439.0,19575.0,10778.0
13,12,2,35611.0,32722.0,33609.0,9039.0
13,12,3,61258.0,52109.0,53343.0,4421.0
13,12,4,86350.0,72261.0,73972.0,2601.0
13,12,5,131539.0,106336.0,108956.0,3127.0
13,12,6,409455.0,308081.0,329134.0,768.0
13,13,0,5552.0,5873.0,5892.0,32418.0
13,13,1,16882.0,19166.0,19289.0,55312.0
13,13,2,36043.0,33608.0,34635.0,50528.0
13,13,3,61237.0,51287.0,52539.0,27709.0
13,13,4,86325.0,71062.0,72756.0,16915.0
13,13,5,134192.0,107247.0,109736.0,27700.0
13,13,6,463153.0,343930.0,365623.0,14582.0
13,14,0,5471.0,5844.0,5865.0,5011.0
13,14,1,17118.0,19051.0,19224.0,8406.0
13,14,2,35709.0,33594.0,34594.0,9125.0
13,14,3,61362.0,52615.0,53950.0,4669.0
13,14,4,86384.0,72519.0,74284.0,2845.0
13,14,5,130472.0,105426.0,108009.0,3148.0
13,14,6,462132.0,348985.0,371932.0,627.0
15,1,0,4962.0,5162.0,5179.0,61890.0
15,1,1,17624.0,17224.0,17454.0,89330.0
15,1,2,36423.0,32302.0,33087.0,124380.0
15,1,3,61404.0,51504.0,52841.0,71090.0
15,1,4,86688.0,71620.0,73421.0,47020.0
15,1,5,134718.0,108261.0,111027.0,68810.0
15,1,6,405532.0,305389.0,325356.0,17790.0
15,2,0,4982.0,5212.0,5232.0,24865.0
15,2,1,17380.0,17750.0,17961.0,35368.0
15,2,2,36368.0,32418.0,33236.0,47736.0
15,2,3,61379.0,51825.0,53184.0,26720.0
15,2,4,86513.0,72159.0,73971.0,17286.0
15,2,5,132864.0,107681.0,110608.0,23919.0
15,2,6,467807.0,351154.0,375599.0,6127.0
16,1,0,5265.0,5589.0,5610.0,11017.0
16,1,1,17273.0,17826.0,18049.0,17788.0
16,1,2,36069.0,33481.0,34399.0,19866.0
16,1,3,61463.0,52762.0,54091.0,11536.0
16,1,4,86268.0,72915.0,74698.0,7331.0
16,1,5,131130.0,107078.0,109979.0,8843.0
16,1,6,429269.0,322320.0,344917.0,2585.0
16,2,0,5264.0,5569.0,5589.0,8894.0
16,2,1,17234.0,17691.0,17934.0,13766.0
16,2,2,36134.0,34133.0,35127.0,15205.0
16,2,3,61548.0,53471.0,54892.0,9207.0
16,2,4,86278.0,73111.0,74887.0,6209.0
16,2,5,130771.0,107199.0,110008.0,8023.0
16,2,6,469646.0,351499.0,375793.0,2480.0
17,1,0,5294.0,5521.0,5539.0,334210.0
17,1,1,17048.0,18933.0,19073.0,529593.0
17,1,2,36307.0,33771.0,34812.0,557180.0
17,1,3,61436.0,51101.0,52501.0,321444.0
17,1,4,86527.0,70469.0,72393.0,195516.0
17,1,5,136449.0,108125.0,110805.0,273787.0
17,1,6,586848.0,429202.0,452769.0,120515.0
17,2,0,5307.0,5542.0,5561.0,288458.0
17,2,1,17050.0,18943.0,19080.0,457295.0
17,2,2,36309.0,33564.0,34572.0,481001.0
17,2,3,61482.0,51229.0,52630.0,277468.0
17,2,4,86565.0,70702.0,72626.0,168689.0
17,2,5,135563.0,107582.0,110309.0,235866.0
17,2,6,569636.0,417490.0,441553.0,103731.0
17,3,0,5295.0,5522.0,5541.0,335518.0
17,3,1,17048.0,18936.0,19076.0,531726.0
17,3,2,36307.0,33770.0,34812.0,559430.0
17,3,3,61434.0,51096.0,52497.0,322720.0
17,3,4,86524.0,70461.0,72386.0,196255.0
17,3,5,136450.0,108121.0,110803.0,274772.0
17,3,6,588008.0,430020.0,453622.0,121012.0
17,4,0,5326.0,5558.0,5578.0,361180.0
17,4,1,17045.0,19002.0,19142.0,574060.0
17,4,2,36298.0,33759.0,34802.0,603730.0
17,4,3,61401.0,51020.0,52430.0,347720.0
17,4,4,86474.0,70306.0,72253.0,210740.0
17,4,5,136432.0,108001.0,110727.0,293830.0
17,4,6,607022.0,443490.0,467601.0,130270.0
17,5,0,5290.0,5515.0,5534.0,341219.0
17,5,1,17058.0,18945.0,19086.0,540003.0
17,5,2,36324.0,33772.0,34813.0,568940.0
17,5,3,61419.0,51066.0,52470.0,328346.0
17,5,4,86503.0,70413.0,72346.0,199537.0
17,5,5,136556.0,108189.0,110888.0,279648.0
17,5,6,600877.0,439001.0,463133.0,124206.0
17,6,0,4903.0,5055.0,5073.0,94743.0
17,6,1,17236.0,18440.0,18581.0,129217.0
17,6,2,36473.0,33944.0,34955.0,144778.0
17,6,3,61647.0,51742.0,53055.0,88704.0
17,6,4,86866.0,71832.0,73570.0,59198.0
17,6,5,137699.0,110235.0,112567.0,96608.0
17,6,6,508907.0,372770.0,395619.0,44131.0
17,7,0,5326.0,5558.0,5578.0,361180.0
17,7,1,17045.0,19002.0,19142.0,574060.0
17,7,2,36298.0,33759.0,34802.0,603730.0
17,7,3,61401.0,51020.0,52430.0,347720.0
17,7,4,86474.0,70306.0,72253.0,210740.0
17,7,5,136432.0,108001.0,110727.0,293830.0
17,7,6,607022.0,443490.0,467601.0,130270.0
17,8,0,5094.0,5282.0,5300.0,209303.0
17,8,1,17158.0,18698.0,18839.0,319626.0
17,8,2,36393.0,33857.0,34883.0,342021.0
17,8,3,61520.0,51397.0,52754.0,200348.0
17,8,4,86691.0,71151.0,72979.0,124743.0
17,8,5,137219.0,109321.0,111822.0,182681.0
17,8,6,547725.0,400690.0,424203.0,81575.0
17,9,0,5326.0,5558.0,5578.0,361180.0
17,9,1,17045.0,19002.0,19142.0,574060.0
17,9,2,36298.0,33759.0,34802.0,603730.0
17,9,3,61401.0,51020.0,52430.0,347720.0
17,9,4,86474.0,70306.0,72253.0,210740.0
17,9,5,136432.0,108001.0,110727.0,293830.0
17,9,6,607022.0,443490.0,467601.0,130270.0
17,10,0,4899.0,5058.0,5078.0,128071.0
17,10,1,17207.0,18759.0,18899.0,186519.0
17,10,2,36335.0,34062.0,35091.0,198921.0
17,10,3,61700.0,51858.0,53162.0,115899.0
17,10,4,86816.0,71721.0,73472.0,73825.0
17,10,5,138698.0,111060.0,113351.0,115395.0
17,10,6,617098.0,447454.0,470149.0,59541.0
17,11,0,4937.0,5097.0,5112.0,50127.0
17,11,1,17202.0,18404.0,18540.0,61210.0
17,11,2,36385.0,33937.0,34958.0,70474.0
17,11,3,61713.0,51895.0,53187.0,45566.0
17,11,4,86990.0,72130.0,73811.0,34058.0
17,11,5,137216.0,109994.0,112207.0,61187.0
17,11,6,424243.0,313399.0,333249.0,22714.0
17,12,0,5314.0,5615.0,5635.0,10942.0
17,12,1,16974.0,17965.0,18167.0,16839.0
17,12,2,36250.0,32442.0,33268.0,16061.0
17,12,3,61707.0,52127.0,53561.0,9813.0
17,12,4,86592.0,72130.0,74136.0,6767.0
17,12,5,132087.0,105782.0,109039.0,9450.0
17,12,6,398011.0,296058.0,316443.0,1898.0
17,13,0,5157.0,5404.0,5422.0,9718.0
17,13,1,17118.0,17760.0,17962.0,14172.0
17,13,2,36275.0,32243.0,33058.0,14871.0
17,13,3,61798.0,52048.0,53508.0,9195.0
17,13,4,86746.0,72182.0,74210.0,6405.0
17,13,5,132823.0,106282.0,109665.0,9160.0
17,13,6,398079.0,295922.0,316401.0,2331.0
17,14,0,4898.0,5054.0,5069.0,31827.0
17,14,1,17228.0,18348.0,18482.0,38510.0
17,14,2,36414.0,33977.0,34996.0,43670.0
17,14,3,61791.0,52093.0,53377.0,27645.0
17,14,4,87015.0,72359.0,74033.0,21012.0
17,14,5,136557.0,109598.0,111836.0,37943.0
17,14,6,436379.0,322971.0,342540.0,14577.0
17,15,0,5202.0,5507.0,5527.0,3972.0
17,15,1,17055.0,17585.0,17822.0,5765.0
17,15,2,36351.0,32679.0,33503.0,6080.0
17,15,3,61652.0,52443.0,53874.0,3659.0
17,15,4,86437.0,72393.0,74428.0,2448.0
17,15,5,130348.0,104897.0,108427.0,3038.0
17,15,6,393040.0,293863.0,315028.0,694.0
17,16,0,5117.0,5359.0,5376.0,10697.0
17,16,1,17100.0,17878.0,18072.0,15222.0
17,16,2,36363.0,32801.0,33671.0,15755.0
17,16,3,61650.0,52024.0,53419.0,9642.0
17,16,4,86652.0,72204.0,74139.0,6659.0
17,16,5,131970.0,105716.0,108849.0,8904.0
17,16,6,400083.0,297631.0,318326.0,1883.0
17,17,0,5241.0,5516.0,5535.0,8989.0
17,17,1,17080.0,17692.0,17915.0,13814.0
17,17,2,36180.0,32381.0,33204.0,14173.0
17,17,3,61677.0,52146.0,53588.0,8324.0
17,17,4,86635.0,72302.0,74333.0,5531.0
17,17,5,131011.0,105068.0,108398.0,6685.0
17,17,6,407720.0,302719.0,323110.0,1619.0
17,18,0,5133.0,5376.0,5395.0,7358.0
17,18,1,17121.0,17648.0,17851.0,10448.0
17,18,2,36359.0,32418.0,33242.0,10932.0
17,18,3,61758.0,52155.0,53599.0,7006.0
17,18,4,86735.0,72332.0,74373.0,5028.0
17,18,5,132717.0,106395.0,109815.0,7383.0
17,18,6,388053.0,288970.0,307776.0,2041.0
