,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi_before_business_income_deduction,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
1421,14220.0,815.8725000000001,815.8725000000001,10665.0,10665.0,13597.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2075.25,1224.75,4266.0,0.0,-5490.75,-4674.88,-3859.0,-0.3288,-0.3861
1422,14230.0,816.4462500000001,816.4462500000001,10672.5,10672.5,13607.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2074.125,1225.875,4269.0,0.0,-5494.88,-4678.43,-3861.99,-0.3288,-0.3861
1423,14240.0,817.02,817.02,10680.0,10680.0,13617.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2073.0,1227.0,4272.0,0.0,-5499.0,-4681.98,-3864.96,-0.3288,-0.3862
1424,14250.0,817.59375,817.59375,10687.5,10687.5,13626.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2071.875,1228.125,4275.0,0.0,-5503.12,-4685.53,-3867.93,-0.3288,-0.3862
1425,14260.0,818.1675,818.1675,10695.0,10695.0,13636.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2070.75,1229.25,4278.0,0.0,-5507.25,-4689.08,-3870.92,-0.3288,-0.3862
1426,14270.0,818.7412499999999,818.7412499999999,10702.5,10702.5,13645.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2069.625,1230.375,4281.0,0.0,-5511.38,-4692.64,-3873.9,-0.3288,-0.3862
1427,14280.0,819.315,819.315,10710.0,10710.0,13655.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2068.5,1231.5,4284.0,0.0,-5515.5,-4696.18,-3876.87,-0.3289,-0.3862
1428,14290.0,819.8887500000001,819.8887500000001,10717.5,10717.5,13664.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2067.375,1232.625,4287.0,0.0,-5519.62,-4699.73,-3879.84,-0.3289,-0.3863
1429,14300.0,820.4625000000001,820.4625000000001,10725.0,10725.0,13674.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2066.25,1233.75,4290.0,0.0,-5523.75,-4703.29,-3882.83,-0.3289,-0.3863
1430,14310.0,821.03625,821.03625,10732.5,10732.5,13683.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2065.125,1234.875,4293.0,0.0,-5527.88,-4706.84,-3885.81,-0.3289,-0.3863
1431,14320.0,821.61,821.61,10740.0,10740.0,13693.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2064.0,1236.0,4296.0,0.0,-5532.0,-4710.39,-3888.78,-0.3289,-0.3863
1432,14330.0,822.18375,822.18375,10747.5,10747.5,13703.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2062.875,1237.125,4299.0,0.0,-5536.12,-4713.94,-3891.75,-0.329,-0.3863
1433,14340.0,822.7574999999999,822.7574999999999,10755.0,10755.0,13712.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2061.75,1238.25,4302.0,0.0,-5540.25,-4717.49,-3894.74,-0.329,-0.3863
1434,14350.0,823.33125,823.33125,10762.5,10762.5,13722.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2060.625,1239.375,4305.0,0.0,-5544.38,-4721.05,-3897.72,-0.329,-0.3864
1435,14360.0,823.905,823.905,10770.0,10770.0,13731.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2059.5,1240.5,4308.0,0.0,-5548.5,-4724.6,-3900.69,-0.329,-0.3864
1436,14370.0,824.47875,824.47875,10777.5,10777.5,13741.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2058.375,1241.625,4311.0,0.0,-5552.62,-4728.14,-3903.66,-0.329,-0.3864
1437,14380.0,825.0525,825.0525,10785.0,10785.0,13750.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2057.25,1242.75,4314.0,0.0,-5556.75,-4731.7,-3906.65,-0.329,-0.3864
1438,14390.0,825.62625,825.62625,10792.5,10792.5,13760.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2056.125,1243.875,4317.0,0.0,-5560.88,-4735.25,-3909.63,-0.3291,-0.3864
1439,14400.0,826.2,826.2,10800.0,10800.0,13770.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2055.0,1245.0,4320.0,0.0,-5565.0,-4738.8,-3912.6,-0.3291,-0.3865
1440,14410.0,826.77375,826.77375,10807.5,10807.5,13779.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2053.875,1246.125,4323.0,0.0,-5569.12,-4742.35,-3915.57,-0.3291,-0.3865
1441,14420.0,827.3475,827.3475,10815.0,10815.0,13789.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2052.75,1247.25,4326.0,0.0,-5573.25,-4745.9,-3918.56,-0.3291,-0.3865
1442,14430.0,827.92125,827.92125,10822.5,10822.5,13798.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2051.625,1248.375,4329.0,0.0,-5577.38,-4749.46,-3921.54,-0.3291,-0.3865
1443,14440.0,828.495,828.495,10830.0,10830.0,13808.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2050.5,1249.5,4332.0,0.0,-5581.5,-4753.01,-3924.51,-0.3292,-0.3865
1444,14450.0,829.0687499999999,829.0687499999999,10837.5,10837.5,13817.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2049.375,1250.625,4335.0,0.0,-5585.62,-4756.55,-3927.48,-0.3292,-0.3865
1445,14460.0,829.6424999999999,829.6424999999999,10845.0,10845.0,13827.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2048.25,1251.75,4338.0,0.0,-5589.75,-4760.11,-3930.47,-0.3292,-0.3866
1446,14470.0,830.2162500000001,830.2162500000001,10852.5,10852.5,13836.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2047.125,1252.875,4341.0,0.0,-5593.88,-4763.66,-3933.45,-0.3292,-0.3866
1447,14480.0,830.7900000000001,830.7900000000001,10860.0,10860.0,13846.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2046.0,1254.0,4344.0,0.0,-5598.0,-4767.21,-3936.42,-0.3292,-0.3866
1448,14490.0,831.36375,831.36375,10867.5,10867.5,13856.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2044.875,1255.125,4347.0,0.0,-5602.12,-4770.76,-3939.39,-0.3292,-0.3866
1449,14500.0,831.9375,831.9375,10875.0,10875.0,13865.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2043.75,1256.25,4350.0,0.0,-5606.25,-4774.31,-3942.38,-0.3293,-0.3866
1450,14510.0,832.51125,832.51125,10882.5,10882.5,13875.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2042.625,1257.375,4353.0,0.0,-5610.38,-4777.87,-3945.36,-0.3293,-0.3867
1451,14520.0,833.0849999999999,833.0849999999999,10890.0,10890.0,13884.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2041.5,1258.5,4356.0,0.0,-5614.5,-4781.41,-3948.33,-0.3293,-0.3867
1452,14530.0,833.65875,833.65875,10897.5,10897.5,13894.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2040.375,1259.625,4359.0,0.0,-5618.62,-4784.96,-3951.3,-0.3293,-0.3867
1453,14540.0,834.2325000000001,834.2325000000001,10905.0,10905.0,13903.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2039.25,1260.75,4362.0,0.0,-5622.75,-4788.52,-3954.28,-0.3293,-0.3867
1454,14550.0,834.8062500000001,834.8062500000001,10912.5,10912.5,13913.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2038.125,1261.875,4365.0,0.0,-5626.88,-4792.07,-3957.27,-0.3294,-0.3867
1455,14560.0,835.38,835.38,10920.0,10920.0,13923.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2037.0,1263.0,4368.0,0.0,-5631.0,-4795.62,-3960.24,-0.3294,-0.3867
1456,14570.0,835.95375,835.95375,10927.5,10927.5,13932.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2035.875,1264.125,4371.0,0.0,-5635.12,-4799.17,-3963.21,-0.3294,-0.3868
1457,14580.0,836.5275,836.5275,10935.0,10935.0,13942.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2034.75,1265.25,4374.0,0.0,-5639.25,-4802.72,-3966.19,-0.3294,-0.3868
1458,14590.0,837.1012499999999,837.1012499999999,10942.5,10942.5,13951.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2033.625,1266.375,4377.0,0.0,-5643.38,-4806.28,-3969.18,-0.3294,-0.3868
1459,14600.0,837.675,837.675,10950.0,10950.0,13961.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2032.5,1267.5,4380.0,0.0,-5647.5,-4809.82,-3972.15,-0.3294,-0.3868
1460,14610.0,838.24875,838.24875,10957.5,10957.5,13970.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2031.375,1268.625,4383.0,0.0,-5651.62,-4813.37,-3975.12,-0.3295,-0.3868
1461,14620.0,838.8225,838.8225,10965.0,10965.0,13980.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2030.25,1269.75,4386.0,0.0,-5655.75,-4816.93,-3978.1,-0.3295,-0.3869
1462,14630.0,839.39625,839.39625,10972.5,10972.5,13989.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2029.125,1270.875,4389.0,0.0,-5659.88,-4820.48,-3981.09,-0.3295,-0.3869
1463,14640.0,839.97,839.97,10980.0,10980.0,13999.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2028.0,1272.0,4392.0,0.0,-5664.0,-4824.03,-3984.06,-0.3295,-0.3869
1464,14650.0,840.54375,840.54375,10987.5,10987.5,14009.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2026.875,1273.125,4395.0,0.0,-5668.12,-4827.58,-3987.03,-0.3295,-0.3869
1465,14660.0,841.1175,841.1175,10995.0,10995.0,14018.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2025.75,1274.25,4398.0,0.0,-5672.25,-4831.13,-3990.01,-0.3295,-0.3869
1466,14670.0,841.69125,841.69125,11002.5,11002.5,14028.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2024.625,1275.375,4401.0,0.0,-5676.38,-4834.69,-3993.0,-0.3296,-0.3869
1467,14680.0,842.265,842.265,11010.0,11010.0,14037.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2023.5,1276.5,4404.0,0.0,-5680.5,-4838.23,-3995.97,-0.3296,-0.387
1468,14690.0,842.83875,842.83875,11017.5,11017.5,14047.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2022.375,1277.625,4407.0,0.0,-5684.62,-4841.78,-3998.94,-0.3296,-0.387
1469,14700.0,843.4124999999999,843.4124999999999,11025.0,11025.0,14056.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2021.25,1278.75,4410.0,0.0,-5688.75,-4845.34,-4001.92,-0.3296,-0.387
1470,14710.0,843.9862499999999,843.9862499999999,11032.5,11032.5,14066.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2020.125,1279.875,4413.0,0.0,-5692.88,-4848.89,-4004.91,-0.3296,-0.387
1471,14720.0,844.5600000000001,844.5600000000001,11040.0,11040.0,14076.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2019.0,1281.0,4416.0,0.0,-5697.0,-4852.44,-4007.88,-0.3296,-0.387
1472,14730.0,845.1337500000001,845.1337500000001,11047.5,11047.5,14085.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2017.875,1282.125,4419.0,0.0,-5701.12,-4855.99,-4010.85,-0.3297,-0.387
1473,14740.0,845.7075,845.7075,11055.0,11055.0,14095.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2016.75,1283.25,4422.0,0.0,-5705.25,-4859.54,-4013.83,-0.3297,-0.3871
1474,14750.0,846.28125,846.28125,11062.5,11062.5,14104.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2015.625,1284.375,4425.0,0.0,-5709.38,-4863.1,-4016.82,-0.3297,-0.3871
1475,14760.0,846.855,846.855,11070.0,11070.0,14114.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2014.5,1285.5,4428.0,0.0,-5713.5,-4866.65,-4019.79,-0.3297,-0.3871
1476,14770.0,847.4287499999999,847.4287499999999,11077.5,11077.5,14123.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2013.375,1286.625,4431.0,0.0,-5717.62,-4870.19,-4022.76,-0.3297,-0.3871
1477,14780.0,848.0025,848.0025,11085.0,11085.0,14133.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2012.25,1287.75,4434.0,0.0,-5721.75,-4873.75,-4025.74,-0.3298,-0.3871
1478,14790.0,848.5762500000001,848.5762500000001,11092.5,11092.5,14142.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2011.125,1288.875,4437.0,0.0,-5725.88,-4877.3,-4028.73,-0.3298,-0.3871
1479,14800.0,849.1500000000001,849.1500000000001,11100.0,11100.0,14152.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2010.0,1290.0,4440.0,0.0,-5730.0,-4880.85,-4031.7,-0.3298,-0.3872
1480,14810.0,849.72375,849.72375,11107.5,11107.5,14162.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2008.875,1291.125,4443.0,0.0,-5734.12,-4884.4,-4034.67,-0.3298,-0.3872
1481,14820.0,850.2975,850.2975,11115.0,11115.0,14171.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2007.75,1292.25,4446.0,0.0,-5738.25,-4887.95,-4037.66,-0.3298,-0.3872
1482,14830.0,850.87125,850.87125,11122.5,11122.5,14181.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2006.625,1293.375,4449.0,0.0,-5742.38,-4891.51,-4040.64,-0.3298,-0.3872
1483,14840.0,851.4449999999999,851.4449999999999,11130.0,11130.0,14190.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2005.5,1294.5,4452.0,0.0,-5746.5,-4895.06,-4043.61,-0.3299,-0.3872
1484,14850.0,852.01875,852.01875,11137.5,11137.5,14200.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2004.375,1295.625,4455.0,0.0,-5750.62,-4898.6,-4046.58,-0.3299,-0.3872
1485,14860.0,852.5925,852.5925,11145.0,11145.0,14209.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2003.25,1296.75,4458.0,0.0,-5754.75,-4902.16,-4049.57,-0.3299,-0.3873
1486,14870.0,853.16625,853.16625,11152.5,11152.5,14219.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2002.125,1297.875,4461.0,0.0,-5758.88,-4905.71,-4052.55,-0.3299,-0.3873
1487,14880.0,853.74,853.74,11160.0,11160.0,14229.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,2001.0,1299.0,4464.0,0.0,-5763.0,-4909.26,-4055.52,-0.3299,-0.3873
1488,14890.0,854.31375,854.31375,11167.5,11167.5,14238.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1999.875,1300.125,4467.0,0.0,-5767.12,-4912.81,-4058.49,-0.3299,-0.3873
1489,14900.0,854.8875,854.8875,11175.0,11175.0,14248.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1998.75,1301.25,4470.0,0.0,-5771.25,-4916.36,-4061.48,-0.33,-0.3873
1490,14910.0,855.46125,855.46125,11182.5,11182.5,14257.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1997.625,1302.375,4473.0,0.0,-5775.38,-4919.92,-4064.46,-0.33,-0.3873
1491,14920.0,856.035,856.035,11190.0,11190.0,14267.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1996.5,1303.5,4476.0,0.0,-5779.5,-4923.47,-4067.43,-0.33,-0.3874
1492,14930.0,856.60875,856.60875,11197.5,11197.5,14276.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1995.375,1304.625,4479.0,0.0,-5783.62,-4927.01,-4070.4,-0.33,-0.3874
1493,14940.0,857.1825,857.1825,11205.0,11205.0,14286.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1994.25,1305.75,4482.0,0.0,-5787.75,-4930.57,-4073.39,-0.33,-0.3874
1494,14950.0,857.7562499999999,857.7562499999999,11212.5,11212.5,14295.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1993.125,1306.875,4485.0,0.0,-5791.88,-4934.12,-4076.37,-0.33,-0.3874
1495,14960.0,858.3299999999999,858.3299999999999,11220.0,11220.0,14305.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1992.0,1308.0,4488.0,0.0,-5796.0,-4937.67,-4079.34,-0.3301,-0.3874
1496,14970.0,858.9037500000001,858.9037500000001,11227.5,11227.5,14315.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1990.875,1309.125,4491.0,0.0,-5800.12,-4941.22,-4082.31,-0.3301,-0.3874
1497,14980.0,859.4775000000001,859.4775000000001,11235.0,11235.0,14324.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1989.75,1310.25,4494.0,0.0,-5804.25,-4944.77,-4085.3,-0.3301,-0.3875
1498,14990.0,860.05125,860.05125,11242.5,11242.5,14334.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1988.625,1311.375,4497.0,0.0,-5808.38,-4948.33,-4088.28,-0.3301,-0.3875
1499,15000.0,860.625,860.625,11250.0,11250.0,14343.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1987.5,1312.5,4500.0,0.0,-5812.5,-4951.88,-4091.25,-0.3301,-0.3875
1500,15010.0,861.19875,861.19875,11257.5,11257.5,14353.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1986.375,1313.625,4503.0,0.0,-5816.62,-4955.42,-4094.22,-0.3301,-0.3875
1501,15020.0,861.7724999999999,861.7724999999999,11265.0,11265.0,14362.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1985.25,1314.75,4506.0,0.0,-5820.75,-4958.98,-4097.2,-0.3302,-0.3875
1502,15030.0,862.34625,862.34625,11272.5,11272.5,14372.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1984.125,1315.875,4509.0,0.0,-5824.88,-4962.53,-4100.19,-0.3302,-0.3876
1503,15040.0,862.9200000000001,862.9200000000001,11280.0,11280.0,14382.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1983.0,1317.0,4512.0,0.0,-5829.0,-4966.08,-4103.16,-0.3302,-0.3876
1504,15050.0,863.4937500000001,863.4937500000001,11287.5,11287.5,14391.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1981.875,1318.125,4515.0,0.0,-5833.12,-4969.63,-4106.13,-0.3302,-0.3876
1505,15060.0,864.0675,864.0675,11295.0,11295.0,14401.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1980.75,1319.25,4518.0,0.0,-5837.25,-4973.18,-4109.11,-0.3302,-0.3876
1506,15070.0,864.64125,864.64125,11302.5,11302.5,14410.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1979.625,1320.375,4521.0,0.0,-5841.38,-4976.74,-4112.1,-0.3302,-0.3876
1507,15080.0,865.215,865.215,11310.0,11310.0,14420.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1978.5,1321.5,4524.0,0.0,-5845.5,-4980.28,-4115.07,-0.3303,-0.3876
1508,15090.0,865.7887499999999,865.7887499999999,11317.5,11317.5,14429.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1977.375,1322.625,4527.0,0.0,-5849.62,-4983.83,-4118.04,-0.3303,-0.3876
1509,15100.0,866.3625,866.3625,11325.0,11325.0,14439.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1976.25,1323.75,4530.0,0.0,-5853.75,-4987.39,-4121.02,-0.3303,-0.3877
1510,15110.0,866.93625,866.93625,11332.5,11332.5,14448.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1975.125,1324.875,4533.0,0.0,-5857.88,-4990.94,-4124.01,-0.3303,-0.3877
1511,15120.0,867.51,867.51,11340.0,11340.0,14458.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1974.0,1326.0,4536.0,0.0,-5862.0,-4994.49,-4126.98,-0.3303,-0.3877
1512,15130.0,868.08375,868.08375,11347.5,11347.5,14468.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1972.875,1327.125,4539.0,0.0,-5866.12,-4998.04,-4129.95,-0.3303,-0.3877
1513,15140.0,868.6575,868.6575,11355.0,11355.0,14477.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1971.75,1328.25,4542.0,0.0,-5870.25,-5001.59,-4132.93,-0.3304,-0.3877
1514,15150.0,869.23125,869.23125,11362.5,11362.5,14487.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1970.625,1329.375,4545.0,0.0,-5874.38,-5005.15,-4135.92,-0.3304,-0.3877
1515,15160.0,869.805,869.805,11370.0,11370.0,14496.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1969.5,1330.5,4548.0,0.0,-5878.5,-5008.69,-4138.89,-0.3304,-0.3878
1516,15170.0,870.37875,870.37875,11377.5,11377.5,14506.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1968.375,1331.625,4551.0,0.0,-5882.62,-5012.24,-4141.86,-0.3304,-0.3878
1517,15180.0,870.9525,870.9525,11385.0,11385.0,14515.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1967.25,1332.75,4554.0,0.0,-5886.75,-5015.8,-4144.84,-0.3304,-0.3878
1518,15190.0,871.52625,871.52625,11392.5,11392.5,14525.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1966.125,1333.875,4557.0,0.0,-5890.88,-5019.35,-4147.83,-0.3304,-0.3878
1519,15200.0,872.0999999999999,872.0999999999999,11400.0,11400.0,14535.0,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1965.0,1335.0,4560.0,0.0,-5895.0,-5022.9,-4150.8,-0.3305,-0.3878
1520,15210.0,872.6737499999999,872.6737499999999,11407.5,11407.5,14544.5625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1963.875,1336.125,4563.0,0.0,-5899.12,-5026.45,-4153.77,-0.3305,-0.3878
1521,15220.0,873.2475000000001,873.2475000000001,11415.0,11415.0,14554.125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1962.75,1337.25,4566.0,0.0,-5903.25,-5030.0,-4156.75,-0.3305,-0.3879
1522,15230.0,873.8212500000001,873.8212500000001,11422.5,11422.5,14563.6875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1961.625,1338.375,4569.0,0.0,-5907.38,-5033.56,-4159.74,-0.3305,-0.3879
1523,15240.0,874.395,874.395,11430.0,11430.0,14573.25,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1960.5,1339.5,4572.0,0.0,-5911.5,-5037.1,-4162.71,-0.3305,-0.3879
1524,15250.0,874.96875,874.96875,11437.5,11437.5,14582.8125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1959.375,1340.625,4575.0,0.0,-5915.62,-5040.65,-4165.68,-0.3305,-0.3879
1525,15260.0,875.5425,875.5425,11445.0,11445.0,14592.375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1958.25,1341.75,4578.0,0.0,-5919.75,-5044.21,-4168.67,-0.3306,-0.3879
1526,15270.0,876.1162499999999,876.1162499999999,11452.5,11452.5,14601.9375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1957.125,1342.875,4581.0,0.0,-5923.88,-5047.76,-4171.65,-0.3306,-0.3879
1527,15280.0,876.69,876.69,11460.0,11460.0,14611.5,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1956.0,1344.0,4584.0,0.0,-5928.0,-5051.31,-4174.62,-0.3306,-0.388
1528,15290.0,877.2637500000001,877.2637500000001,11467.5,11467.5,14621.0625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1954.875,1345.125,4587.0,0.0,-5932.12,-5054.86,-4177.59,-0.3306,-0.388
1529,15300.0,877.8375000000001,877.8375000000001,11475.0,11475.0,14630.625,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1953.75,1346.25,4590.0,0.0,-5936.25,-5058.41,-4180.58,-0.3306,-0.388
1530,15310.0,878.41125,878.41125,11482.5,11482.5,14640.1875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1952.625,1347.375,4593.0,0.0,-5940.38,-5061.97,-4183.56,-0.3306,-0.388
1531,15320.0,878.985,878.985,11490.0,11490.0,14649.75,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1951.5,1348.5,4596.0,0.0,-5944.5,-5065.52,-4186.53,-0.3306,-0.388
1532,15330.0,879.55875,879.55875,11497.5,11497.5,14659.3125,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1950.375,1349.625,4599.0,0.0,-5948.62,-5069.06,-4189.5,-0.3307,-0.388
1533,15340.0,880.1324999999999,880.1324999999999,11505.0,11505.0,14668.875,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1949.25,1350.75,4602.0,0.0,-5952.75,-5072.62,-4192.49,-0.3307,-0.3881
1534,15350.0,880.70625,880.70625,11512.5,11512.5,14678.4375,0.0,standard,24000.0,0.0,0,0.0,0.0,0.0,0,0.0,1948.125,1351.875,4605.0,0.0,-5956.88,-5076.17,-4195.47,-0.3307,-0.3881
