StateCode,State,CongressionalDistrict,County,SubPopulation,TotalPopulation,PercentofCD,PercentofTotal
17,IL,18,Pike IL,2660.46,16430,0.0259,0.1619
17,IL,18,Sangamon IL,14047.66071,98079.433,0.1365,0.1432
17,IL,18,Schuyler IL,1229.316,7544,0.0119,0.163
17,IL,18,Scott IL,784.99,5355,0.0076,0.1466
17,IL,18,Stark IL,724.88671,4640.59,0.007,0.1562
17,IL,18,Tazewell IL,10452.39516,86384.446,0.1016,0.121
17,IL,18,Woodford IL,4803.08,38664,0.0467,0.1242
18,IN,1,La Porte IN,12364.88323,60073.141,0.1007,0.2058
18,IN,1,Lake IN,86668.354,496005,0.7057,0.1747
18,IN,1,Porter IN,23785.475,164343,0.1937,0.1447
18,IN,2,Elkhart IN,39674.635,197559,0.3022,0.2008
18,IN,2,Fulton IN,3169.98,20836,0.0241,0.1521
18,IN,2,Kosciusko IN,5364.729645,30097.919,0.0409,0.1782
18,IN,2,La Porte IN,10557.11677,51393.859,0.0804,0.2054
18,IN,2,Marshall IN,8399.14,47051,0.064,0.1785
18,IN,2,Miami IN,7142.208,36903,0.0544,0.1935
18,IN,2,Pulaski IN,2049.28,13402,0.0156,0.1529
18,IN,2,St. Joseph IN,45031.208,266931,0.343,0.1687
18,IN,2,Starke IN,3522.2,23363,0.0268,0.1508
18,IN,2,Wabash IN,6392.593,32888,0.0487,0.1944
18,IN,3,Adams IN,5562.541,34387,0.0449,0.1618
18,IN,3,Allen IN,58879.684,355329,0.4756,0.1657
18,IN,3,Blackford IN,513.782793,3071.032,0.0041,0.1673
18,IN,3,De Kalb IN,8041.828,42223,0.065,0.1905
18,IN,3,Huntington IN,6073.815,37124,0.0491,0.1636
18,IN,3,Jay IN,3592.83,21253,0.029,0.1691
18,IN,3,Kosciusko IN,8427.542355,47260.081,0.0681,0.1783
18,IN,3,Lagrange IN,7151.702,37128,0.0578,0.1926
18,IN,3,Noble IN,8962.648,47536,0.0724,0.1885
18,IN,3,Steuben IN,6507.128,34185,0.0526,0.1904
18,IN,3,Wells IN,4582.38,27636,0.037,0.1658
18,IN,3,Whitley IN,5511.825,33292,0.0445,0.1656
18,IN,4,Benton IN,1284.17,8854,0.0106,0.145
18,IN,4,Boone IN,4473.136791,31071.143,0.0368,0.144
18,IN,4,Carroll IN,2924.692,20155,0.0241,0.1451
18,IN,4,Cass IN,7585.824,38966,0.0624,0.1947
18,IN,4,Clinton IN,6583.315,33224,0.0541,0.1981
18,IN,4,Fountain IN,2691.252,17240,0.0221,0.1561
18,IN,4,Hendricks IN,18649.36,145448,0.1534,0.1282
18,IN,4,Howard IN,12259.75055,72763.836,0.1008,0.1685
18,IN,4,Jasper IN,5091.18,33478,0.0419,0.1521
18,IN,4,Montgomery IN,5570.251,38124,0.0458,0.1461
18,IN,4,Morgan IN,3325.44496,22955.46,0.0273,0.1449
18,IN,4,Newton IN,2161.35,14244,0.0178,0.1517
18,IN,4,Putnam IN,7195.613,37963,0.0592,0.1895
18,IN,4,Tippecanoe IN,36854.448,172780,0.3031,0.2133
18,IN,4,Warren IN,1372.377,8508,0.0113,0.1613
18,IN,4,White IN,3579.609,24643,0.0294,0.1453
18,IN,5,Blackford IN,1646.481207,9694.968,0.0141,0.1698
18,IN,5,Boone IN,3661.812209,25568.857,0.0314,0.1432
18,IN,5,Grant IN,11564.404,70061,0.099,0.1651
18,IN,5,Hamilton IN,36518.795,274569,0.3127,0.133
18,IN,5,Howard IN,1689.474451,9988.164,0.0145,0.1691
18,IN,5,Madison IN,25423.933,131636,0.2177,0.1931
18,IN,5,Marion IN,33565.84961,182972.654,0.2874,0.1834
18,IN,5,Tipton IN,2714.419,15936,0.0232,0.1703
18,IN,6,Bartholomew IN,11401.137,76794,0.0964,0.1485
18,IN,6,Dearborn IN,7880.794,50047,0.0666,0.1575
18,IN,6,Decatur IN,4164.442,25740,0.0352,0.1618
18,IN,6,Delaware IN,19023.876,117671,0.1609,0.1617
18,IN,6,Fayette IN,4244.378,24277,0.0359,0.1748
18,IN,6,Franklin IN,3656.507,23087,0.0309,0.1584
18,IN,6,Hancock IN,9972.831,70002,0.0843,0.1425
18,IN,6,Henry IN,9549.767,49462,0.0808,0.1931
18,IN,6,Jefferson IN,5269.952,32428,0.0446,0.1625
18,IN,6,Jennings IN,4647.801,28525,0.0393,0.1629
18,IN,6,Ohio IN,973.195,6128,0.0082,0.1588
18,IN,6,Randolph IN,5007.051,26171,0.0423,0.1913
18,IN,6,Ripley IN,4520.781,28818,0.0382,0.1569
18,IN,6,Rush IN,3053.447,17392,0.0258,0.1756
18,IN,6,Scott IN,1956.715145,12400.893,0.0165,0.1578
18,IN,6,Shelby IN,6368.574,44436,0.0539,0.1433
18,IN,6,Switzerland IN,1674.918,10613,0.0142,0.1578
18,IN,6,Union IN,1344.476,7516,0.0114,0.1789
18,IN,6,Wayne IN,13542.536,68917,0.1145,0.1965
18,IN,7,Marion IN,141841.2684,720420.346,1,0.1969
18,IN,8,Clay IN,5194.746,26890,0.0438,0.1932
18,IN,8,Crawford IN,254.899512,1668.226,0.0021,0.1528
18,IN,8,Daviess IN,6310.334,31648,0.0532,0.1994
18,IN,8,Dubois IN,5735.796,41889,0.0484,0.1369
18,IN,8,Gibson IN,4479.234,33503,0.0378,0.1337
18,IN,8,Greene IN,6481.186,33165,0.0547,0.1954
18,IN,8,Knox IN,7028.966,38440,0.0593,0.1829
18,IN,8,Martin IN,2078.15,10334,0.0175,0.2011
18,IN,8,Owen IN,4230.896,21575,0.0357,0.1961
18,IN,8,Parke IN,3549.165,17339,0.0299,0.2047
18,IN,8,Perry IN,2645.204,19338,0.0223,0.1368
18,IN,8,Pike IN,1774.771,12845,0.015,0.1382
18,IN,8,Posey IN,3402.908,25910,0.0287,0.1313
18,IN,8,Spencer IN,2881.873,20952,0.0243,0.1375
18,IN,8,Sullivan IN,4422.723,21475,0.0373,0.2059
18,IN,8,Vanderburgh IN,26319.596,179703,0.222,0.1465
18,IN,8,Vermillion IN,3144.557,16212,0.0265,0.194
18,IN,8,Vigo IN,20742.512,107848,0.1749,0.1923
18,IN,8,Warrick IN,7895.376,59689,0.0666,0.1323
18,IN,9,Brown IN,2434.708,15242,0.0197,0.1597
18,IN,9,Clark IN,19285.326,110232,0.1563,0.175
18,IN,9,Crawford IN,1373.586488,9044.774,0.0111,0.1519
18,IN,9,Floyd IN,11019.156,74578,0.0893,0.1478
18,IN,9,Harrison IN,5836.23,39364,0.0473,0.1483
18,IN,9,Jackson IN,6302.097,42376,0.0511,0.1487
18,IN,9,Johnson IN,22928.052,139654,0.1858,0.1642
18,IN,9,Lawrence IN,7763.288,46134,0.0629,0.1683
18,IN,9,Monroe IN,30127,137974,0.2441,0.2184
18,IN,9,Morgan IN,6638.02804,45938.54,0.0538,0.1445
18,IN,9,Orange IN,3345.824,19840,0.0271,0.1686
18,IN,9,Scott IN,1840.520855,11780.107,0.0149,0.1562
18,IN,9,Washington IN,4521.778,28262,0.0366,0.16
19,IA,1,Allamakee IA,2396.686,14330,0.0242,0.1672
19,IA,1,Benton IA,3499.458,26076,0.0353,0.1342
19,IA,1,Black Hawk IA,15662.262,131090,0.158,0.1195
19,IA,1,Bremer IA,4136.277,24276,0.0417,0.1704
19,IA,1,Buchanan IA,3102,20958,0.0313,0.148
19,IA,1,Clayton IA,3069.15,18129,0.031,0.1693
19,IA,1,Delaware IA,2212.226,17764,0.0223,0.1245
19,IA,1,Dubuque IA,11685.582,93653,0.1179,0.1248
19,IA,1,Fayette IA,3499.698,20880,0.0353,0.1676
19,IA,1,Howard IA,1625.81,9566,0.0164,0.17
19,IA,1,Iowa IA,2172.973,16355,0.0219,0.1329
19,IA,1,Jackson IA,2425.198,19848,0.0245,0.1222
19,IA,1,Jones IA,2982.305,20638,0.0301,0.1445
19,IA,1,Linn IA,23891.46,211226,0.241,0.1131
19,IA,1,Marshall IA,5393.373,40648,0.0544,0.1327
19,IA,1,Mitchell IA,1778.764,10776,0.0179,0.1651
19,IA,1,Poweshiek IA,2502.708,18914,0.0252,0.1323
19,IA,1,Tama IA,2304.907,17767,0.0232,0.1297
19,IA,1,Winneshiek IA,3547.871,21056,0.0358,0.1685
19,IA,1,Worth IA,1264.039,7598,0.0127,0.1664
19,IA,2,Appanoose IA,2150.588,12887,0.02,0.1669
19,IA,2,Cedar IA,2516.808,18499,0.0235,0.1361
19,IA,2,Clarke IA,1568.613,9286,0.0146,0.1689
19,IA,2,Clinton IA,6612.558,49116,0.0616,0.1346
19,IA,2,Davis IA,1376.326,8753,0.0128,0.1572
19,IA,2,Decatur IA,1419.429,8457,0.0132,0.1678
19,IA,2,Des Moines IA,5101.197,40325,0.0476,0.1265
19,IA,2,Henry IA,2588.707,20145,0.0241,0.1285
19,IA,2,Jasper IA,4886.139,36842,0.0455,0.1326
19,IA,2,Jefferson IA,2755.014,16843,0.0257,0.1636
19,IA,2,Johnson IA,19091.072,130882,0.178,0.1459
19,IA,2,Keokuk IA,1655.843,10511,0.0154,0.1575
19,IA,2,Lee IA,4555.927,35862,0.0425,0.127
19,IA,2,Louisa IA,1460.374,11387,0.0136,0.1282
19,IA,2,Lucas IA,1492.582,8898,0.0139,0.1677
19,IA,2,Mahaska IA,3606.163,22381,0.0336,0.1611
19,IA,2,Marion IA,4440.546,33309,0.0414,0.1333
19,IA,2,Monroe IA,1352.403,7970,0.0126,0.1697
19,IA,2,Muscatine IA,5937.726,42745,0.0554,0.1389
19,IA,2,Scott IA,21433,165224,0.1998,0.1297
19,IA,2,Van Buren IA,1192.081,7570,0.0111,0.1575
19,IA,2,Wapello IA,5857.259,35625,0.0546,0.1644
19,IA,2,Washington IA,3152.824,21704,0.0294,0.1453
19,IA,2,Wayne IA,1069.167,6403,0.01,0.167
19,IA,3,Adair IA,1312.763,7682,0.0124,0.1709
19,IA,3,Adams IA,679.265,4029,0.0064,0.1686
19,IA,3,Cass IA,2229.997,13956,0.021,0.1598
19,IA,3,Dallas IA,8204.556,66135,0.0772,0.1241
19,IA,3,Fremont IA,1158.44,7441,0.0109,0.1557
19,IA,3,Guthrie IA,1906.762,10954,0.0179,0.1741
19,IA,3,Madison IA,2083.821,15679,0.0196,0.1329
19,IA,3,Mills IA,2374.802,15059,0.0223,0.1577
19,IA,3,Montgomery IA,1708.699,10740,0.0161,0.1591
19,IA,3,Page IA,2432.724,15932,0.0229,0.1527
19,IA,3,Polk IA,57233.821,430640,0.5385,0.1329
19,IA,3,Pottawattamie IA,14799.071,93158,0.1393,0.1589
19,IA,3,Ringgold IA,874.216,5131,0.0082,0.1704
19,IA,3,Taylor IA,1096.553,6317,0.0103,0.1736
19,IA,3,Union IA,2071.308,12534,0.0195,0.1653
19,IA,3,Warren IA,6108.939,46225,0.0575,0.1322
19,IA,4,Audubon IA,1038.4,6119,0.008,0.1697
19,IA,4,Boone IA,3664.356,26306,0.0283,0.1393
19,IA,4,Buena Vista IA,3835.456,20260,0.0297,0.1893
19,IA,4,Butler IA,2582.549,14867,0.02,0.1737
19,IA,4,Calhoun IA,1776.228,9670,0.0137,0.1837
19,IA,4,Carroll IA,3740.252,20816,0.0289,0.1797
19,IA,4,Cerro Gordo IA,7298.251,44151,0.0564,0.1653
19,IA,4,Cherokee IA,2126.74,12072,0.0164,0.1762
19,IA,4,Chickasaw IA,2042.004,12439,0.0158,0.1642
19,IA,4,Clay IA,3086.872,16667,0.0239,0.1852
19,IA,4,Crawford IA,3056.826,17096,0.0236,0.1788
19,IA,4,Dickinson IA,3147.128,16667,0.0243,0.1888
19,IA,4,Emmet IA,1927.424,10302,0.0149,0.1871
19,IA,4,Floyd IA,2723.752,16303,0.0211,0.1671
19,IA,4,Franklin IA,1877.792,10680,0.0145,0.1758
19,IA,4,Greene IA,1696.781,9336,0.0131,0.1817
19,IA,4,Grundy IA,2164.308,12453,0.0167,0.1738
19,IA,4,Hamilton IA,2900.933,15673,0.0224,0.1851
19,IA,4,Hancock IA,1902.298,11341,0.0147,0.1677
19,IA,4,Hardin IA,2767.464,17534,0.0214,0.1578
19,IA,4,Harrison IA,2287.919,14928,0.0177,0.1533
19,IA,4,Humboldt IA,1818.285,9815,0.0141,0.1853
19,IA,4,Ida IA,1254.257,7089,0.0097,0.1769
19,IA,4,Kossuth IA,2585.79,15543,0.02,0.1664
19,IA,4,Lyon IA,2183.416,11581,0.0169,0.1885
19,IA,4,Monona IA,1674.262,9243,0.0129,0.1811
19,IA,4,OBrien IA,2709.784,14398,0.021,0.1882
19,IA,4,Osceola IA,1177.136,6462,0.0091,0.1822
19,IA,4,Palo Alto IA,1795.832,9421,0.0139,0.1906
19,IA,4,Plymouth IA,4121.304,24986,0.0319,0.1649
19,IA,4,Pocahontas IA,1369.748,7310,0.0106,0.1874
19,IA,4,Sac IA,1877.982,10350,0.0145,0.1814
19,IA,4,Shelby IA,1969.348,12167,0.0152,0.1619
19,IA,4,Sioux IA,6302.032,33704,0.0487,0.187
19,IA,4,Story IA,12438.805,89542,0.0962,0.1389
19,IA,4,Webster IA,6977.715,38013,0.0539,0.1836
19,IA,4,Winnebago IA,1807.62,10866,0.014,0.1664
19,IA,4,Woodbury IA,17177.6,102172,0.1328,0.1681
19,IA,4,Wright IA,2455.447,13229,0.019,0.1856
20,KS,1,Barton KS,5201.905,27674,0.0401,0.188
20,KS,1,Chase KS,456.125,2790,0.0035,0.1635
20,KS,1,Cheyenne KS,601.974,2726,0.0046,0.2208
20,KS,1,Clark KS,454.428,2215,0.0035,0.2052
20,KS,1,Clay KS,1315.797,8535,0.0101,0.1542
20,KS,1,Cloud KS,1864.924,9533,0.0144,0.1956
20,KS,1,Decatur KS,646.656,2961,0.005,0.2184
20,KS,1,Dickinson KS,2991.079,19754,0.023,0.1514
20,KS,1,Ellis KS,6241.917,28452,0.0481,0.2194
20,KS,1,Ellsworth KS,1273.884,6497,0.0098,0.1961
20,KS,1,Finney KS,7402.144,36776,0.057,0.2013
20,KS,1,Ford KS,6819.944,33848,0.0525,0.2015
20,KS,1,Geary KS,4633.2,34362,0.0357,0.1348
20,KS,1,Gove KS,587.491,2695,0.0045,0.218
20,KS,1,Graham KS,587.491,2597,0.0045,0.2262
20,KS,1,Grant KS,1589.132,7829,0.0122,0.203
20,KS,1,Gray KS,1205.816,6006,0.0093,0.2008
20,KS,1,Greeley KS,252.102,1247,0.0019,0.2022
20,KS,1,Hamilton KS,543.516,2690,0.0042,0.2021
20,KS,1,Haskell KS,858.452,4256,0.0066,0.2017
20,KS,1,Hodgeman KS,395.036,1916,0.003,0.2062
20,KS,1,Jewell KS,610.538,3077,0.0047,0.1984
20,KS,1,Kearny KS,799.06,3977,0.0062,0.2009
20,KS,1,Lane KS,353.516,1750,0.0027,0.202
20,KS,1,Lincoln KS,636.942,3241,0.0049,0.1965
20,KS,1,Logan KS,601.974,2756,0.0046,0.2184
20,KS,1,Lyon KS,5435.605,33690,0.0419,0.1613
20,KS,1,Marion KS,2046.527,12660,0.0158,0.1617
20,KS,1,Marshall KS,731.903267,4868.305,0.0056,0.1503
20,KS,1,McPherson KS,5322.702,29180,0.041,0.1824
20,KS,1,Meade KS,938.552,4575,0.0072,0.2051
20,KS,1,Mitchell KS,1241.184,6373,0.0096,0.1948
20,KS,1,Morris KS,794.718,5923,0.0061,0.1342
20,KS,1,Morton KS,641.592,3233,0.0049,0.1985
20,KS,1,Ness KS,654.892,3107,0.005,0.2108
20,KS,1,Norton KS,1255.255,5671,0.0097,0.2213
20,KS,1,Osborne KS,868.833,3858,0.0067,0.2252
20,KS,1,Ottawa KS,1182.08,6091,0.0091,0.1941
20,KS,1,Pawnee KS,1260.0583,6631.75,0.0097,0.19
20,KS,1,Phillips KS,1255.255,5642,0.0097,0.2225
20,KS,1,Pottawatomie KS,2912.184,21604,0.0224,0.1348
20,KS,1,Rawlins KS,557.292,2519,0.0043,0.2212
20,KS,1,Reno KS,11781.924,64511,0.0908,0.1826
20,KS,1,Republic KS,965.162,4980,0.0074,0.1938
20,KS,1,Rice KS,1837.374,10083,0.0142,0.1822
20,KS,1,Riley KS,9621.144,71115,0.0741,0.1353
20,KS,1,Rooks KS,1129.067,5181,0.0087,0.2179
20,KS,1,Rush KS,611.705,3307,0.0047,0.185
20,KS,1,Russell KS,1552.313,6970,0.012,0.2227
20,KS,1,Saline KS,10881.432,55606,0.0838,0.1957
20,KS,1,Scott KS,987.7,4936,0.0076,0.2001
20,KS,1,Seward KS,4639.624,22952,0.0357,0.2021
20,KS,1,Sheridan KS,571.775,2556,0.0044,0.2237
20,KS,1,Sherman KS,1344.619,6010,0.0104,0.2237
20,KS,1,Smith KS,862.208,3853,0.0066,0.2238
20,KS,1,Stanton KS,454.428,2235,0.0035,0.2033
20,KS,1,Stevens KS,1164.4,5724,0.009,0.2034
20,KS,1,Thomas KS,1724.416,7900,0.0133,0.2183
20,KS,1,Trego KS,661.139,3001,0.0051,0.2203
20,KS,1,Wabaunsee KS,1083.178,7053,0.0083,0.1536
20,KS,1,Wallace KS,319.399,1485,0.0025,0.2151
20,KS,1,Washington KS,1142.474,5799,0.0088,0.197
20,KS,1,Wichita KS,447.072,2234,0.0034,0.2001
20,KS,2,Allen KS,2321.412,13371,0.0191,0.1736
20,KS,2,Anderson KS,1415.18,8102,0.0116,0.1747
20,KS,2,Atchison KS,2629.968,16924,0.0216,0.1554
20,KS,2,Bourbon KS,2652.2,15173,0.0218,0.1748
20,KS,2,Brown KS,1440.235,9984,0.0118,0.1443
20,KS,2,Cherokee KS,3803.121,21603,0.0313,0.176
20,KS,2,Coffey KS,1376.795,8601,0.0113,0.1601
20,KS,2,Crawford KS,6960.429,39134,0.0572,0.1779
20,KS,2,Doniphan KS,1248.208,7945,0.0103,0.1571
20,KS,2,Douglas KS,22824.115,110826,0.1877,0.2059
20,KS,2,Franklin KS,4199.148,25992,0.0345,0.1616
20,KS,2,Jackson KS,1969.968,13462,0.0162,0.1463
20,KS,2,Jefferson KS,2985.336,19126,0.0245,0.1561
20,KS,2,Labette KS,3850.959,21607,0.0317,0.1782
20,KS,2,Leavenworth KS,12008.664,76227,0.0987,0.1575
20,KS,2,Linn KS,1664.604,9656,0.0137,0.1724
20,KS,2,Marshall KS,785.711733,5248.695,0.0065,0.1497
20,KS,2,Miami KS,4037.54802,21183.011,0.0332,0.1906
20,KS,2,Montgomery KS,6218.94,35471,0.0511,0.1753
20,KS,2,Nemaha KS,1731.076,10178,0.0142,0.1701
20,KS,2,Neosho KS,2989.875,16512,0.0246,0.1811
20,KS,2,Osage KS,2517.183,16295,0.0207,0.1545
20,KS,2,Shawnee KS,27777.455,177934,0.2284,0.1561
20,KS,2,Wilson KS,1620.344,9409,0.0133,0.1722
20,KS,2,Woodson KS,581.268,3309,0.0048,0.1757
20,KS,3,Johnson KS,84013.469,544179,0.6934,0.1544
20,KS,3,Miami KS,2238.98798,11603.989,0.0185,0.1929
20,KS,3,Wyandotte KS,34906,157505,0.2881,0.2216
20,KS,4,Barber KS,921.475,4861,0.0074,0.1896
20,KS,4,Butler KS,9581.149,65880,0.0769,0.1454
20,KS,4,Chautauqua KS,648.331,3669,0.0052,0.1767
20,KS,4,Comanche KS,362.955,1891,0.0029,0.1919
20,KS,4,Cowley KS,6511.955,36311,0.0523,0.1793
20,KS,4,Edwards KS,578.86,3037,0.0046,0.1906
20,KS,4,Elk KS,514.205,2882,0.0041,0.1784
20,KS,4,Greenwood KS,1094.7,6689,0.0088,0.1637
20,KS,4,Harper KS,1145.215,6034,0.0092,0.1898
20,KS,4,Harvey KS,5067.144,34684,0.0407,0.1461
20,KS,4,Kingman KS,1467.49,7858,0.0118,0.1868
20,KS,4,Kiowa KS,477.16,2553,0.0038,0.1869
20,KS,4,Pawnee KS,65.0517,341.25,5.00E-04,0.1906
20,KS,4,Pratt KS,1810.105,9656,0.0145,0.1875
20,KS,4,Sedgwick KS,89002.217,498365,0.7142,0.1786
20,KS,4,Stafford KS,840.115,4437,0.0067,0.1893
20,KS,4,Sumner KS,4524.51,24132,0.0363,0.1875
21,KY,1,Adair KY,3724.735,18656,0.0278,0.1997
21,KY,1,Allen KY,3631.548,19956,0.0271,0.182
21,KY,1,Ballard KY,1504.608,8249,0.0112,0.1824
21,KY,1,Caldwell KY,2583.02,12984,0.0193,0.1989
21,KY,1,Calloway KY,6770.736,37191,0.0506,0.1821
21,KY,1,Carlisle KY,895.6,5104,0.0067,0.1755
21,KY,1,Casey KY,3280.18,15955,0.0245,0.2056
21,KY,1,Christian KY,12563.537,73955,0.0938,0.1699
21,KY,1,Clinton KY,2043.39,10272,0.0153,0.1989
21,KY,1,Crittenden KY,1838.76,9315,0.0137,0.1974
21,KY,1,Cumberland KY,1393.755,6856,0.0104,0.2033
21,KY,1,Fulton KY,1289.664,6813,0.0096,0.1893
21,KY,1,Graves KY,6806.56,37121,0.0508,0.1834
21,KY,1,Henderson KY,7938.789,46250,0.0593,0.1716
21,KY,1,Hickman KY,895.6,4902,0.0067,0.1827
21,KY,1,Hopkins KY,9303.25,46920,0.0695,0.1983
21,KY,1,Livingston KY,1926.32,9519,0.0144,0.2024
21,KY,1,Logan KY,5293.79,26835,0.0395,0.1973
21,KY,1,Lyon KY,1387.725,8314,0.0104,0.1669
21,KY,1,Marion KY,3792.49,19820,0.0283,0.1913
21,KY,1,Marshall KY,5696.016,31448,0.0425,0.1811
21,KY,1,McCracken KY,11965.216,65565,0.0894,0.1825
21,KY,1,McLean KY,1594.257,9531,0.0119,0.1673
21,KY,1,Metcalfe KY,1831.524,10099,0.0137,0.1814
21,KY,1,Monroe KY,2007.981,10963,0.015,0.1832
21,KY,1,Muhlenberg KY,6304.32,31499,0.0471,0.2001
21,KY,1,Ohio KY,4077.004,23842,0.0304,0.171
21,KY,1,Russell KY,3591.935,17565,0.0268,0.2045
21,KY,1,Simpson KY,3417.51,17327,0.0255,0.1972
21,KY,1,Taylor KY,4993.745,24512,0.0373,0.2037
21,KY,1,Todd KY,2090.839,12460,0.0156,0.1678
21,KY,1,Trigg KY,2442.396,14339,0.0182,0.1703
21,KY,1,Union KY,2585.227,15007,0.0193,0.1723
21,KY,1,Washington KY,77.954176,413.08,6.00E-04,0.1887
21,KY,1,Webster KY,2358.438,13621,0.0176,0.1731
21,KY,2,Barren KY,7689.51,42173,0.061,0.1823
21,KY,2,Boyle KY,5274.738,28432,0.0419,0.1855
21,KY,2,Breckinridge KY,3410.778,20059,0.0271,0.17
21,KY,2,Bullitt KY,11023.376,74319,0.0875,0.1483
21,KY,2,Butler KY,2512.875,12690,0.0199,0.198
21,KY,2,Daviess KY,16596.43,96656,0.1317,0.1717
21,KY,2,Edmonson KY,2215.938,12161,0.0176,0.1822
21,KY,2,Garrard KY,3509.342,16912,0.0278,0.2075
21,KY,2,Grayson KY,4379.29,25746,0.0348,0.1701
21,KY,2,Green KY,2298.76,11258,0.0182,0.2042
21,KY,2,Hancock KY,1513.242,8565,0.012,0.1767
21,KY,2,Hardin KY,15853.284,105543,0.1258,0.1502
21,KY,2,Hart KY,3337.68,18199,0.0265,0.1834
21,KY,2,Jessamine KY,2283.492651,12406.438,0.0181,0.1841
21,KY,2,Larue KY,2712.896,14193,0.0215,0.1911
21,KY,2,Meade KY,4201.971,28602,0.0333,0.1469
21,KY,2,Mercer KY,3672.545,21331,0.0291,0.1722
21,KY,2,Nelson KY,8426.702,43437,0.0669,0.194
21,KY,2,Spencer KY,822.377176,5359.657,0.0065,0.1534
21,KY,2,Warren KY,22099.54,113792,0.1754,0.1942
21,KY,2,Washington KY,2177.849824,11303.92,0.0173,0.1927
21,KY,3,Jefferson KY,130990.4978,723175.887,1,0.1811
21,KY,4,Boone KY,16374.042,118811,0.1441,0.1378
21,KY,4,Boyd KY,6842.693205,40042.58,0.0602,0.1709
21,KY,4,Bracken KY,1655.028,8488,0.0146,0.195
21,KY,4,Campbell KY,12953.76,90336,0.114,0.1434
21,KY,4,Carroll KY,1600.254,10811,0.0141,0.148
21,KY,4,Gallatin KY,1272.033,8589,0.0112,0.1481
21,KY,4,Grant KY,3672.172,24662,0.0323,0.1489
21,KY,4,Greenup KY,6328.284,36910,0.0557,0.1715
21,KY,4,Harrison KY,1964.967592,11762.42,0.0173,0.1671
21,KY,4,Henry KY,2619.432,15416,0.023,0.1699
21,KY,4,Jefferson KY,2775.94023,17920.113,0.0244,0.1549
21,KY,4,Kenton KY,25277.808,159720,0.2224,0.1583
21,KY,4,Lewis KY,2696.094,13870,0.0237,0.1944
21,KY,4,Mason KY,3363.444,17490,0.0296,0.1923
21,KY,4,Oldham KY,10380.573,60316,0.0913,0.1721
21,KY,4,Owen KY,1608.521,10841,0.0142,0.1484
21,KY,4,Pendleton KY,2149.528,14877,0.0189,0.1445
21,KY,4,Shelby KY,6840.496,42074,0.0602,0.1626
21,KY,4,Spencer KY,1766.822824,11701.343,0.0155,0.151
21,KY,4,Trimble KY,1505.16,8809,0.0132,0.1709
21,KY,5,Bell KY,5623.695,28691,0.0405,0.196
21,KY,5,Boyd KY,1610.760795,9499.42,0.0116,0.1696
21,KY,5,Breathitt KY,2528.9,13878,0.0182,0.1822
21,KY,5,Carter KY,4769.826,27720,0.0343,0.1721
21,KY,5,Clay KY,4520.588,21730,0.0325,0.208
21,KY,5,Elliott KY,1369.554,7852,0.0099,0.1744
21,KY,5,Floyd KY,7142.48,39451,0.0514,0.181
21,KY,5,Harlan KY,5672.385,29278,0.0408,0.1937
21,KY,5,Jackson KY,2796.24,13494,0.0201,0.2072
21,KY,5,Johnson KY,4246.12,23356,0.0306,0.1818
21,KY,5,Knott KY,3009.6,16346,0.0217,0.1841
21,KY,5,Knox KY,6110.595,31883,0.044,0.1917
21,KY,5,Laurel KY,12350.06,58849,0.0889,0.2099
21,KY,5,Lawrence KY,2739.108,15860,0.0197,0.1727
21,KY,5,Lee KY,1442.1,7887,0.0104,0.1828
21,KY,5,Leslie KY,2048.2,11310,0.0147,0.1811
21,KY,5,Letcher KY,4430.8,24519,0.0319,0.1807
21,KY,5,Lincoln KY,5078.95,24742,0.0365,0.2053
21,KY,5,Magoffin KY,2418.32,13333,0.0174,0.1814
21,KY,5,Martin KY,2390.2,12929,0.0172,0.1849
21,KY,5,McCreary KY,3756.588,18306,0.027,0.2052
21,KY,5,Morgan KY,2696.094,13923,0.0194,0.1936
21,KY,5,Owsley KY,877.8,4755,0.0063,0.1846
21,KY,5,Perry KY,5225,28712,0.0376,0.182
21,KY,5,Pike KY,11894.76,65024,0.0856,0.1829
21,KY,5,Pulaski KY,12934.262,63063,0.0931,0.2051
21,KY,5,Rockcastle KY,3635.112,17056,0.0262,0.2131
21,KY,5,Rowan KY,4484.592,23333,0.0323,0.1922
21,KY,5,Wayne KY,4251.885,20813,0.0306,0.2043
21,KY,5,Whitley KY,6913.98,35637,0.0498,0.194
21,KY,6,Anderson KY,3689.93,21421,0.0265,0.1723
21,KY,6,Bath KY,2268.99,11591,0.0163,0.1958
21,KY,6,Bourbon KY,3311.68,19985,0.0238,0.1657
21,KY,6,Clark KY,6765.764,35613,0.0486,0.19
21,KY,6,Estill KY,2994.746,14672,0.0215,0.2041
21,KY,6,Fayette KY,60519.454,295803,0.4344,0.2046
21,KY,6,Fleming KY,2802.87,14348,0.0201,0.1953
21,KY,6,Franklin KY,8266.97,49285,0.0593,0.1677
21,KY,6,Harrison KY,1197.260408,7083.58,0.0086,0.169
21,KY,6,Jessamine KY,6638.085349,36179.562,0.0476,0.1835
21,KY,6,Madison KY,16813.532,82916,0.1207,0.2028
21,KY,6,Menifee KY,1227.924,6306,0.0088,0.1947
21,KY,6,Montgomery KY,5178.636,26499,0.0372,0.1954
21,KY,6,Nicholas KY,1191.38,7135,0.0086,0.167
21,KY,6,Powell KY,2578.474,12613,0.0185,0.2044
