StateCode,State,CongressionalDistrict,County,SubPopulation,TotalPopulation,PercentofCD,PercentofTotal
42,PA,18,Westmoreland PA,30581.949,239663,0.3531,0.1276
44,RI,1,Bristol RI,7211.468,49875,0.0841,0.1446
44,RI,1,Newport RI,12051.25,82888,0.1405,0.1454
44,RI,1,Providence RI,66524.45341,393517.311,0.7755,0.1691
44,RI,2,Kent RI,17883.099,166158,0.2397,0.1076
44,RI,2,Providence RI,42584.24559,233149.689,0.5708,0.1826
44,RI,2,Washington RI,14143.23,126979,0.1896,0.1114
45,SC,1,Beaufort SC,32744.19771,148173.151,0.233,0.221
45,SC,1,Berkeley SC,30178.6348,149753.546,0.2148,0.2015
45,SC,1,Charleston SC,57008.41763,245872.401,0.4057,0.2319
45,SC,1,Colleton SC,99.941325,528.275,7.00E-04,0.1892
45,SC,1,Dorchester SC,20488.82315,116437.426,0.1458,0.176
45,SC,2,Aiken SC,27950.765,160099,0.2455,0.1746
45,SC,2,Barnwell SC,4641.238,22621,0.0408,0.2052
45,SC,2,Lexington SC,45444.531,262391,0.3991,0.1732
45,SC,2,Orangeburg SC,4251.717894,20440.42,0.0373,0.208
45,SC,2,Richland SC,31579.23918,195214.527,0.2773,0.1618
45,SC,3,Abbeville SC,4867.73,25417,0.0395,0.1915
45,SC,3,Anderson SC,34066.81,187126,0.2764,0.1821
45,SC,3,Edgefield SC,5646.563,26985,0.0458,0.2092
45,SC,3,Greenville SC,10253.86074,54955.258,0.0832,0.1866
45,SC,3,Greenwood SC,13463.044,69661,0.1092,0.1933
45,SC,3,Laurens SC,12893.327,66537,0.1046,0.1938
45,SC,3,McCormick SC,1964.375,10233,0.0159,0.192
45,SC,3,Newberry SC,1169.805769,6473.963,0.0095,0.1807
45,SC,3,Oconee SC,13559.824,74273,0.11,0.1826
45,SC,3,Pickens SC,21388.176,119224,0.1735,0.1794
45,SC,3,Saluda SC,3993.283,19875,0.0324,0.2009
45,SC,4,Greenville SC,79823.78726,396269.742,0.6067,0.2014
45,SC,4,Spartanburg SC,51738.0842,264496.15,0.3933,0.1956
45,SC,5,Cherokee SC,9748.734,55342,0.0801,0.1762
45,SC,5,Chester SC,5840.898,33140,0.048,0.1762
45,SC,5,Fairfield SC,4048.746,23956,0.0332,0.169
45,SC,5,Kershaw SC,11276.464,61697,0.0926,0.1828
45,SC,5,Lancaster SC,15990.125,76652,0.1313,0.2086
45,SC,5,Lee SC,3833.182,19220,0.0315,0.1994
45,SC,5,Newberry SC,5655.271231,31034.037,0.0464,0.1822
45,SC,5,Spartanburg SC,3910.451796,19810.85,0.0321,0.1974
45,SC,5,Sumter SC,15769.01794,84892.702,0.1295,0.1858
45,SC,5,Union SC,5092.218,28961,0.0418,0.1758
45,SC,5,York SC,40602.442,226073,0.3334,0.1796
45,SC,6,Allendale SC,2191.041,10419,0.0168,0.2103
45,SC,6,Bamberg SC,3282.5,15987,0.0251,0.2053
45,SC,6,Beaufort SC,3061.55829,14059.849,0.0234,0.2178
45,SC,6,Berkeley SC,5715.974199,28089.454,0.0438,0.2035
45,SC,6,Calhoun SC,2835.391,15175,0.0217,0.1868
45,SC,6,Charleston SC,24343.21637,104336.599,0.1864,0.2333
45,SC,6,Clarendon SC,7653.388,34971,0.0586,0.2188
45,SC,6,Colleton SC,7098.996675,38363.725,0.0544,0.185
45,SC,6,Dorchester SC,3476.274848,20117.574,0.0266,0.1728
45,SC,6,Florence SC,2814.611634,15038.676,0.0216,0.1872
45,SC,6,Hampton SC,4384.926,21090,0.0336,0.2079
45,SC,6,Jasper SC,5441.478,24777,0.0417,0.2196
45,SC,6,Orangeburg SC,14969.24711,72060.58,0.1146,0.2077
45,SC,6,Richland SC,31595.12682,189289.473,0.2419,0.1669
45,SC,6,Sumter SC,4180.760062,22563.298,0.032,0.1853
45,SC,6,Williamsburg SC,7555.423,34423,0.0579,0.2195
45,SC,7,Chesterfield SC,9893.57,46734,0.066,0.2117
45,SC,7,Darlington SC,15032.061,68681,0.1002,0.2189
45,SC,7,Dillon SC,7030.387,32062,0.0469,0.2193
45,SC,7,Florence SC,22670.47137,121846.324,0.1512,0.1861
45,SC,7,Georgetown SC,13357.003,60158,0.0891,0.222
45,SC,7,Horry SC,69454.252,269291,0.4631,0.2579
45,SC,7,Marion SC,6055.613,33062,0.0404,0.1832
45,SC,7,Marlboro SC,6485.151,28933,0.0432,0.2241
46,SD,0,Aurora SD,509.824,2710,0.0037,0.1881
46,SD,0,Beadle SD,3095.368,17398,0.0225,0.1779
46,SD,0,Bennett SD,488.466,3431,0.0036,0.1424
46,SD,0,Bon Homme SD,1310.976,7070,0.0095,0.1854
46,SD,0,Brookings SD,6090.632,31965,0.0443,0.1905
46,SD,0,Brown SD,6614.712,36531,0.0481,0.1811
46,SD,0,Brule SD,994.26,5255,0.0072,0.1892
46,SD,0,Buffalo SD,329.422,1912,0.0024,0.1723
46,SD,0,Butte SD,1743.112,10110,0.0127,0.1724
46,SD,0,Campbell SD,260.045,1466,0.0019,0.1774
46,SD,0,Charles Mix SD,1593.858,9129,0.0116,0.1746
46,SD,0,Clark SD,709.483,3691,0.0052,0.1922
46,SD,0,Clay SD,2043.61,13864,0.0149,0.1474
46,SD,0,Codington SD,5190.343,27227,0.0377,0.1906
46,SD,0,Corson SD,567.12,4050,0.0041,0.14
46,SD,0,Custer SD,1414.234,8216,0.0103,0.1721
46,SD,0,Davison SD,3608.86,19504,0.0262,0.185
46,SD,0,Day SD,1027.488,5710,0.0075,0.1799
46,SD,0,Deuel SD,843.871,4364,0.0061,0.1934
46,SD,0,Dewey SD,754.902,5301,0.0055,0.1424
46,SD,0,Douglas SD,562.61,3002,0.0041,0.1874
46,SD,0,Edmunds SD,739.777,4071,0.0054,0.1817
46,SD,0,Fall River SD,1015.824,7094,0.0074,0.1432
46,SD,0,Faulk SD,439.374,2364,0.0032,0.1859
46,SD,0,Grant SD,1389.072,7356,0.0101,0.1888
46,SD,0,Gregory SD,753.584,4271,0.0055,0.1764
46,SD,0,Haakon SD,271.08,1937,0.002,0.1399
46,SD,0,Hamlin SD,1120.242,5903,0.0081,0.1898
46,SD,0,Hand SD,617.34,3431,0.0045,0.1799
46,SD,0,Hanson SD,622.748,3331,0.0045,0.187
46,SD,0,Harding SD,213.008,1255,0.0015,0.1697
46,SD,0,Hughes SD,2988.948,17022,0.0217,0.1756
46,SD,0,Hutchinson SD,1356.41,7343,0.0099,0.1847
46,SD,0,Hyde SD,242.732,1420,0.0018,0.1709
46,SD,0,Jackson SD,433.902,3031,0.0032,0.1432
46,SD,0,Jerauld SD,371.472,2071,0.0027,0.1794
46,SD,0,Jones SD,148.02,1006,0.0011,0.1471
46,SD,0,Kingsbury SD,1010.24,5148,0.0073,0.1962
46,SD,0,Lake SD,2139.192,11200,0.0156,0.191
46,SD,0,Lawrence SD,4460.512,24097,0.0324,0.1851
46,SD,0,Lincoln SD,6589.137,44828,0.0479,0.147
46,SD,0,Lyman SD,654.2,3755,0.0048,0.1742
46,SD,0,Marshall SD,840.672,4656,0.0061,0.1806
46,SD,0,McCook SD,1021.58,5618,0.0074,0.1818
46,SD,0,McPherson SD,446.861,2459,0.0032,0.1817
46,SD,0,Meade SD,4389.046,25434,0.0319,0.1726
46,SD,0,Mellette SD,296.04,2048,0.0022,0.1446
46,SD,0,Miner SD,445.656,2389,0.0032,0.1865
46,SD,0,Minnehaha SD,25473.953,169468,0.1852,0.1503
46,SD,0,Moody SD,1240.528,6486,0.009,0.1913
46,SD,0,Pennington SD,18650.558,100948,0.1356,0.1848
46,SD,0,Perkins SD,528.87,2982,0.0038,0.1774
46,SD,0,Potter SD,358.242,2329,0.0026,0.1538
46,SD,0,Roberts SD,1853.186,10149,0.0135,0.1826
46,SD,0,Sanborn SD,424.298,2355,0.0031,0.1802
46,SD,0,Shannon SD,1947.48,13586,0.0142,0.1433
46,SD,0,Spink SD,1158.972,6415,0.0084,0.1807
46,SD,0,Stanley SD,528.19,2966,0.0038,0.1781
46,SD,0,Sully SD,238.088,1373,0.0017,0.1734
46,SD,0,Todd SD,1371.072,9612,0.01,0.1426
46,SD,0,Tripp SD,996.316,5644,0.0072,0.1765
46,SD,0,Turner SD,1222.279,8347,0.0089,0.1464
46,SD,0,Union SD,2114.163,14399,0.0154,0.1468
46,SD,0,Walworth SD,987.13,5438,0.0072,0.1815
46,SD,0,Yankton SD,3284.261,22438,0.0239,0.1464
46,SD,0,Ziebach SD,404.298,2801,0.0029,0.1443
47,TN,1,Carter TN,10388,57424,0.0831,0.1809
47,TN,1,Cocke TN,6565.251,35662,0.0525,0.1841
47,TN,1,Greene TN,12584.32,68831,0.1006,0.1828
47,TN,1,Hamblen TN,11606.826,62544,0.0928,0.1856
47,TN,1,Hancock TN,1291.62,6819,0.0103,0.1894
47,TN,1,Hawkins TN,9070.068,56833,0.0725,0.1596
47,TN,1,Jefferson TN,2321.439114,10767.546,0.0186,0.2156
47,TN,1,Johnson TN,3324.16,18244,0.0266,0.1822
47,TN,1,Sevier TN,19587.21,89889,0.1566,0.2179
47,TN,1,Sullivan TN,23624.725,156823,0.1889,0.1506
47,TN,1,Unicoi TN,3383.52,18313,0.0271,0.1848
47,TN,1,Washington TN,21291.932,122979,0.1703,0.1731
47,TN,2,Blount TN,20418.585,123010,0.1632,0.166
47,TN,2,Campbell TN,1097.008092,5815.612,0.0088,0.1886
47,TN,2,Claiborne TN,6129.324,32213,0.049,0.1903
47,TN,2,Grainger TN,4190.109,22657,0.0335,0.1849
47,TN,2,Jefferson TN,8875.658886,40639.454,0.071,0.2184
47,TN,2,Knox TN,76449.143,432226,0.6112,0.1769
47,TN,2,Loudon TN,7928.774,48556,0.0634,0.1633
47,TN,3,Anderson TN,11445.746,75129,0.0923,0.1523
47,TN,3,Bradley TN,5106.059145,27513.411,0.0412,0.1856
47,TN,3,Campbell TN,6582.259908,34900.388,0.0531,0.1886
47,TN,3,Hamilton TN,60763.823,336463,0.4899,0.1806
47,TN,3,McMinn TN,9685.159,52266,0.0781,0.1853
47,TN,3,Monroe TN,7210.154,44519,0.0581,0.162
47,TN,3,Morgan TN,4156.668,21987,0.0335,0.1891
47,TN,3,Polk TN,3125.243,16825,0.0252,0.1857
47,TN,3,Roane TN,8767.164,54181,0.0707,0.1618
47,TN,3,Scott TN,4250.604,22228,0.0343,0.1912
47,TN,3,Union TN,2935.832,19109,0.0237,0.1536
47,TN,4,Bedford TN,8242.806,45058,0.0637,0.1829
47,TN,4,Bledsoe TN,2415.575,12876,0.0187,0.1876
47,TN,4,Bradley TN,13181.25386,71449.589,0.1019,0.1845
47,TN,4,Franklin TN,7502.695,41052,0.058,0.1828
47,TN,4,Grundy TN,2478.59,13703,0.0192,0.1809
47,TN,4,Lincoln TN,6075.953,33361,0.047,0.1821
47,TN,4,Marion TN,5293.26,28237,0.0409,0.1875
47,TN,4,Marshall TN,5591.274,30617,0.0432,0.1826
47,TN,4,Maury TN,10591.89043,57178.471,0.0819,0.1852
47,TN,4,Meigs TN,2184.52,11753,0.0169,0.1859
47,TN,4,Moore TN,1156.153,6362,0.0089,0.1817
47,TN,4,Rhea TN,5923.41,31809,0.0458,0.1862
47,TN,4,Rutherford TN,46902.843,262604,0.3626,0.1786
47,TN,4,Sequatchie TN,2625.625,14112,0.0203,0.1861
47,TN,4,Van Buren TN,1000.017024,5112.278,0.0077,0.1956
47,TN,4,Warren TN,8203.337,39839,0.0634,0.2059
47,TN,5,Cheatham TN,5403.902385,28777.138,0.0343,0.1878
47,TN,5,Davidson TN,142623.086,626681,0.9064,0.2276
47,TN,5,Dickson TN,9331.53,49666,0.0593,0.1879
47,TN,6,Cannon TN,2832.206,13801,0.0216,0.2052
47,TN,6,Cheatham TN,1948.032615,10327.862,0.0148,0.1886
47,TN,6,Clay TN,1538.695,7861,0.0117,0.1957
47,TN,6,Coffee TN,9741.204,52796,0.0742,0.1845
47,TN,6,Cumberland TN,11221.389,56053,0.0855,0.2002
47,TN,6,DeKalb TN,3882.043,18723,0.0296,0.2073
47,TN,6,Fentress TN,3610.35,17959,0.0275,0.201
47,TN,6,Jackson TN,2320.137,11638,0.0177,0.1994
47,TN,6,Macon TN,4562.504,22248,0.0348,0.2051
47,TN,6,Overton TN,4416.693,22083,0.0336,0.2
47,TN,6,Pickett TN,1056.929,5077,0.0081,0.2082
47,TN,6,Putnam TN,14502.697,72321,0.1105,0.2005
47,TN,6,Robertson TN,12398.565,66283,0.0944,0.1871
47,TN,6,Smith TN,3968.381,19166,0.0302,0.2071
47,TN,6,Sumner TN,26464.44,160645,0.2016,0.1647
47,TN,6,Trousdale TN,1609.693,7870,0.0123,0.2045
47,TN,6,Van Buren TN,85.226976,435.722,6.00E-04,0.1956
47,TN,6,White TN,5205.708,25841,0.0397,0.2015
47,TN,6,Wilson TN,19909.455,113993,0.1517,0.1747
47,TN,7,Benton TN,2976.54224,16393.548,0.0231,0.1816
47,TN,7,Chester TN,3333.819,17131,0.0259,0.1946
47,TN,7,Decatur TN,2333.352,11757,0.0181,0.1985
47,TN,7,Giles TN,6085.744,29485,0.0473,0.2064
47,TN,7,Hardeman TN,5527.822,27253,0.0429,0.2028
47,TN,7,Hardin TN,5305.598,26026,0.0412,0.2039
47,TN,7,Henderson TN,5583.378,27769,0.0434,0.2011
47,TN,7,Hickman TN,4786.976,24690,0.0372,0.1939
47,TN,7,Houston TN,1544.636,8426,0.012,0.1833
47,TN,7,Humphreys TN,3360.664,18538,0.0261,0.1813
47,TN,7,Lawrence TN,8680.105,41869,0.0674,0.2073
47,TN,7,Lewis TN,2531.792,12161,0.0197,0.2082
47,TN,7,Maury TN,4423.850574,23777.529,0.0344,0.1861
47,TN,7,McNairy TN,5292.353,26075,0.0411,0.203
47,TN,7,Montgomery TN,28667.678,172331,0.2227,0.1664
47,TN,7,Perry TN,1632.497,7915,0.0127,0.2063
47,TN,7,Stewart TN,2242.278,13324,0.0174,0.1683
47,TN,7,Wayne TN,3549.685,17021,0.0276,0.2085
47,TN,7,Williamson TN,30896.67,183182,0.24,0.1687
47,TN,8,Benton TN,17.37176,95.452,1.00E-04,0.182
47,TN,8,Carroll TN,5176.692,28522,0.0422,0.1815
47,TN,8,Crockett TN,2685.929,14586,0.0219,0.1841
47,TN,8,Dyer TN,7062.962,38335,0.0576,0.1842
47,TN,8,Fayette TN,7194,38413,0.0587,0.1873
47,TN,8,Gibson TN,9280.91,49683,0.0757,0.1868
47,TN,8,Haywood TN,3805.586,18787,0.0311,0.2026
47,TN,8,Henry TN,5857.026,32330,0.0478,0.1812
47,TN,8,Lake TN,1458.252,7832,0.0119,0.1862
47,TN,8,Lauderdale TN,5227.64,27815,0.0427,0.1879
47,TN,8,Madison TN,19201.334,98294,0.1567,0.1953
47,TN,8,Obion TN,5825.854,31807,0.0475,0.1832
47,TN,8,Shelby TN,31933.44127,222538.01,0.2606,0.1435
47,TN,8,Tipton TN,11462.44,61081,0.0935,0.1877
47,TN,8,Weakley TN,6358.494,35021,0.0519,0.1816
47,TN,9,Shelby TN,138886.1957,705105.99,1,0.197
48,TX,1,Angelina TX,20694.182,86771,0.1267,0.2385
48,TX,1,Gregg TX,28136.126,121730,0.1723,0.2311
48,TX,1,Harrison TX,14293.93,65631,0.0875,0.2178
48,TX,1,Nacogdoches TX,15511.576,64524,0.095,0.2404
48,TX,1,Panola TX,5869.602,23796,0.0359,0.2467
48,TX,1,Rusk TX,13159.269,53330,0.0806,0.2468
48,TX,1,Sabine TX,2768.676,10834,0.017,0.2556
48,TX,1,San Augustine TX,2267.958,8865,0.0139,0.2558
48,TX,1,Shelby TX,6420.972,25448,0.0393,0.2523
48,TX,1,Smith TX,47891.16,209714,0.2933,0.2284
48,TX,1,Upshur TX,2711.444182,12082.669,0.0166,0.2244
48,TX,1,Wood TX,3553.555664,15761.938,0.0218,0.2255
48,TX,2,Harris TX,160877.5725,698495.064,1,0.2303
48,TX,3,Collin TX,130193.7367,698483.963,1,0.1864
48,TX,4,Bowie TX,20668.125,92565,0.1361,0.2233
48,TX,4,Camp TX,2829.529,12401,0.0186,0.2282
48,TX,4,Cass TX,6734.25,30464,0.0443,0.2211
48,TX,4,Collin TX,6610.295214,36187.481,0.0435,0.1827
48,TX,4,Delta TX,1164.174,5231,0.0077,0.2226
48,TX,4,Fannin TX,7906.419,33915,0.052,0.2331
48,TX,4,Franklin TX,2328.348,10605,0.0153,0.2196
48,TX,4,Grayson TX,26449.592,120877,0.1741,0.2188
48,TX,4,Hopkins TX,7866.994,35161,0.0518,0.2237
48,TX,4,Hunt TX,19127.76,86129,0.1259,0.2221
48,TX,4,Lamar TX,11077.292,49793,0.0729,0.2225
48,TX,4,Marion TX,2346.306,10546,0.0154,0.2225
48,TX,4,Morris TX,2822.24,12934,0.0186,0.2182
48,TX,4,Rains TX,2413.465,10914,0.0159,0.2211
48,TX,4,Red River TX,2822.24,12860,0.0186,0.2195
48,TX,4,Rockwall TX,15526.249,78337,0.1022,0.1982
48,TX,4,Titus TX,7161.434,32334,0.0471,0.2215
48,TX,4,Upshur TX,6055.816818,27226.331,0.0399,0.2224
48,TX,5,Anderson TX,17681.982,58458,0.0984,0.3025
48,TX,5,Cherokee TX,12465.015,50845,0.0693,0.2452
48,TX,5,Dallas TX,87513.48437,328513.109,0.4868,0.2664
48,TX,5,Henderson TX,23825.018,78532,0.1325,0.3034
48,TX,5,Kaufman TX,20426.413,103350,0.1136,0.1976
48,TX,5,Van Zandt TX,11876.398,52579,0.0661,0.2259
48,TX,5,Wood TX,5967.752336,26202.062,0.0332,0.2278
48,TX,6,Ellis TX,31837.198,149610,0.203,0.2128
48,TX,6,Navarro TX,11767.707,47735,0.075,0.2465
48,TX,6,Tarrant TX,113201.8962,501155.464,0.7219,0.2259
48,TX,7,Harris TX,178949.1328,698504.604,1,0.2562
48,TX,8,Grimes TX,5515.996,26604,0.0375,0.2073
48,TX,8,Harris TX,11875.95084,63097.069,0.0806,0.1882
48,TX,8,Houston TX,4556.52,23732,0.0309,0.192
48,TX,8,Leon TX,1409.615136,6822.776,0.0096,0.2066
48,TX,8,Madison TX,2894.248,13664,0.0197,0.2118
48,TX,8,Montgomery TX,100401.02,455746,0.6817,0.2203
48,TX,8,San Jacinto TX,4961.544,26384,0.0337,0.1881
48,TX,8,Trinity TX,2767.664,14585,0.0188,0.1898
48,TX,8,Walker TX,12893.264,67861,0.0875,0.19
48,TX,9,Fort Bend TX,30821.08428,145902.264,0.162,0.2112
48,TX,9,Harris TX,159466.9702,552576.565,0.838,0.2886
48,TX,10,Austin TX,6349.868,28417,0.0409,0.2235
48,TX,10,Bastrop TX,10112.63952,43407.072,0.0651,0.233
48,TX,10,Colorado TX,5211.842,20874,0.0336,0.2497
48,TX,10,Fayette TX,5703.257,24554,0.0367,0.2323
48,TX,10,Harris TX,48692.08721,248102.754,0.3135,0.1963
48,TX,10,Lee TX,2767.153102,11856.523,0.0178,0.2334
48,TX,10,Travis TX,59460.25829,244321.594,0.3828,0.2434
48,TX,10,Waller TX,10009.362,43205,0.0644,0.2317
48,TX,10,Washington TX,7005.112,33718,0.0451,0.2078
48,TX,11,Andrews TX,3916.686,14786,0.0232,0.2649
48,TX,11,Brown TX,8542.65,38106,0.0507,0.2242
48,TX,11,Callahan TX,3237.657,13544,0.0192,0.239
48,TX,11,Coke TX,810.736,3320,0.0048,0.2442
48,TX,11,Coleman TX,1966.2,8895,0.0117,0.221
48,TX,11,Comanche TX,3402.242,13974,0.0202,0.2435
48,TX,11,Concho TX,1163.098,4087,0.0069,0.2846
48,TX,11,Dawson TX,3870.936,13833,0.023,0.2798
48,TX,11,Eastland TX,4571.905,18583,0.0271,0.246
48,TX,11,Ector TX,35580.936,137130,0.211,0.2595
48,TX,11,Erath TX,4814.53649,20358.538,0.0286,0.2365
48,TX,11,Glasscock TX,341.101,1226,0.002,0.2782
48,TX,11,Hood TX,12106.083,51182,0.0718,0.2365
48,TX,11,Irion TX,450.84,1599,0.0027,0.282
48,TX,11,Kimble TX,1283.322,4607,0.0076,0.2786
48,TX,11,Llano TX,3929.193,19301,0.0233,0.2036
48,TX,11,Martin TX,1334.348,4799,0.0079,0.278
48,TX,11,Mason TX,1133.042,4012,0.0067,0.2824
48,TX,11,McCulloch TX,2327.595,8283,0.0138,0.281
48,TX,11,Menard TX,622.09,2242,0.0037,0.2775
48,TX,11,Midland TX,31530.812,136872,0.187,0.2304
48,TX,11,Mills TX,1013.256,4936,0.006,0.2053
48,TX,11,Mitchell TX,2669.65,9403,0.0158,0.2839
48,TX,11,Palo Pinto TX,7670.72,28111,0.0455,0.2729
48,TX,11,Runnels TX,2709.895,10501,0.0161,0.2581
48,TX,11,San Saba TX,1272.195,6131,0.0075,0.2075
48,TX,11,Stephens TX,2071.76824,7304.123,0.0123,0.2836
48,TX,11,Sterling TX,311.045,1143,0.0018,0.2721
48,TX,11,Tom Green TX,23965.275,110224,0.1421,0.2174
48,TX,12,Parker TX,26460.801,116927,0.169,0.2263
48,TX,12,Tarrant TX,124585.9404,558260.275,0.7959,0.2232
48,TX,12,Wise TX,5489.937508,23290.273,0.0351,0.2357
48,TX,13,Archer TX,2140.394,9054,0.0129,0.2364
48,TX,13,Armstrong TX,495.572,1901,0.003,0.2607
48,TX,13,Baylor TX,865.368,3726,0.0052,0.2323
48,TX,13,Briscoe TX,405.468,1637,0.0025,0.2477
48,TX,13,Carson TX,1531.768,6182,0.0093,0.2478
48,TX,13,Childress TX,1666.924,7041,0.0101,0.2367
48,TX,13,Clay TX,2527.026,10752,0.0153,0.235
48,TX,13,Collingsworth TX,765.884,3057,0.0046,0.2505
48,TX,13,Cooke TX,8408.64,38437,0.0508,0.2188
48,TX,13,Cottle TX,396.627,1505,0.0024,0.2635
48,TX,13,Dallam TX,1621.872,6703,0.0098,0.242
48,TX,13,Deaf Smith TX,4685.408,19372,0.0283,0.2419
48,TX,13,Dickens TX,678.414,2444,0.0041,0.2776
48,TX,13,Donley TX,901.04,3677,0.0054,0.245
48,TX,13,Floyd TX,722.653734,2653.576,0.0044,0.2723
48,TX,13,Foard TX,324.513,1336,0.002,0.2429
48,TX,13,Gray TX,5496.344,22535,0.0332,0.2439
48,TX,13,Hall TX,810.936,3353,0.0049,0.2419
48,TX,13,Hansford TX,1306.508,5613,0.0079,0.2328
48,TX,13,Hardeman TX,986.57,4139,0.006,0.2384
48,TX,13,Hartley TX,1486.716,6062,0.009,0.2453
48,TX,13,Hemphill TX,946.092,3807,0.0057,0.2485
48,TX,13,Hutchinson TX,5226.032,22150,0.0316,0.2359
48,TX,13,Jack TX,2130.399,9044,0.0129,0.2356
48,TX,13,King TX,71.412,286,4.00E-04,0.2497
48,TX,13,Knox TX,857.574,3719,0.0052,0.2306
48,TX,13,Lipscomb TX,810.936,3302,0.0049,0.2456
48,TX,13,Montague TX,4690.446,19719,0.0283,0.2379
48,TX,13,Moore TX,5361.188,21904,0.0324,0.2448
48,TX,13,Motley TX,321.354,1210,0.0019,0.2656
48,TX,13,Ochiltree TX,2522.912,10223,0.0152,0.2468
48,TX,13,Oldham TX,495.572,2052,0.003,0.2415
48,TX,13,Potter TX,34391.515,121073,0.2079,0.2841
48,TX,13,Randall TX,23705.682,120725,0.1433,0.1964
48,TX,13,Roberts TX,225.26,929,0.0014,0.2425
48,TX,13,Sherman TX,720.832,3034,0.0044,0.2376
48,TX,13,Swisher TX,1847.132,7854,0.0112,0.2352
48,TX,13,Wheeler TX,1351.56,5410,0.0082,0.2498
48,TX,13,Wichita TX,29896.674,131500,0.1807,0.2274
48,TX,13,Wilbarger TX,3163.021,13535,0.0191,0.2337
48,TX,13,Wise TX,8499.291492,35836.727,0.0514,0.2372
48,TX,14,Brazoria TX,39395.73226,154889.405,0.239,0.2543
48,TX,14,Galveston TX,58828.253,291309,0.3569,0.2019
48,TX,14,Jefferson TX,66601.495,252273,0.4041,0.264
48,TX,15,Brooks TX,2175.73,7223,0.0102,0.3012
48,TX,15,Duval TX,3398.499,11782,0.0159,0.2884
48,TX,15,Guadalupe TX,19743.17895,108689.813,0.0923,0.1816
48,TX,15,Hidalgo TX,179209.3362,534950.914,0.8377,0.335
48,TX,15,Jim Hogg TX,1682.598,5300,0.0079,0.3175
48,TX,15,Karnes TX,3484.436,14824,0.0163,0.2351
48,TX,15,Live Oak TX,3285.3,11531,0.0154,0.2849
48,TX,15,Wilson TX,959.831802,4186.986,0.0045,0.2292
48,TX,16,El Paso TX,190246.7206,698481.867,1,0.2724
48,TX,17,Bastrop TX,187.986316,813.308,0.0012,0.2311
48,TX,17,Brazos TX,47680,194851,0.3044,0.2447
48,TX,17,Burleson TX,3523.488,17187,0.0225,0.205
48,TX,17,Falls TX,4460.784,17866,0.0285,0.2497
48,TX,17,Freestone TX,4923.169,19816,0.0314,0.2484
48,TX,17,Lee TX,1103.804898,4755.477,0.007,0.2321
48,TX,17,Leon TX,2061.606864,9978.224,0.0132,0.2066
48,TX,17,Limestone TX,5731.387,23384,0.0366,0.2451
48,TX,17,McLennan TX,47585.518,234906,0.3038,0.2026
48,TX,17,Milam TX,5291.433,24757,0.0338,0.2137
48,TX,17,Robertson TX,3439.504,16622,0.022,0.2069
48,TX,17,Travis TX,30643.74526,133538.214,0.1956,0.2295
48,TX,18,Harris TX,190465.6709,698477.713,1,0.2727
48,TX,19,Bailey TX,1892.418,7165,0.011,0.2641
48,TX,19,Borden TX,180.336,641,0.001,0.2813
48,TX,19,Castro TX,1937.236,8062,0.0113,0.2403
48,TX,19,Cochran TX,856.944,3127,0.005,0.274
48,TX,19,Crosby TX,1606.77,6059,0.0093,0.2652
48,TX,19,Fisher TX,1144.9,3974,0.0067,0.2881
48,TX,19,Floyd TX,1026.940266,3792.424,0.006,0.2708
48,TX,19,Gaines TX,4588.953,17526,0.0267,0.2618
48,TX,19,Garza TX,1713.888,6461,0.01,0.2653
48,TX,19,Hale TX,9676.326,36273,0.0562,0.2668
48,TX,19,Haskell TX,1682.04,5899,0.0098,0.2851
48,TX,19,Hockley TX,6141.432,22935,0.0357,0.2678
48,TX,19,Howard TX,9829.019,35012,0.0571,0.2807
48,TX,19,Jones TX,5725.57,20202,0.0333,0.2834
48,TX,19,Kent TX,228.98,808,0.0013,0.2834
48,TX,19,Lamb TX,3784.836,13977,0.022,0.2708
48,TX,19,Lubbock TX,66640.572,278831,0.3872,0.239
48,TX,19,Lynn TX,1571.064,5915,0.0091,0.2656
48,TX,19,Nolan TX,4296.05,15216,0.025,0.2823
48,TX,19,Parmer TX,2477.86,10269,0.0144,0.2413
48,TX,19,Scurry TX,4770.06,16921,0.0277,0.2819
48,TX,19,Shackelford TX,955.51,3378,0.0056,0.2829
48,TX,19,Stephens TX,661.01176,2325.877,0.0038,0.2842
48,TX,19,Stonewall TX,434.42,1490,0.0025,0.2916
48,TX,19,Taylor TX,27883.089,131506,0.162,0.212
48,TX,19,Terry TX,3392.07,12651,0.0197,0.2681
48,TX,19,Throckmorton TX,457.96,1641,0.0027,0.2791
48,TX,19,Yoakum TX,2178.066,7879,0.0127,0.2764
48,TX,19,Young TX,4391.995,18550,0.0255,0.2368
48,TX,20,Bexar TX,153820.3168,698486.923,1,0.2202
48,TX,21,Bandera TX,5016.185,20485,0.0328,0.2449
48,TX,21,Bexar TX,47676.76126,253316.498,0.3117,0.1882
48,TX,21,Blanco TX,2232.236,10497,0.0146,0.2127
48,TX,21,Comal TX,15271.09382,77339.78,0.0998,0.1975
48,TX,21,Gillespie TX,6008.902,24837,0.0393,0.2419
48,TX,21,Hays TX,8524.395196,36376.111,0.0557,0.2343
48,TX,21,Kendall TX,8048.975,33410,0.0526,0.2409
48,TX,21,Kerr TX,12156.927,49625,0.0795,0.245
48,TX,21,Real TX,842.631,3309,0.0055,0.2546
