Zip,AGI Bracket,Filers,Itemizers,AGI,SLIncomeTax,PropertyTax,MortgageInterest,Contributions,contrib + mortgage,Total SALT,Exhibit: S-L Income Tax Effective Rate
11001,"$100,000 under $200,000",3080,70,142332.1555,8479.622642,10737.05179,9876.097561,3096.282528,12972.38009,19216.67443,0.059576296
11003,"$100,000 under $200,000",2960,340,133098.1818,7564.015152,8989.082969,10333.17308,4379.215686,14712.38876,16553.09812,0.056830342
11004,"$100,000 under $200,000",1290,2830,136834.8214,11493.57798,5298.913043,8830.769231,3599.038462,12429.80769,16792.49103,0.083996002
11005,"$100,000 under $200,000",450,2750,141535.7143,8866.666667,10982.5,2821.052632,3237.5,6058.552632,19849.16667,0.062646143
11010,"$100,000 under $200,000",2790,1120,139609.4118,7655.60166,10003.93013,10045.07772,2678.008299,12723.08602,17659.53179,0.054835856
11020,"$100,000 under $200,000",550,420,147072.549,8560,15684.44444,13280.64516,3646.666667,16927.31183,24244.44444,0.058202568
11021,"$100,000 under $200,000",1960,2550,142453.8012,8507.94702,11170.5036,9255.357143,3552.903226,12808.26037,19678.45062,0.059724254
11023,"$100,000 under $200,000",760,510,142838.0282,8511.290323,15546.77419,12839.53488,4653.125,17492.65988,24058.06452,0.059587005
11024,"$100,000 under $200,000",480,1710,145367.4419,9366.666667,25038.88889,14929.16667,5374.358974,20303.52564,34405.55556,0.064434419
11030,"$100,000 under $200,000",1410,710,147965.6489,9026.495726,18738.39286,14122.05882,3963.333333,18085.39216,27764.88858,0.061003995
11040,"$100,000 under $200,000",5110,430,142608.2105,8109.865471,10999.52941,10479.75831,3528.764045,14008.52235,19109.39488,0.056868153
11050,"$100,000 under $200,000",2720,1310,145670.4167,8990.697674,14363.35079,12599.28571,3382.568807,15981.85452,23354.04846,0.061719448
11096,"$100,000 under $200,000",260,4750,129822.7273,7509.52381,6900,10013.33333,4271.428571,14284.7619,14409.52381,0.057844447
11101,"$100,000 under $200,000",2480,2400,140864.5933,13223.07692,2280,12524.5283,2187.5,14712.0283,15503.07692,0.093870834
11102,"$100,000 under $200,000",2110,220,136238.7283,12611.69591,4473.809524,10588.57143,2343.51145,12932.08288,17085.50543,0.092570564
11103,"$100,000 under $200,000",2110,2090,134585.119,12312.57485,4771.111111,9948.484848,2260.15625,12208.6411,17083.68596,0.09148541
11104,"$100,000 under $200,000",1760,1730,137595.7447,12403.59712,4112.962963,7682.608696,2534.210526,10216.81922,16516.56009,0.090145209
11105,"$100,000 under $200,000",2400,1680,137918.0412,12455.49738,5065.333333,10186.66667,2416.455696,12603.12236,17520.83072,0.090310863
11106,"$100,000 under $200,000",2490,1410,135564.5631,12371.92118,3307.8125,7932.653061,2490.625,10423.27806,15679.73368,0.091262207
11109,"$100,000 under $200,000",1170,1940,145271.6981,13965.38462,2775,23787.5,2113.235294,25900.73529,16740.38462,0.096132865
11201,"$100,000 under $200,000",6780,2060,143190.3909,13568.45638,4671.084337,10446.80851,2681.290323,13128.09883,18239.54071,0.094758149
11203,"$100,000 under $200,000",2120,1060,128375.6477,10712.29947,4078.151261,10764.28571,5338.505747,16102.79146,14790.45073,0.08344495
11204,"$100,000 under $200,000",2510,6140,137426.3158,11558.91089,5424.444444,10554,7602.702703,18156.7027,16983.35534,0.08410988
11205,"$100,000 under $200,000",2100,1930,138477.0053,12918.13187,3034.567901,10686.25,4620.408163,15306.65816,15952.69977,0.093287198
11206,"$100,000 under $200,000",1610,2090,130635.2518,12310.29412,2530.952381,9924.390244,5488.541667,15412.93191,14841.2465,0.09423409
11207,"$100,000 under $200,000",1430,1870,126265.625,10844.8,3198.648649,10315.49296,4674.107143,14989.6001,14043.44865,0.085888776
11208,"$100,000 under $200,000",1260,1390,125489.4737,11009.90991,3168.253968,10250.87719,4311.340206,14562.2174,14178.16388,0.087735725
11209,"$100,000 under $200,000",5430,1280,138403.9387,12186.75799,5636.434109,9691.627907,2882.367758,12573.99567,17823.1921,0.088052104
11210,"$100,000 under $200,000",2650,1140,135717.2996,11323.45133,5798.787879,11308.51064,7642.727273,18951.23791,17122.23921,0.083434104
11211,"$100,000 under $200,000",4000,4570,138966.0969,13452.58621,2805.970149,12021.31148,3043.049327,15064.3608,16258.55636,0.096804807
11212,"$100,000 under $200,000",1000,2370,125424.4444,10680.45977,3416.27907,9800,5298.75,15098.75,14096.73884,0.085154531
11213,"$100,000 under $200,000",1340,3510,130635.6522,11057.65766,3898.113208,12502.04082,6808.823529,19310.86435,14955.77087,0.084645022
11214,"$100,000 under $200,000",3190,900,134192.0455,11856.75676,4475.483871,9353.278689,2587.111111,11940.3898,16332.24063,0.088356629
11215,"$100,000 under $200,000",7000,1150,143337.1476,13438.60544,4093.233083,11609.87124,2546.361746,14156.23299,17531.83852,0.093755217
11216,"$100,000 under $200,000",2120,2640,132647.2826,12267.77778,2803.076923,12200,3417.518248,15617.51825,15070.8547,0.0924842
11217,"$100,000 under $200,000",3340,6030,142376.8456,13552.57732,4456.862745,10869.56522,2586.547085,13456.1123,18009.44006,0.095188071
11218,"$100,000 under $200,000",3740,1840,138800.6369,12240.98361,3410.928962,10046.10778,3579.104478,13625.21226,15651.91257,0.08819112
11219,"$100,000 under $200,000",1670,2980,137347.7612,11332.30769,5437.333333,10074.07407,11915.57377,21989.64784,16769.64103,0.082508136
11220,"$100,000 under $200,000",1740,3140,134827.1429,11803.67647,4311.688312,8820,2989.473684,11809.47368,16115.36478,0.087546737
11221,"$100,000 under $200,000",1710,1340,131874.1497,11964.58333,2713.235294,12383.58209,3842.105263,16225.68735,14677.81863,0.090727283
11222,"$100,000 under $200,000",3290,1400,136256.044,12710.29412,3157.971014,11474.57627,1821.243523,13295.81979,15868.26513,0.093282424
11223,"$100,000 under $200,000",2620,1470,136177.1689,11657.277,5663.309353,10221.49533,4605.699482,14827.19481,17320.58635,0.085603755
11224,"$100,000 under $200,000",1320,2730,132809.2593,11364.7619,3503.658537,7022.727273,3071.578947,10094.30622,14868.42044,0.08557206
11225,"$100,000 under $200,000",1850,2190,132145.8065,11884.10596,4025.806452,11317.54386,4317.692308,15635.23617,15909.91241,0.089931768
11226,"$100,000 under $200,000",2250,1080,130520,11423.78378,3713.513514,10569.86301,4307.54717,14877.41018,15137.2973,0.087525159
11228,"$100,000 under $200,000",2480,1550,139659.5455,11976.99531,6080.128205,11140.98361,2758.208955,13899.19256,18057.12351,0.085758516
11229,"$100,000 under $200,000",4400,1900,137426.9542,11791.64345,4922.909091,9273.09417,3961.538462,13234.63263,16714.55254,0.085802989
11230,"$100,000 under $200,000",3340,2200,138320.7885,11652.63158,5542.937853,9574.100719,6843.307087,16417.40781,17195.56943,0.084243531
11231,"$100,000 under $200,000",3200,3710,142343.5897,13576.77903,4128.421053,12293.90244,2398.113208,14692.01565,17705.20008,0.095380333
11232,"$100,000 under $200,000",800,2790,133534.8485,12041.53846,3025.806452,11392.85714,2264.705882,13657.56303,15067.34491,0.090175251
11233,"$100,000 under $200,000",1460,2730,130203.7594,11598.46154,2965.671642,11960,4725.892857,16685.89286,14564.13318,0.089079314
11234,"$100,000 under $200,000",6040,660,136489.8551,11329.81132,5089.066059,11545.19481,4028.767123,15573.96193,16418.87738,0.08300845
11235,"$100,000 under $200,000",4070,1330,136650.2874,12061.2426,4494.936709,8766.995074,2891.612903,11658.60798,16556.17931,0.088263573
11236,"$100,000 under $200,000",3560,5520,129230.8157,10998.45679,4181.363636,11433.65385,5357.525084,16791.17893,15179.82043,0.085107076
11237,"$100,000 under $200,000",960,3480,130273.75,11817.5,2800,9373.684211,2414.285714,11787.96992,14617.5,0.090712826
11238,"$100,000 under $200,000",4510,3310,139440.4523,13090.02558,3477.018634,10936.77419,2671.84466,13608.61885,16567.04421,0.093875381
11239,"$100,000 under $200,000",300,800,130607.6923,11896,3033.333333,9911.111111,4870.833333,14781.94444,14929.33333,0.091081925
11354,"$100,000 under $200,000",1830,3980,135594,11820.13889,4903.773585,7855.813953,3131.746032,10987.55999,16723.91247,0.087173023
11355,"$100,000 under $200,000",1880,260,134642.2819,11736.11111,5265.555556,7783.333333,3208.474576,10991.80791,17001.66667,0.087165123
11356,"$100,000 under $200,000",1080,1500,133515.9574,11158.69565,5048.484848,10787.7193,2838.75,13626.4693,16207.1805,0.083575745
11357,"$100,000 under $200,000",3860,1490,138566.954,11470,6288.070175,10162.18487,2806.309148,12968.49402,17758.07018,0.082775869
11358,"$100,000 under $200,000",2550,940,138318.1416,11691.74312,6405.747126,10141.04478,3016.5,13157.54478,18097.49025,0.084527908
11360,"$100,000 under $200,000",2260,3480,140496.4824,11657.9235,6098.113208,8758.778626,3021.787709,11780.56634,17756.0367,0.082976622
11361,"$100,000 under $200,000",2220,2260,137714.359,11907.48663,6116.312057,10277.9661,2874.431818,13152.39792,18023.79869,0.086465106
11362,"$100,000 under $200,000",1830,1990,137887.037,11549.35065,5797.122302,8841.284404,3140.277778,11981.56218,17346.47295,0.08375951
11363,"$100,000 under $200,000",640,1950,143287.931,12407.40741,8278.723404,11203.0303,3820.754717,15023.78502,20686.13081,0.086590736
11364,"$100,000 under $200,000",2990,1620,137743.6567,11613.56589,5815.207373,8628.415301,3017.991632,11646.40693,17428.77326,0.084312891
11365,"$100,000 under $200,000",2790,580,136105.0633,11617.03057,5426.035503,8162.773723,3437.378641,11600.15236,17043.06607,0.085353405
11366,"$100,000 under $200,000",1090,2680,139930.6122,11878.02198,6903.75,10968.96552,4017.44186,14986.40738,18781.77198,0.084885085
11367,"$100,000 under $200,000",2100,2370,136760.452,11547.95322,4833.333333,8610.280374,5211.180124,13821.4605,16381.28655,0.084439274
11368,"$100,000 under $200,000",1220,980,126750.5051,10858.76289,3920,7875,3244.303797,11119.3038,14778.76289,0.085670372
11369,"$100,000 under $200,000",920,1770,130229.2683,11071.25,4255.932203,9514.545455,3230,12744.54545,15327.1822,0.085013531
11370,"$100,000 under $200,000",1190,990,134031.6832,11444.44444,4901.538462,10542,2548.863636,13090.86364,16345.98291,0.085386113
11372,"$100,000 under $200,000",2750,820,135367.2489,11926.33929,3296.835443,6930.136986,2431.052632,9361.189618,15223.17473,0.08810358
11373,"$100,000 under $200,000",2300,1010,131910.929,11476.66667,4201.098901,7740.789474,3073.469388,10814.25886,15677.76557,0.087003152
11374,"$100,000 under $200,000",3150,2290,136998.4733,11937.74319,4595.151515,7753.424658,3133.796296,10887.22095,16532.89471,0.087137783
11375,"$100,000 under $200,000",7280,1830,140460.7313,12364.03941,4939.473684,7692.368421,2874.62406,10566.99248,17303.51309,0.088024883
11377,"$100,000 under $200,000",3310,2620,134509.5238,11669.51673,3834.193548,7622.794118,2827.35426,10450.14838,15503.71028,0.086756063
11378,"$100,000 under $200,000",2180,6290,136214.1361,11689.30481,4723.255814,10080.73394,2528.235294,12608.96924,16412.56063,0.085815651
11379,"$100,000 under $200,000",3110,2730,137558.3026,11696.95817,5326.767677,10531.48148,2604.417671,13135.89915,17023.72585,0.085032731
11385,"$100,000 under $200,000",4150,1910,133409.2486,11642.60355,4526.960784,10008.18713,2857.894737,12866.08187,16169.56433,0.087269838
11411,"$100,000 under $200,000",1250,2710,131170.339,10818.18182,4340,10911.36364,5460.185185,16371.54882,15158.18182,0.082474299
11412,"$100,000 under $200,000",1500,3460,128658.5714,10685.18519,3836.111111,11443.26923,5080.46875,16523.73798,14521.2963,0.083050706
11413,"$100,000 under $200,000",2140,1180,129392,10667.01571,4310.457516,11476.76056,5322.527473,16799.28804,14977.47322,0.08243953
11414,"$100,000 under $200,000",2340,1400,136843.6893,11504.06091,5013.043478,10023.13433,2788.14433,12811.27866,16517.10439,0.084067164
11415,"$100,000 under $200,000",1380,2000,136705.7851,12101.69492,4378.481013,7726.666667,3371.428571,11098.09524,16480.17593,0.088523649
11416,"$100,000 under $200,000",560,2060,127368.0851,11044.68085,3890.322581,10541.37931,3058.536585,13599.9159,14935.00343,0.086714665
11417,"$100,000 under $200,000",1300,1210,132920.5128,11374.13793,4104.545455,10425,2827.619048,13252.61905,15478.68339,0.085570975
11418,"$100,000 under $200,000",1310,470,134609.7345,11585.18519,4653.08642,9786.111111,3255.555556,13041.66667,16238.2716,0.086064988
11419,"$100,000 under $200,000",990,1170,128689.5349,10896.42857,4226.984127,9825,3621.333333,13446.33333,15123.4127,0.08467222
11420,"$100,000 under $200,000",1570,1130,130224.8276,10888.73239,4385.185185,10764.58333,3673.846154,14438.42949,15273.91758,0.083614873
11421,"$100,000 under $200,000",1410,860,131204.065,11073.94958,3951.086957,9400,3121.153846,12521.15385,15025.03654,0.084402488
11422,"$100,000 under $200,000",1690,1450,130701.8868,11026.62338,4261.157025,11537.06897,4863.013699,16400.08266,15287.7804,0.084364684
11423,"$100,000 under $200,000",1180,1230,133045.3704,11129.80769,5665.853659,10665.21739,4249.484536,14914.70193,16795.66135,0.083654228
11426,"$100,000 under $200,000",1620,1590,137000,11328.36879,4945.378151,9974.038462,3137.593985,13111.63245,16273.74695,0.082688823
11427,"$100,000 under $200,000",1470,1080,135247.7612,11181.39535,5280,9986.046512,3968.032787,13954.0793,16461.39535,0.082673423
11428,"$100,000 under $200,000",1010,1460,130296.7742,10856.66667,4385.333333,10649.25373,3561.445783,14210.69951,15242,0.083322605
11429,"$100,000 under $200,000",960,1340,130243.3333,10858.13953,4097.183099,11742.42424,4512.345679,16254.76992,14955.32263,0.083368102
11432,"$100,000 under $200,000",2050,930,135308.3799,11430.23256,6066.666667,10398.03922,4048.734177,14446.77339,17496.89922,0.084475422
11433,"$100,000 under $200,000",730,900,128642.6471,10712.12121,3471.153846,11314,4818.333333,16132.33333,14183.27506,0.083270373
11434,"$100,000 under $200,000",2100,0,128452.3316,10704.30108,3416.083916,9966.176471,4954.80226,14920.97873,14120.38499,0.083332867
11435,"$100,000 under $200,000",1790,1790,130988.1579,11446.97987,3927.586207,7922.222222,3587.969925,11510.19215,15374.56607,0.087389426
11436,"$100,000 under $200,000",590,680,125696.4286,10542.59259,3553.658537,10735,4742.857143,15477.85714,14096.25113,0.083873446
11501,"$100,000 under $200,000",2320,1930,140004.5226,7853.475936,9226.347305,9324.087591,2862.162162,12186.24975,17079.82324,0.056094445
11507,"$100,000 under $200,000",870,1520,141154.321,8616.666667,12540.27778,10975.4717,3854.794521,14830.26622,21156.94444,0.0610443
11509,"$100,000 under $200,000",320,560,141753.3333,8773.076923,13780,11755.55556,4021.428571,15776.98413,22553.07692,0.06188974
11510,"$100,000 under $200,000",3800,1990,137622.3464,7608.982036,10200.94044,10371.58273,3633.432836,14005.01557,17809.92247,0.055288856
11514,"$100,000 under $200,000",530,810,141672.9167,7873.913043,10102.43902,9729.411765,2706.666667,12436.07843,17976.35207,0.055578111
11516,"$100,000 under $200,000",680,300,141841.3793,7794.339623,8544.897959,10823.07692,6646.296296,17469.37322,16339.23758,0.054951099
11518,"$100,000 under $200,000",1220,3580,140366.6667,7554.368932,10958,9545.882353,2658.095238,12203.97759,18512.36893,0.053818824
11520,"$100,000 under $200,000",2700,480,135048.6166,7427.896996,10888.63636,9526.633166,4040.598291,13567.23146,18316.53336,0.055001652
11530,"$100,000 under $200,000",3150,580,146200.678,8331.153846,14975.6654,11311.22995,3419.927536,14731.15748,23306.81925,0.056984372
11542,"$100,000 under $200,000",1990,1110,139741.3793,7661.146497,10835.57047,10796.55172,3008.75,13805.30172,18496.71697,0.05482375
11545,"$100,000 under $200,000",1130,2530,147016.1905,8601.052632,15787.91209,13203.0303,3456.701031,16659.73133,24388.96472,0.058504119
11548,"$100,000 under $200,000",140,2950,145291.6667,9909.090909,12960,11766.66667,2818.181818,14584.84848,22869.09091,0.068201371
11550,"$100,000 under $200,000",1950,1740,133485.5556,7310.179641,11232,9318.045113,4556.363636,13874.40875,18542.17964,0.054763825
11552,"$100,000 under $200,000",2450,1050,139399.1228,7652.58216,10215.68627,10254.70588,4078.971963,14333.67784,17868.26843,0.054896918
11553,"$100,000 under $200,000",1040,120,131487.3684,6987.640449,7093.670886,9713.888889,4947.727273,14661.61616,14081.31134,0.053143055
11554,"$100,000 under $200,000",4440,1800,140179.1155,7665.608466,9894.609164,9553.246753,2927.979275,12481.22603,17560.21763,0.054684383
11557,"$100,000 under $200,000",830,2280,143077.6316,8263.768116,14370.76923,10201.92308,3663.888889,13865.81197,22634.53735,0.057757233
11558,"$100,000 under $200,000",820,950,138363.0137,7658.823529,8270.769231,11018.51852,2477.941176,13496.45969,15929.59276,0.055353113
11559,"$100,000 under $200,000",540,4070,141174.4681,8695.238095,13105.55556,13630.76923,10331.81818,23962.58741,21800.79365,0.061592143
11560,"$100,000 under $200,000",570,760,143103.8462,8445.833333,14386.66667,12940,3514.285714,16454.28571,22832.5,0.059018912
11561,"$100,000 under $200,000",4110,730,138942.8571,8179.279279,9252.961672,10683.80567,2633.333333,13317.139,17432.24095,0.058867936
11563,"$100,000 under $200,000",2630,470,141713.6364,7967.410714,11856.27907,9482.872928,2869.469027,12352.34195,19823.68978,0.056221906
11565,"$100,000 under $200,000",1290,520,141900.813,7647.747748,12057.01754,9721.111111,2850,12571.11111,19704.76529,0.053895024
11566,"$100,000 under $200,000",4570,3640,144031.3225,8010.687023,12205.76441,10209.53846,2953.658537,13163.197,20216.45143,0.055617673
11568,"$100,000 under $200,000",210,2420,148816.6667,11088.23529,36761.53846,17837.5,5646.666667,23484.16667,47849.77376,0.074509365
11570,"$100,000 under $200,000",2940,1230,144037.5465,8031.355932,13935.34483,10458.88889,3264.566929,13723.45582,21966.70076,0.055758767
11572,"$100,000 under $200,000",3860,4310,141794.9721,7804.242424,10925.83587,10070.32967,2764.60177,12834.93144,18730.07829,0.055038922
11575,"$100,000 under $200,000",600,180,128352.7273,7025,7835.555556,12933.33333,5096,18029.33333,14860.55556,0.054731989
11576,"$100,000 under $200,000",1130,2690,146173.3333,8707.526882,18348.31461,13031.14754,4035.106383,17066.25392,27055.84149,0.059569873
11577,"$100,000 under $200,000",1170,3580,144082.7273,8160.824742,14426.31579,12076.05634,3677.777778,15753.83412,22587.14053,0.056639855
11579,"$100,000 under $200,000",570,550,146425,8389.361702,12312.76596,11297.22222,3177.55102,14474.77324,20702.12766,0.057294599
11580,"$100,000 under $200,000",3980,1050,136550.6775,7679.77208,9296.25,10335.12545,3732.258065,14067.38351,16976.02208,0.056241186
11581,"$100,000 under $200,000",2430,1100,140719.1964,7844.497608,10207.5,10703.08642,3746.376812,14449.46323,18051.99761,0.055745753
11590,"$100,000 under $200,000",3810,520,139843.9655,7601.26183,10891.50327,10117.26908,3310.461538,13427.73061,18492.7651,0.054355308
11596,"$100,000 under $200,000",1270,3690,145212.1739,8004.672897,12315.2381,10790.47619,3124.324324,13914.80051,20319.91099,0.055123979
11598,"$100,000 under $200,000",1200,2240,144996.4286,8639.393939,13224.24242,11263.0137,5808.333333,17071.34703,21863.63636,0.059583495
11691,"$100,000 under $200,000",1290,3480,132538.9381,11029.09091,4188.732394,10745.3125,6663.461538,17408.77404,15217.8233,0.083213968
11692,"$100,000 under $200,000",540,1150,128040,11126.53061,2351.428571,11591.17647,4040.909091,15632.08556,13477.95918,0.086898865
11693,"$100,000 under $200,000",670,1120,134670.4918,11368.33333,2541.666667,9923.404255,3137.5,13060.90426,13910,0.084415919
11694,"$100,000 under $200,000",1630,1130,141056.1644,12425.73529,5910.714286,11155.31915,3249.640288,14404.95944,18336.44958,0.088090693
11697,"$100,000 under $200,000",530,500,142676.7442,12102.5,2356.410256,7643.333333,3311.904762,10955.2381,14458.91026,0.084824616
11701,"$100,000 under $200,000",1680,610,136640.7895,7281.294964,11036.56716,9640.350877,3339.43662,12979.7875,18317.86213,0.053287858
11702,"$100,000 under $200,000",1860,1460,141360.6936,7792.993631,12091.6129,9868.217054,2682.317073,12550.53413,19884.60653,0.055128434
11703,"$100,000 under $200,000",1790,430,135744.5122,7355.263158,9810,9147.014925,2964.285714,12111.30064,17165.26316,0.054184608
11704,"$100,000 under $200,000",3520,1520,135713.7072,7320.915033,10010.45296,9312.5,2836.065574,12148.56557,17331.36799,0.053943814
11705,"$100,000 under $200,000",1040,1730,143760.6061,7666.666667,12469.89247,10206.66667,2866.315789,13072.98246,20136.55914,0.053329399
11706,"$100,000 under $200,000",3790,1640,134830.4348,7247.962382,10102.88462,9528.996283,2936.024845,12465.02113,17350.847,0.05375613
11709,"$100,000 under $200,000",780,3210,140593.0556,7637.878788,10690.90909,10041.17647,2788.059701,12829.23617,18328.78788,0.054326145
11710,"$100,000 under $200,000",4360,990,142851.4706,7870.866142,11041.2234,10028.57143,2660.25641,12688.82784,18912.08955,0.055098251
11713,"$100,000 under $200,000",770,3450,139756.25,7520.689655,9331.481481,8845.652174,3195,12040.65217,16852.17114,0.053812904
11714,"$100,000 under $200,000",2760,720,139380.1587,7580.672269,10404.40529,9719.072165,2651.476793,12370.54896,17985.07756,0.054388461
11715,"$100,000 under $200,000",640,4080,140520,7601.886792,11060,9744.680851,2678.947368,12423.62822,18661.88679,0.054098255
11716,"$100,000 under $200,000",1220,640,139294.5946,7463.366337,10887.2549,8998.863636,2668.224299,11667.08794,18350.62124,0.053579727
11717,"$100,000 under $200,000",1440,2520,130310.4,6892.372881,7451.818182,8926.262626,3766.666667,12692.92929,14344.19106,0.052891963
11718,"$100,000 under $200,000",430,600,145995.122,8422.222222,13850,11070,3107.692308,14177.69231,22272.22222,0.057688381
11719,"$100,000 under $200,000",360,1110,141151.5152,7290.322581,10019.35484,9707.692308,2967.741935,12675.43424,17309.67742,0.051648915
11720,"$100,000 under $200,000",3020,1250,137533.5714,7288.167939,9444.140625,9177.192982,2721.428571,11898.62155,16732.30856,0.052991919
11721,"$100,000 under $200,000",790,410,143001.3333,7605.882353,12534.28571,10877.77778,2626.388889,13504.16667,20140.16807,0.053187493
11722,"$100,000 under $200,000",1410,330,131869.2308,7083.471074,8296.551724,8713.084112,3608.264463,12321.34857,15380.0228,0.053715875
11724,"$100,000 under $200,000",250,2800,144391.3043,8852.380952,17730,13641.66667,3357.142857,16998.80952,26582.38095,0.061308269
11725,"$100,000 under $200,000",3720,750,143484.375,7870.37037,11975.22936,10123.91304,2784.776119,12908.68916,19845.59973,0.054851759
11726,"$100,000 under $200,000",1010,1300,132428.5714,7105.813953,9888.75,9381.15942,2927.058824,12308.21824,16994.56395,0.053657711
11727,"$100,000 under $200,000",2620,230,135011.3537,7312.322275,8801.477833,8887.292818,2965.116279,11852.4091,16113.80011,0.054160795
11729,"$100,000 under $200,000",2630,3520,135774.7934,7401.304348,9550.684932,9552.604167,3027.312775,12579.91694,16951.98928,0.054511623
11730,"$100,000 under $200,000",1720,910,140649.0798,8028.666667,12040.13158,9676.923077,2757.324841,12434.24792,20068.79825,0.057082966
11731,"$100,000 under $200,000",3730,2290,143044.3478,7963.836478,10019.44444,10001.47059,2812.844037,12814.31462,17983.28092,0.055673898
11732,"$100,000 under $200,000",450,2420,144905,8147.222222,10627.27273,11552,3062.162162,14614.16216,18774.49495,0.056224576
11733,"$100,000 under $200,000",2140,1630,145572.8643,7757.309942,13225.26882,10204.79452,3018.947368,13223.74189,20982.57876,0.053288159
11735,"$100,000 under $200,000",3570,3450,139931.9149,7678.317152,10193.37748,9745.348837,2722.75641,12468.10525,17871.69464,0.054871808
11738,"$100,000 under $200,000",1700,400,137290.0662,7434.265734,8527.659574,9250,2520.979021,11770.97902,15961.92531,0.054150063
11740,"$100,000 under $200,000",1050,1990,144230.303,7738.043478,11790.32258,10669.33333,2920.430108,13589.76344,19528.36606,0.053650608
11741,"$100,000 under $200,000",3410,3290,138722.7273,7364.013841,8592.52669,9279.2,2652.380952,11931.58095,15956.54053,0.053084408
11742,"$100,000 under $200,000",1500,1510,140208.0292,7660.769231,8338.888889,9374.561404,2609.160305,11983.72171,15999.65812,0.054638591
11743,"$100,000 under $200,000",4640,990,142471.6937,7854.285714,13137.92208,10870.09967,3090.594059,13960.69373,20992.20779,0.055128745
11746,"$100,000 under $200,000",5900,3080,141512.5912,7978.557114,12015.43086,10780.8933,3238.899804,14019.7931,19993.98798,0.056380546
11747,"$100,000 under $200,000",2450,1370,143083.3333,7848.087432,12194.44444,10952.98507,3258.730159,14211.71523,20042.53188,0.054849767
11749,"$100,000 under $200,000",270,4310,130016,6904.347826,9363.636364,10305,2960.869565,13265.86957,16267.98419,0.053103832
11751,"$100,000 under $200,000",1670,5480,139355.7692,7470.138889,11287.67123,9732.8,2634.228188,12367.02819,18757.81012,0.053604805
11752,"$100,000 under $200,000",1160,2100,139492.5926,7465.384615,10309,9194.444444,2519.607843,11714.05229,17774.38462,0.053518144
11753,"$100,000 under $200,000",1370,250,146515.873,8357.017544,16164.54545,11639.24051,3343.859649,14983.10016,24521.563,0.057038308
11754,"$100,000 under $200,000",2360,1560,142140.0922,7569.543147,10019.9005,9707.692308,2831.400966,12539.09327,17589.44364,0.053254103
11755,"$100,000 under $200,000",1470,1080,138374.8148,7345.967742,9924,9569.090909,2667.1875,12236.27841,17269.96774,0.053087462
11756,"$100,000 under $200,000",5160,1260,137754.8857,7443.201754,9938.616071,9419.548872,2603.938731,12023.4876,17381.81783,0.054032216
11757,"$100,000 under $200,000",4220,2170,135159.9483,7290.48913,10383.05085,9072.435897,2542.896175,11615.33207,17673.53998,0.053939715
11758,"$100,000 under $200,000",6700,1350,142135.4992,7742.512909,11824.48276,10014.52282,2705.13245,12719.65527,19566.99567,0.05447276
11762,"$100,000 under $200,000",3220,4810,143097.3684,7823.321555,10903.50877,9904.621849,2690.102389,12594.72424,18726.83033,0.054671317
11763,"$100,000 under $200,000",2570,3870,136218.3761,7158.256881,8436.986301,9075.5,2806.726457,11882.22646,15595.24318,0.052549862
11764,"$100,000 under $200,000",1670,6310,144980.2548,7824.460432,11882.66667,10254.61538,2793.288591,13047.90398,19707.1271,0.053969145
11765,"$100,000 under $200,000",60,3040,155820,9375,25475,15620,4860,20480,34850,0.060165576
11766,"$100,000 under $200,000",1620,2340,141734.2282,7491.538462,11454.60993,10338.65546,2913.571429,13252.22689,18946.14839,0.052856241
11767,"$100,000 under $200,000",1820,1570,143527.907,7701.886792,10838.2716,10081.15942,2707.272727,12788.43215,18540.1584,0.053661249
11768,"$100,000 under $200,000",2540,50,143956.8376,7903.414634,11907.90698,11146.78363,2995.945946,14142.72957,19811.32161,0.05490128
11769,"$100,000 under $200,000",1270,1490,142392.437,7519.626168,11043.75,9636.55914,2774.561404,12411.12054,18563.37617,0.052809168
11771,"$100,000 under $200,000",890,1720,143812.8205,8298.591549,14935.8209,12901.96078,3043.055556,15945.01634,23234.41244,0.057704115
11772,"$100,000 under $200,000",3570,2340,135601.548,7287.959866,8638.851351,9128.846154,2738.815789,11867.66194,15926.81122,0.053745403
11776,"$100,000 under $200,000",2480,1190,138149.7797,7331.603774,9306.57277,9344.210526,2660.093897,12004.30442,16638.17654,0.053069964
11777,"$100,000 under $200,000",1070,780,142661.7021,7912.658228,10258.33333,10891.17647,2988.505747,13879.68222,18170.99156,0.055464488
11778,"$100,000 under $200,000",1350,3230,139292.0635,7443.697479,8942.5,9157.009346,2674.789916,11831.79926,16386.19748,0.053439495
11779,"$100,000 under $200,000",3920,2270,136685.8333,7344.152047,8488.588589,9151.505017,2585.672515,11737.17753,15832.74064,0.053730163
11780,"$100,000 under $200,000",1710,940,144914.1935,7904.347826,13310.41667,11088.03419,3185.034014,14273.0682,21214.76449,0.054545022
11782,"$100,000 under $200,000",1960,1260,141589.6175,7548.466258,11369.59064,9920.138889,2801.142857,12721.28175,18918.0569,0.053312287
11783,"$100,000 under $200,000",2930,3600,143215.6934,7810.23622,11195.27559,9689.047619,2577.735849,12266.78347,19005.51181,0.054534779
11784,"$100,000 under $200,000",2230,1550,134768.2692,7076.767677,8954.081633,8788.826816,2540.816327,11329.64314,16030.84931,0.052510637
