Zip,AGI Bracket,Filers,Itemizers,AGI,SLIncomeTax,PropertyTax,MortgageInterest,Contributions,contrib + mortgage,Total SALT,Exhibit: S-L Income Tax Effective Rate
11109,"$75,000 under $100,000",410,310,87861.29032,7880.645161,1350,24625,1614.285714,26239.28571,9230.645161,0.089694166
11201,"$75,000 under $100,000",3210,2530,87296.83794,7929.707113,3700,7080,2123.121387,9203.121387,11629.70711,0.090836132
11203,"$75,000 under $100,000",2530,2050,86367.80488,7036.22449,3649,9392.473118,4150.847458,13543.32058,10685.22449,0.081468141
11204,"$75,000 under $100,000",2030,1240,86741.12903,7348.739496,4761.904762,8757.446809,4191.089109,12948.53592,12110.64426,0.084720358
11205,"$75,000 under $100,000",1540,1140,86877.19298,7392.66055,3146.153846,8537.837838,3167.073171,11704.91101,10538.8144,0.085093225
11206,"$75,000 under $100,000",1890,1360,86099.26471,7799.24812,2210.714286,7160.714286,3165.909091,10326.62338,10009.96241,0.090584375
11207,"$75,000 under $100,000",2080,1670,85776.64671,7321.472393,2401.315789,8304,3771.223022,12075.22302,9722.788182,0.085355078
11208,"$75,000 under $100,000",1740,1310,86505.34351,7264.566929,2798.245614,9314.035088,3590.990991,12905.02608,10062.81254,0.083978245
11209,"$75,000 under $100,000",3850,2640,86721.59091,7527.777778,4549.565217,7016.666667,2302.777778,9319.444444,12077.343,0.086803963
11210,"$75,000 under $100,000",2170,1680,86687.5,7118.867925,4667.816092,9617.948718,4303.355705,13921.30442,11786.68402,0.082121043
11211,"$75,000 under $100,000",2960,2270,86950.22026,8015.178571,2742.857143,9726.086957,2350.757576,12076.84453,10758.03571,0.092181234
11212,"$75,000 under $100,000",1570,1180,85734.74576,7240.350877,3006.666667,8654.761905,4350.485437,13005.24734,10247.01754,0.084450602
11213,"$75,000 under $100,000",1630,1150,86325.21739,7346.846847,3605.555556,10331.25,4232.631579,14563.88158,10952.4024,0.085106613
11214,"$75,000 under $100,000",2790,1770,87061.01695,7341.27907,4085,7535.384615,2183.687943,9719.072559,11426.27907,0.084323378
11215,"$75,000 under $100,000",3790,2810,86743.0605,7797.04797,3632.53012,8688.059701,1953.731343,10641.79104,11429.57809,0.089886706
11216,"$75,000 under $100,000",2220,1670,86080.83832,7564.02439,2818.421053,9113.888889,2996.551724,12110.44061,10382.44544,0.087871175
11217,"$75,000 under $100,000",1990,1530,87035.94771,7806.081081,3820,8082.857143,2151.923077,10234.78022,11626.08108,0.089688012
11218,"$75,000 under $100,000",2710,1810,86896.68508,7541.618497,3086.904762,8057.894737,2899.295775,10957.19051,10628.52326,0.086788334
11219,"$75,000 under $100,000",1420,810,86539.50617,6842.857143,5002.941176,10289.28571,6059.090909,16348.37662,11845.79832,0.079072061
11220,"$75,000 under $100,000",1680,1030,86732.03883,7457.575758,3770.454545,6961.764706,2549.367089,9511.131794,11228.0303,0.085984094
11221,"$75,000 under $100,000",1960,1450,85928.27586,7532.394366,2642.553191,9585.106383,3092.380952,12677.48734,10174.94756,0.087659089
11222,"$75,000 under $100,000",2520,1740,86422.98851,7870.930233,2951.851852,9163.636364,1608.411215,10772.04758,10822.78208,0.091074497
11223,"$75,000 under $100,000",2240,1430,86935.66434,7841.304348,4692.857143,8533.333333,2952.136752,11485.47009,12534.16149,0.090196635
11224,"$75,000 under $100,000",1310,870,86725.28736,7218.823529,3180,5560,2644,8204,10398.82353,0.083237816
11225,"$75,000 under $100,000",2150,1580,85908.86076,7316.993464,3544.444444,9131.25,3656.910569,12788.16057,10861.43791,0.085171581
11226,"$75,000 under $100,000",2900,2090,86132.53589,7365.686275,3614,8812.765957,3480.838323,12293.60428,10979.68627,0.085515725
11228,"$75,000 under $100,000",1680,1220,87053.27869,7353.846154,5514.285714,9702.12766,2141.747573,11843.87523,12868.13187,0.084475235
11229,"$75,000 under $100,000",3050,2110,86784.83412,7205.025126,4275.609756,7872.277228,2657.458564,10529.73579,11480.63488,0.083021708
11230,"$75,000 under $100,000",2490,1550,86681.93548,7012.244898,4522.368421,7759.677419,4322.38806,12082.06548,11534.61332,0.080896266
11231,"$75,000 under $100,000",1610,1190,87178.9916,7873.275862,3492.857143,9200,1759.756098,10959.7561,11366.133,0.090311619
11232,"$75,000 under $100,000",710,490,85959.18367,7541.666667,2800,8653.846154,2006.25,10660.09615,10341.66667,0.087735438
11233,"$75,000 under $100,000",1840,1420,86185.91549,7444.525547,2650.980392,9296.078431,3883.760684,13179.83912,10095.50594,0.086377519
11234,"$75,000 under $100,000",4340,3550,86898.59155,7143.916914,4453.603604,9639.89899,3203.492063,12843.39105,11597.52052,0.082209812
11235,"$75,000 under $100,000",3080,2080,86784.61538,7349.746193,3968.376068,6877.45098,2421.787709,9299.23869,11318.12226,0.084689506
11236,"$75,000 under $100,000",3810,3170,86366.24606,7361.842105,3666.467066,9362.264151,4110.394265,13472.65842,11028.30917,0.085239807
11237,"$75,000 under $100,000",1140,780,85975.64103,7657.142857,2609.090909,8145.454545,2178.723404,10324.17795,10266.23377,0.089061771
11238,"$75,000 under $100,000",3250,2540,86629.92126,7770.564516,3119.047619,8191.37931,2392,10583.37931,10889.61214,0.089698391
11239,"$75,000 under $100,000",530,390,85605.12821,7268.421053,1691.666667,8881.818182,4134.285714,13016.1039,8960.087719,0.084906374
11354,"$75,000 under $100,000",1620,1050,86962.85714,7219,4484.615385,6825,2332.051282,9157.051282,11703.61538,0.083012452
11355,"$75,000 under $100,000",1820,1080,86491.66667,7077.669903,4588.888889,6651.162791,2640.963855,9292.126646,11666.55879,0.081830657
11356,"$75,000 under $100,000",830,580,87231.03448,7057.894737,4609.375,10170.37037,2423.913043,12594.28341,11667.26974,0.080910364
11357,"$75,000 under $100,000",2170,1660,87044.57831,6971.612903,5676.470588,8368.75,2139.583333,10508.33333,12648.08349,0.080092443
11358,"$75,000 under $100,000",1520,1100,87177.27273,6991.176471,5917.142857,9280.769231,2487.777778,11768.54701,12908.31933,0.080194944
11360,"$75,000 under $100,000",1210,930,87213.97849,6744.444444,5159.701493,6578.181818,2179.012346,8757.194164,11904.14594,0.07733215
11361,"$75,000 under $100,000",1380,990,86906.06061,7052.12766,5150,8261.702128,2573.493976,10835.1961,12202.12766,0.081146558
11362,"$75,000 under $100,000",950,730,87475.34247,6802.985075,5024.137931,7284.090909,2719.047619,10003.13853,11827.12301,0.077770317
11363,"$75,000 under $100,000",330,250,87216,7786.956522,6611.764706,9000,2590.47619,11590.47619,14398.72123,0.089283578
11364,"$75,000 under $100,000",1900,1450,86882.06897,6981.021898,4863.636364,7074.193548,2447.5,9521.693548,11844.65826,0.080350549
11365,"$75,000 under $100,000",1960,1350,87062.96296,7060.465116,4807.594937,6674.626866,2785.454545,9460.081411,11868.06005,0.081096081
11366,"$75,000 under $100,000",640,470,87127.65957,6756.818182,6300,9266.666667,2922.5,12189.16667,13056.81818,0.077550783
11367,"$75,000 under $100,000",1620,1120,86872.32143,7014.150943,3975.342466,7052.380952,3322.340426,10374.72138,10989.49341,0.080740918
11368,"$75,000 under $100,000",1780,1160,86018.10345,6969.911504,3600,7594.736842,3142.045455,10736.7823,10569.9115,0.081028426
11369,"$75,000 under $100,000",1050,790,86878.48101,7025,3820,8357.446809,2812.5,11169.94681,10845,0.080860069
11370,"$75,000 under $100,000",1000,690,87337.68116,7101.492537,4300,8983.870968,2174.545455,11158.41642,11401.49254,0.081310752
11372,"$75,000 under $100,000",2440,1630,86745.39877,7200,2780,5976.190476,2048.387097,8024.577573,9980,0.083001521
11373,"$75,000 under $100,000",2580,1550,86321.93548,7100,3750,6794,2628.333333,9422.333333,10850,0.082250241
11374,"$75,000 under $100,000",2430,1620,86529.62963,7199.363057,3828.04878,6217.567568,2440.15748,8657.725048,11027.41184,0.083201131
11375,"$75,000 under $100,000",4410,3190,86696.55172,7294.019934,4055.851064,5872.254335,2258.333333,8130.587669,11349.871,0.084132757
11377,"$75,000 under $100,000",3180,2090,86344.01914,7318.627451,3213.978495,6348.235294,2337.888199,8686.123493,10532.60595,0.084761255
11378,"$75,000 under $100,000",1630,1110,86572.07207,7170.093458,4276.666667,8804.166667,2168.085106,10972.25177,11446.76012,0.082822246
11379,"$75,000 under $100,000",1930,1340,87277.61194,7245.736434,4913.924051,9010.344828,2173.109244,11183.45407,12159.66048,0.083019417
11385,"$75,000 under $100,000",3750,2430,86390.9465,7225.423729,3917.307692,8469.767442,2417.258883,10887.02633,11142.73142,0.083636353
11411,"$75,000 under $100,000",1050,900,86613.33333,6918.072289,4161.016949,10239.62264,4228.75,14468.37264,11079.08924,0.079873064
11412,"$75,000 under $100,000",1560,1360,86654.41176,7055.03876,3562.921348,10550,3847.933884,14397.93388,10617.96011,0.081415806
11413,"$75,000 under $100,000",2090,1770,87197.74011,7057.831325,3995.726496,10315.2381,4382.5,14697.7381,11053.55782,0.08094053
11414,"$75,000 under $100,000",1630,1230,86920.3252,7129.824561,4222.619048,7520.833333,2316.216216,9837.04955,11352.44361,0.082027127
11415,"$75,000 under $100,000",1130,790,86839.24051,7348.051948,3704.878049,5707.692308,2484.848485,8192.540793,11052.93,0.084616723
11416,"$75,000 under $100,000",650,450,85468.88889,7240.909091,3841.666667,9152.380952,2583.783784,11736.16474,11082.57576,0.084719822
11417,"$75,000 under $100,000",1090,830,86981.92771,7110.97561,3790.384615,9097.87234,2354.929577,11452.80192,10901.36023,0.081752334
11418,"$75,000 under $100,000",1120,830,86283.13253,7403.75,4045.652174,8386.046512,2729.411765,11115.45828,11449.40217,0.085807617
11419,"$75,000 under $100,000",1240,920,86100,7131.111111,3842.857143,9287.755102,2868.35443,12156.10953,10973.96825,0.08282359
11420,"$75,000 under $100,000",1650,1300,86297.69231,7035.714286,4151.190476,9490.540541,2894.642857,12385.1834,11186.90476,0.081528417
11421,"$75,000 under $100,000",1390,1030,86293.20388,7074,3610.9375,9166.666667,2555.952381,11722.61905,10684.9375,0.081976328
11422,"$75,000 under $100,000",1510,1280,86744.53125,7260.655738,3839.240506,9886.666667,3697.345133,13584.0118,11099.89624,0.083701596
11423,"$75,000 under $100,000",1150,910,86124.17582,7025.581395,4633.333333,9154.347826,3390,12544.34783,11658.91473,0.08157502
11426,"$75,000 under $100,000",970,750,86710.66667,6914.285714,4444.444444,8651.06383,2582.8125,11233.87633,11358.73016,0.079739737
11427,"$75,000 under $100,000",1150,890,87083.14607,6994.047619,4586.206897,8192.156863,2985.714286,11177.87115,11580.25452,0.080314595
11428,"$75,000 under $100,000",910,740,86000,6704.166667,4112.244898,9204.444444,3011.111111,12215.55556,10816.41156,0.077955426
11429,"$75,000 under $100,000",1080,920,86404.34783,6859.090909,3684.126984,10832.75862,3702.439024,14535.19765,10543.21789,0.079383632
11432,"$75,000 under $100,000",1750,1260,86169.84127,7052.5,4758.730159,8166.071429,3040,11206.07143,11811.23016,0.08184418
11433,"$75,000 under $100,000",950,790,86825.31646,7221.052632,3102.040816,9925.531915,3850.746269,13776.27818,10323.09345,0.083167594
11434,"$75,000 under $100,000",2650,2190,86281.27854,7059.903382,2875.694444,8257.575758,4057.948718,12315.52448,9935.597826,0.081824279
11435,"$75,000 under $100,000",1930,1370,86392.70073,7146.969697,3646.969697,7640.322581,2791.22807,10431.55065,10793.93939,0.082726546
11436,"$75,000 under $100,000",670,570,86871.92982,7030.357143,3265.789474,9275,3797.959184,13072.95918,10296.14662,0.080927834
11501,"$75,000 under $100,000",1230,820,87260.97561,4653.424658,8241.666667,7891.111111,2375.675676,10266.78679,12895.09132,0.053327672
11507,"$75,000 under $100,000",390,310,87196.77419,4544,11323.07692,9162.5,2713.793103,11876.2931,15867.07692,0.05211202
11509,"$75,000 under $100,000",120,80,88287.5,5700,12833.33333,9525,3087.5,12612.5,18533.33333,0.064561801
11510,"$75,000 under $100,000",1940,1570,87167.51592,4654.929577,9241.322314,9005.825243,3085.714286,12091.53953,13896.25189,0.053402113
11514,"$75,000 under $100,000",290,210,88223.80952,4247.368421,9044.444444,8275,2573.684211,10848.68421,13291.81287,0.048143108
11516,"$75,000 under $100,000",320,220,85950,4855.555556,8088.235294,9045.454545,4423.809524,13469.26407,12943.79085,0.056492793
11518,"$75,000 under $100,000",640,470,87746.80851,4453.658537,9169.230769,7950,2022.727273,9972.727273,13622.88931,0.050755789
11520,"$75,000 under $100,000",1960,1550,87290.32258,4577.536232,9748.360656,8191.346154,3250.735294,11442.08145,14325.89689,0.052440363
11530,"$75,000 under $100,000",1160,850,87096.47059,4783.076923,13270.42254,8546.341463,2685.714286,11232.05575,18053.49946,0.054917001
11542,"$75,000 under $100,000",1140,760,87001.31579,4500,9190,8811.363636,2294.202899,11105.56653,13690,0.051723356
11545,"$75,000 under $100,000",450,320,88253.125,5288,15118.51852,10333.33333,2806.666667,13140,20406.51852,0.059918558
11548,"$75,000 under $100,000",50,40,83450,5866.666667,12366.66667,9300,1725,11025,18233.33333,0.070301578
11550,"$75,000 under $100,000",1730,1330,87160.90226,4505.882353,10473.73737,8759.302326,3680.34188,12439.64421,14979.61973,0.051696142
11552,"$75,000 under $100,000",1290,1010,86600.9901,4473.563218,9342.168675,8850,2979.347826,11829.34783,13815.73189,0.051657183
11553,"$75,000 under $100,000",1030,810,86928.39506,4412.162162,6668.75,9394.736842,3808.571429,13203.30827,11080.91216,0.050756282
11554,"$75,000 under $100,000",2120,1590,87167.92453,4325.185185,9178.030303,8530.927835,2224.305556,10755.23339,13503.21549,0.049618999
11557,"$75,000 under $100,000",360,270,87500,4586.363636,12209.09091,8231.25,2870.833333,11102.08333,16795.45455,0.052415584
11558,"$75,000 under $100,000",390,280,87582.14286,4533.333333,7890.909091,8433.333333,2300,10733.33333,12424.24242,0.051760932
11559,"$75,000 under $100,000",280,190,87500,4737.5,10257.14286,9327.272727,5041.176471,14368.4492,14994.64286,0.054142857
11560,"$75,000 under $100,000",290,200,86405,5111.764706,13480,10670,2835.294118,13505.29412,18591.76471,0.05916052
11561,"$75,000 under $100,000",2420,1680,87518.45238,4941.37931,8080.508475,8485.714286,2163.225806,10648.94009,13021.88778,0.056461
11563,"$75,000 under $100,000",1330,990,87291.91919,4435.294118,10098.7013,7231.666667,2483.516484,9715.18315,14533.99542,0.050809905
11565,"$75,000 under $100,000",500,400,87652.5,4345.454545,10944.11765,7204.166667,2539.473684,9743.640351,15289.57219,0.049575934
11566,"$75,000 under $100,000",1700,1300,87433.07692,4403.773585,11337.96296,8472,2357.377049,10829.37705,15741.73655,0.050367364
11570,"$75,000 under $100,000",1230,910,87717.58242,4777.027027,11139.43662,8130.188679,2427.380952,10557.56963,15916.46365,0.054459173
11572,"$75,000 under $100,000",1730,1310,87546.56489,4331.531532,9771.681416,8521.686747,2208.870968,10730.55771,14103.21295,0.049476887
11575,"$75,000 under $100,000",620,480,86958.33333,4527.272727,7429.72973,8818.181818,4171.428571,12989.61039,11957.00246,0.052062552
11576,"$75,000 under $100,000",430,330,88596.9697,5646.153846,18100,10078.57143,2920.689655,12999.26108,23746.15385,0.063728521
11577,"$75,000 under $100,000",520,400,87185,4906.060606,12432.35294,9204.166667,2341.666667,11545.83333,17338.41355,0.056271843
11579,"$75,000 under $100,000",250,180,87355.55556,5057.142857,11833.33333,9100,2235.294118,11335.29412,16890.47619,0.057891485
11580,"$75,000 under $100,000",2450,1900,87339.47368,4700,8586.394558,9232.8,2972.674419,12205.47442,13286.39456,0.05381301
11581,"$75,000 under $100,000",1170,930,87041.93548,4725.925926,9164.473684,9222.413793,3001.176471,12223.59026,13890.39961,0.054294817
11590,"$75,000 under $100,000",2020,1490,87305.36913,4411.811024,10211.86441,8991.011236,2875.555556,11866.56679,14623.67543,0.050533101
11596,"$75,000 under $100,000",560,400,87535,4396.875,11100,9559.090909,2505.405405,12064.49631,15496.875,0.050229908
11598,"$75,000 under $100,000",470,340,87752.94118,4714.285714,12239.28571,10521.05263,3564.516129,14085.56876,16953.57143,0.053722253
11691,"$75,000 under $100,000",1210,910,86046.15385,6994.252874,3602.222222,9439.02439,4421.95122,13860.97561,10596.4751,0.081284898
11692,"$75,000 under $100,000",520,420,85259.52381,7152.5,2165.384615,9137.5,3819.444444,12956.94444,9317.884615,0.083890921
11693,"$75,000 under $100,000",510,390,86451.28205,7181.081081,1756,7133.333333,2870.588235,10003.92157,8937.081081,0.083065062
11694,"$75,000 under $100,000",910,700,87230,7407.936508,4644.736842,8809.677419,2660,11469.67742,12052.67335,0.084924183
11697,"$75,000 under $100,000",260,170,88311.76471,7206.25,2461.538462,6777.777778,2331.25,9109.027778,9667.788462,0.081600113
11701,"$75,000 under $100,000",1190,910,86250.54945,4388.311688,8850.684932,8050,3276.829268,11326.82927,13238.99662,0.050878652
11702,"$75,000 under $100,000",810,590,88679.66102,4634,10829.16667,8065.789474,2127.272727,10193.0622,15463.16667,0.0522555
11703,"$75,000 under $100,000",1100,840,87647.61905,4451.351351,8964.285714,7896.666667,2303.846154,10200.51282,13415.63707,0.050786906
11704,"$75,000 under $100,000",2250,1650,87133.93939,4314.285714,9288.970588,8155.752212,2354.605263,10510.35748,13603.2563,0.049513264
11705,"$75,000 under $100,000",400,290,89203.44828,4129.166667,11720,9166.666667,2357.142857,11523.80952,15849.16667,0.046289317
11706,"$75,000 under $100,000",2720,2020,87128.71287,4343.888889,8826.190476,8114.388489,2454.696133,10569.08462,13170.07937,0.049855997
11709,"$75,000 under $100,000",370,270,87688.88889,4577.272727,10513.04348,9300,2476,11776,15090.31621,0.052199005
11710,"$75,000 under $100,000",1790,1340,86632.08955,4380.701754,10166.66667,8381.707317,2184.8,10566.50732,14547.36842,0.050566733
11713,"$75,000 under $100,000",540,350,87248.57143,4290,8453.571429,6981.818182,2645.454545,9627.272727,12743.57143,0.04916986
11714,"$75,000 under $100,000",1370,970,87264.94845,4370.588235,9607.317073,8706.25,2148.314607,10854.56461,13977.90531,0.050084121
11715,"$75,000 under $100,000",260,210,85547.61905,5552.941176,9310.526316,8207.142857,2084.210526,10291.35338,14863.46749,0.064910529
11716,"$75,000 under $100,000",600,410,88265.85366,4261.111111,9555.882353,7626.923077,2215.789474,9842.712551,13816.99346,0.048275873
11717,"$75,000 under $100,000",1740,1280,86142.96875,4163.333333,7159.615385,8153.125,2897.142857,11050.26786,11322.94872,0.048330507
11718,"$75,000 under $100,000",150,130,86938.46154,4800,12445.45455,7537.5,2836.363636,10373.86364,17245.45455,0.055211467
11719,"$75,000 under $100,000",180,140,85042.85714,4172.727273,9166.666667,9088.888889,2423.076923,11511.96581,13339.39394,0.04906617
11720,"$75,000 under $100,000",1600,1270,87547.24409,4222.522523,8309.090909,7993.617021,2178.813559,10172.43058,12531.61343,0.048231359
11721,"$75,000 under $100,000",300,230,87286.95652,4427.777778,10665,9153.846154,2120,11273.84615,15092.77778,0.050726683
11722,"$75,000 under $100,000",1400,1060,86653.77358,4252.083333,7753.333333,7757.5,2643.010753,10400.51075,12005.41667,0.0490698
11724,"$75,000 under $100,000",110,80,83587.5,4783.333333,16383.33333,13900,2471.428571,16371.42857,21166.66667,0.057225462
11725,"$75,000 under $100,000",1530,1210,87989.2562,4226.041667,10713.33333,8386.666667,2254.385965,10641.05263,14939.375,0.048029065
11726,"$75,000 under $100,000",810,580,86120.68966,4296.153846,8846.938776,7943.902439,2336,10279.90244,13143.09262,0.04988527
11727,"$75,000 under $100,000",1680,1210,86669.42149,4280.952381,7783.333333,7727.586207,2401.818182,10129.40439,12064.28571,0.049394034
11729,"$75,000 under $100,000",1600,1200,87195,4325.233645,8953.535354,8116.666667,2397.272727,10513.93939,13278.769,0.049604148
11730,"$75,000 under $100,000",730,560,87810.71429,4259.574468,10270.83333,7524.324324,2157.407407,9681.731732,14530.4078,0.048508596
11731,"$75,000 under $100,000",1550,1180,87880.50847,4254.081633,9291.262136,8537.662338,2368.181818,10905.84416,13545.34377,0.048407567
11732,"$75,000 under $100,000",180,110,85681.81818,4822.222222,10587.5,8250,2810,11060,15409.72222,0.056280578
11733,"$75,000 under $100,000",750,580,88720.68966,4745.454545,10775,8560.526316,2478.181818,11038.70813,15520.45455,0.053487575
11735,"$75,000 under $100,000",1910,1360,87797.79412,4416.806723,9127.433628,8069.662921,2258.730159,10328.39308,13544.24035,0.05030658
11738,"$75,000 under $100,000",930,660,87707.57576,4231.666667,7722.413793,8192,2209.677419,10401.67742,11954.08046,0.048247448
11740,"$75,000 under $100,000",420,330,88848.48485,4092.592593,10766.66667,8538.095238,2522.580645,11060.67588,14859.25926,0.046062604
11741,"$75,000 under $100,000",1660,1140,87941.22807,4217,7920,7951.898734,2204.672897,10156.57163,12137,0.04795248
11742,"$75,000 under $100,000",840,620,86998.3871,4391.071429,6587.037037,8121.276596,2056.140351,10177.41695,10978.10847,0.050473021
11743,"$75,000 under $100,000",2000,1510,87309.27152,4412.195122,11134.375,9001.086957,2479.562044,11480.649,15546.57012,0.050535242
11746,"$75,000 under $100,000",2770,2100,87271.42857,4444.382022,10281.56425,9210.948905,2425.263158,11636.21206,14725.94627,0.050925969
11747,"$75,000 under $100,000",910,660,87334.84848,4514,10321.81818,8905.405405,2524.193548,11429.59895,14835.81818,0.051686126
11749,"$75,000 under $100,000",180,150,84266.66667,4053.846154,8207.692308,8936.363636,2478.571429,11414.93506,12261.53846,0.048107352
11751,"$75,000 under $100,000",750,580,88127.58621,4548.979592,9814,7785.714286,2166.666667,9952.380952,14362.97959,0.051618112
11752,"$75,000 under $100,000",570,420,87447.61905,4269.444444,9778.378378,8026.666667,1955,9981.666667,14047.82282,0.048822878
11753,"$75,000 under $100,000",510,360,86983.33333,4814.814815,15650,11072.22222,2716.129032,13788.35125,20464.81481,0.055353303
11754,"$75,000 under $100,000",980,730,87817.80822,4360.655738,9085.483871,8185.106383,2352.173913,10537.2803,13446.13961,0.049655711
11755,"$75,000 under $100,000",690,520,86517.30769,4397.674419,9113.953488,8540,2153.191489,10693.19149,13511.62791,0.050829996
11756,"$75,000 under $100,000",2630,1990,87365.82915,4313.714286,9185.798817,8017.985612,2187.431694,10205.41731,13499.5131,0.049375303
11757,"$75,000 under $100,000",2490,1900,87468.94737,4342.352941,9669.375,7775,2103.409091,9878.409091,14011.72794,0.049644509
11758,"$75,000 under $100,000",3040,2240,87291.07143,4245.989305,10698.93617,8581.294964,2248.325359,10829.62032,14944.92548,0.048641737
11762,"$75,000 under $100,000",1200,920,87097.82609,4250.649351,9955,7888.333333,2180.232558,10068.56589,14205.64935,0.048803162
11763,"$75,000 under $100,000",1610,1240,86915.32258,4248.623853,7603.703704,7917.894737,2192.727273,10110.62201,11852.32756,0.048882334
11764,"$75,000 under $100,000",600,500,86638,4307.5,11143.18182,8550,2165.217391,10715.21739,15450.68182,0.049718368
11766,"$75,000 under $100,000",630,460,87571.73913,4200,9690.47619,8509.677419,2106.976744,10616.65416,13890.47619,0.047960678
11767,"$75,000 under $100,000",680,530,86584.90566,4323.255814,9717.391304,8194.444444,2073.469388,10267.91383,14040.64712,0.049930825
11768,"$75,000 under $100,000",1010,780,87206.41026,4683.333333,11104.61538,9247.727273,2230.555556,11478.28283,15787.94872,0.053704003
11769,"$75,000 under $100,000",540,420,86642.85714,4164.705882,9377.777778,7844.827586,2080,9924.827586,13542.48366,0.048067504
11771,"$75,000 under $100,000",400,270,88592.59259,4765.217391,12039.13043,10122.22222,2388,12510.22222,16804.34783,0.053787989
11772,"$75,000 under $100,000",2380,1730,87067.05202,4437.012987,7708.163265,7624.603175,2080.254777,9704.857952,12145.17625,0.050960873
11776,"$75,000 under $100,000",1230,920,86845.65217,4239.506173,8296.296296,8079.411765,2108.235294,10187.64706,12535.80247,0.048816562
11777,"$75,000 under $100,000",440,300,85676.66667,4645.454545,9532,8515,2500,11015,14177.45455,0.054220767
11778,"$75,000 under $100,000",720,580,88051.72414,4432.692308,7900,7884.782609,1901.886792,9786.669401,12332.69231,0.050341914
11779,"$75,000 under $100,000",2200,1590,87457.2327,4271.527778,7743.478261,7932.231405,2093.835616,10026.06702,12015.00604,0.048841332
11780,"$75,000 under $100,000",680,520,87115.38462,4260.97561,11578.26087,8472.727273,2395.833333,10868.56061,15839.23648,0.048911861
11782,"$75,000 under $100,000",850,640,87964.0625,4432.653061,9900,7897.560976,2350,10247.56098,14332.65306,0.050391636
11783,"$75,000 under $100,000",1190,920,87593.47826,4321.794872,10729.48718,8451.785714,2139.534884,10591.3206,15051.28205,0.049339231
11784,"$75,000 under $100,000",1350,1050,87198.09524,4240.206186,8157.142857,7643.75,1978.947368,9622.697368,12397.34904,0.04862728
11786,"$75,000 under $100,000",290,240,85970.83333,4355,10814.28571,8035.294118,1918.181818,9953.475936,15169.28571,0.050656715
11787,"$75,000 under $100,000",1690,1320,87744.69697,4363.888889,10319.13043,8446.987952,2256.451613,10703.43956,14683.01932,0.049733933
11788,"$75,000 under $100,000",940,650,87476.92308,4363.636364,8875.471698,8960,2318.032787,11278.03279,13239.10806,0.049883286
11789,"$75,000 under $100,000",460,370,88132.43243,4326.470588,7218.181818,7672.413793,1908.571429,9580.985222,11544.65241,0.049090561
11790,"$75,000 under $100,000",620,480,87652.08333,4331.428571,11107.14286,8033.333333,2384.090909,10417.42424,15438.57143,0.049416151
11791,"$75,000 under $100,000",950,750,87982.66667,4555,14613.84615,9841.463415,2660.294118,12501.75753,19168.84615,0.051771561
11792,"$75,000 under $100,000",420,350,88697.14286,4139.285714,10506.45161,8208.333333,2146.875,10355.20833,14645.73733,0.046667633
11793,"$75,000 under $100,000",1770,1390,87489.20863,4364.60177,10661.15702,8188.505747,2245.801527,10434.30727,15025.75879,0.049887316
11795,"$75,000 under $100,000",1330,1070,87643.92523,4213.186813,10898.91304,8035.616438,2070.29703,10105.91347,15112.09986,0.048071635
11796,"$75,000 under $100,000",220,170,85117.64706,4307.142857,9171.428571,8150,2106.25,10256.25,13478.57143,0.050602231
11797,"$75,000 under $100,000",340,220,84827.27273,5093.75,15205.88235,11260,2689.473684,13949.47368,20299.63235,0.060048494
11798,"$75,000 under $100,000",510,380,86957.89474,4538.235294,8316.666667,8022.222222,3696.969697,11719.19192,12854.90196,0.052188882
11801,"$75,000 under $100,000",2230,1540,87310.38961,4513.970588,8035.2,8733.673469,2336.231884,11069.90535,12549.17059,0.051700269
11803,"$75,000 under $100,000",1320,1020,86827.45098,4105.063291,12088.76404,9217.54386,2435.106383,11652.65024,16193.82734,0.047278404
11804,"$75,000 under $100,000",250,190,89236.84211,4813.333333,12275,9080,2677.777778,11757.77778,17088.33333,0.053938858
11901,"$75,000 under $100,000",1000,660,86877.27273,4188.888889,6368.333333,8159.183673,2605.084746,10764.26842,10557.22222,0.048216165
11933,"$75,000 under $100,000",370,260,89050,4395.238095,7525,7465,2300,9765,11920.2381,0.049356969
11934,"$75,000 under $100,000",400,320,87890.625,4222.222222,9006.666667,8378.26087,1953.333333,10331.5942,13228.88889,0.048039506
11935,"$75,000 under $100,000",200,150,88613.33333,4218.181818,8350,8200,2935.714286,11135.71429,12568.18182,0.047602112
11937,"$75,000 under $100,000",730,520,88123.07692,6150,7647.727273,12177.77778,2316.27907,14494.05685,13797.72727,0.069788757
11940,"$75,000 under $100,000",270,190,85900,4213.333333,9494.117647,7672.727273,2138.888889,9811.616162,13707.45098,0.049049282
11941,"$75,000 under $100,000",140,100,86330,3925,7100,6857.142857,2555.555556,9412.698413,11025,0.045465076
11942,"$75,000 under $100,000",280,200,89345,4423.529412,7000,9235.714286,2144.444444,11380.15873,11423.52941,0.049510654
11944,"$75,000 under $100,000",200,140,88928.57143,4908.333333,6200,8425,2692.307692,11117.30769,11108.33333,0.05519411
11946,"$75,000 under $100,000",690,470,87940.42553,4259.459459,7145.238095,9743.75,2382.5,12126.25,11404.69755,0.048435739
11948,"$75,000 under $100,000",60,40,76625,4850,9933.333333,7866.666667,1766.666667,9633.333333,14783.33333,0.063295269
