,zip,Filers,Itemizers,AGI,pre-tcja-tax,current-law-tax
0,0,817760,536320,87164.66288999999,7582.97,7198.76
1,10001,1340,1050,86866.66667,7625.66,7163.0
2,10002,2690,1990,86434.17085,7755.06,7111.1
3,10003,3340,2730,87040.65934,7079.72,7183.88
4,10004,200,160,84656.25,6080.77,6897.75
5,10005,660,550,87225.45455,7069.5,7206.05
6,10007,220,180,86327.77777999999,5288.29,6939.33
7,10009,3710,2700,86843.7037,7914.43,7160.24
8,10010,1950,1570,87537.57962,7632.72,7243.51
9,10011,3260,2670,87403.74532,7291.11,7227.45
10,10012,1420,1080,87440.74074,7046.39,7231.89
11,10013,1140,870,87017.24137999999,6278.81,7181.07
12,10014,2110,1720,87284.30232999999,7147.26,7213.12
13,10016,3880,3150,87137.14286,7203.18,7195.46
14,10017,1290,1020,87449.01961,7190.39,7232.88
15,10018,640,490,87502.04082000001,6703.22,7239.24
16,10019,2570,2050,87216.58537,7233.63,7204.99
17,10021,2520,2030,87078.81773,7025.69,7188.46
18,10022,2100,1710,87034.50292,6766.49,7183.14
19,10023,3320,2630,87076.80608,7019.16,7188.22
20,10024,2840,2220,87129.27928,6953.04,7194.51
21,10025,4180,3030,87135.31353,7475.33,7195.24
22,10026,1440,1110,87137.83784,7590.73,7195.54
23,10027,1770,1300,86532.30769,7680.96,7122.88
24,10028,2930,2280,87291.66667,7104.59,7214.0
25,10029,1820,1210,86544.6281,7769.03,7124.36
26,10030,730,530,86924.5283,7481.07,7169.94
27,10031,1640,1170,85518.80342000001,7527.44,7001.26
28,10032,1470,1010,86495.0495,7660.52,7118.41
29,10033,1530,1000,86289.0,7735.0,7093.68
30,10034,1350,890,86602.24719,7780.53,7131.27
31,10035,930,720,85752.77777999999,7689.42,7029.33
32,10036,2020,1560,87058.97436000001,6924.05,7186.08
33,10037,1010,760,86765.78947,7984.0,7150.89
34,10038,1120,860,87086.04651,7832.94,7189.33
35,10039,750,550,85625.45455,7807.12,7014.05
36,10040,1360,870,85856.32184,7784.06,7041.76
37,10044,450,310,88451.6129,7759.11,7353.19
38,10065,1680,1340,87350.74627,6858.95,7221.09
39,10069,180,140,86571.42857,5488.93,6743.57
40,10075,1650,1310,87435.87786000001,6931.68,7231.31
