,zip,Filers,Itemizers,AGI,pre-tcja-tax,current-law-tax
499,12077,780,120,143194.2029,16089.95,14101.72
500,12078,720,110,132738.2979,14160.21,11801.43
501,12083,270,60,132031.8182,13679.36,11646.0
502,12084,420,0,135907.4074,14198.11,12498.63
503,12086,140,110,160240.0,21773.19,17851.8
504,12087,100,200,159500.0,21163.75,17689.0
505,12090,300,210,131462.5,13719.91,11520.75
506,12092,70,50,130060.0,13893.33,11212.2
507,12093,80,690,151033.3333,18794.58,15826.33
508,12094,180,470,148713.3333,18616.99,15315.93
509,12095,540,220,135494.2857,15317.86,12407.74
510,12106,250,270,137435.0,14849.44,12834.7
511,12110,1950,0,137654.4872,15266.86,12882.99
512,12116,80,100,164183.3333,22470.83,18719.33
513,12117,150,80,126050.0,11826.36,10330.0
514,12118,1420,240,137384.6154,14734.72,12823.62
515,12120,50,50,145775.0,16801.25,14669.5
516,12121,180,60,134606.25,13987.01,12212.38
517,12122,190,150,144646.6667,17283.59,14421.27
518,12123,410,350,132344.1176,13832.63,11714.71
519,12125,60,200,132260.0,13295.0,11696.2
520,12130,70,0,136640.0,15882.5,12659.8
521,12134,210,1560,132364.2857,13359.72,11719.14
522,12136,90,60,137312.5,13707.86,12807.75
523,12137,140,120,167200.0,22991.52,19383.0
524,12138,140,1170,127436.3636,12558.06,10635.0
525,12140,200,40,139518.75,15657.05,13293.12
526,12143,350,160,130181.4815,13421.84,11238.93
527,12144,1470,150,134630.5085,14509.49,12217.71
528,12147,50,340,198075.0,30436.0,26357.0
529,12148,680,50,140883.87099999998,15454.58,13593.45
530,12149,110,50,147050.0,17604.03,14950.0
531,12150,70,0,139766.6667,15890.0,13347.67
532,12151,90,140,177785.7143,25472.02,21711.86
533,12153,110,80,134110.0,14088.12,12103.2
