,zip,Filers,Itemizers,AGI,pre-tcja-tax,current-law-tax
0,0,1233950,1066590,139084.7458,16675.12,17197.64
1,10001,2480,2240,141750.4464,16992.62,17784.1
2,10002,3530,3130,137491.6933,16184.39,16847.17
3,10003,6580,6140,142335.6678,16132.4,17912.85
4,10004,520,480,145660.4167,15511.91,18310.15
5,10005,1360,1250,143745.6,15213.55,17828.16
6,10006,650,590,144196.6102,16614.43,18322.25
7,10007,570,540,145703.7037,14469.71,17916.62
8,10009,5100,4440,137450.9009,16731.49,16838.2
9,10010,3950,3580,141760.8939,16559.29,17786.4
10,10011,6970,6570,143407.4581,16320.38,18148.64
11,10012,2790,2550,141590.9804,15380.37,17749.02
12,10013,2040,1850,141889.1892,13955.86,17293.25
13,10014,4620,4340,142465.8986,16057.7,17941.5
14,10016,7210,6710,140994.7839,15516.06,17617.85
15,10017,2840,2490,142651.8072,15650.06,17982.4
16,10018,1220,1110,142801.8018,15448.95,18015.4
17,10019,5270,4840,142052.4793,16012.59,17850.55
18,10021,4970,4550,141985.9341,15454.33,17835.91
19,10022,4630,4250,143911.2941,15772.58,18259.48
20,10023,7350,6760,143605.4734,16155.56,18192.2
21,10024,6280,5670,143726.455,15955.35,18218.82
22,10025,7580,6640,142708.7349,16884.44,17994.92
23,10026,1840,1640,137701.8293,15984.24,16788.89
24,10027,2380,2060,138521.8447,16367.48,17073.81
25,10028,5400,4900,140637.551,15448.71,17539.26
26,10029,1770,1500,135320.0,15642.19,16369.4
27,10030,660,580,132682.7586,14589.04,15163.51
28,10031,1430,1210,133251.2397,15370.53,15914.27
29,10032,1400,1180,132938.9831,15213.91,15845.58
30,10033,1910,1560,137064.7436,16236.97,16753.24
31,10034,1470,1180,136645.7627,16532.67,16661.07
32,10035,990,870,134370.1149,15746.09,16160.43
33,10036,3710,3360,140137.5,15065.43,17101.03
34,10037,910,790,131170.8861,15180.46,15456.59
35,10038,2210,2020,142277.7228,17014.63,17900.1
36,10039,680,610,132404.918,15644.31,15728.08
37,10040,1370,1140,136724.5614,16377.74,16678.4
38,10044,850,680,142423.5294,17088.1,17932.18
39,10065,3220,2920,143210.9589,15164.5,18105.41
40,10069,560,510,149509.8039,15638.32,18469.87
41,10075,3070,2820,140815.9574,15362.23,17578.51
42,10128,6410,5760,141827.2569,15542.32,17801.0
43,10280,1210,150,145477.2727,16059.51,18604.0
44,10282,390,1100,146742.8571,15323.03,18882.43
45,10301,2480,350,138441.3636,16215.32,17056.1
46,10302,990,2200,135962.2222,15979.25,16510.69
47,10303,1210,900,130630.0885,14759.33,15337.05
48,10304,2290,1130,136630.4762,15440.43,16546.33
49,10305,3010,2100,135844.8905,15991.02,16484.88
50,10306,5240,2740,138243.1866,16355.4,17012.5
51,10307,1490,4770,140509.8592,16098.49,17277.41
52,10308,3080,1420,139491.844,16519.48,17287.21
53,10309,3480,2820,141077.9817,16353.18,17483.2
54,10310,1830,3270,139701.1905,16580.39,17333.26
55,10312,6890,1680,138952.0701,16304.39,17168.46
56,10314,7880,6280,138407.0028,16323.23,17048.54
57,10451,700,7140,125201.6667,14858.18,14143.37
58,10452,500,600,124275.6098,13289.45,13939.63
59,10453,560,410,128595.8333,14368.12,14890.08
60,10454,230,480,150804.7619,19592.75,19776.05
61,10455,270,210,139363.6364,17574.32,17259.0
62,10456,520,220,124133.3333,14010.96,13908.33
63,10457,460,450,123402.5641,13372.05,13747.56
64,10458,760,390,126375.8065,14141.83,14401.68
65,10459,350,620,133553.125,15680.47,15980.69
66,10460,480,320,127764.2857,14302.74,14707.14
67,10461,2530,420,132262.6168,14992.36,15696.78
68,10462,2360,2140,127392.8205,14463.96,14625.42
