,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,personal_credit,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
2355,235600.0,0.0,0.0,0.0,235600.0,223400.0,standard,12200.0,0.0,0,41100.0,17670.0,17670.0,0,17670.0,0,0,0.0,300,17370.0,17370.0,17370.0,17370.0,0.0737,0.0737
2356,235700.0,0.0,0.0,0.0,235700.0,223500.0,standard,12200.0,0.0,0,41125.0,17677.5,17677.5,0,17677.5,0,0,0.0,300,17377.5,17377.5,17377.5,17377.5,0.0737,0.0737
2357,235800.0,0.0,0.0,0.0,235800.0,223600.0,standard,12200.0,0.0,0,41150.0,17685.0,17685.0,0,17685.0,0,0,0.0,300,17385.0,17385.0,17385.0,17385.0,0.0737,0.0737
2358,235900.0,0.0,0.0,0.0,235900.0,223700.0,standard,12200.0,0.0,0,41175.0,17692.5,17692.5,0,17692.5,0,0,0.0,300,17392.5,17392.5,17392.5,17392.5,0.0737,0.0737
2359,236000.0,0.0,0.0,0.0,236000.0,223800.0,standard,12200.0,0.0,0,41200.0,17700.0,17700.0,0,17700.0,0,0,0.0,300,17400.0,17400.0,17400.0,17400.0,0.0737,0.0737
2360,236100.0,0.0,0.0,0.0,236100.0,223900.0,standard,12200.0,0.0,0,41225.0,17707.5,17707.5,0,17707.5,0,0,0.0,300,17407.5,17407.5,17407.5,17407.5,0.0737,0.0737
2361,236200.0,0.0,0.0,0.0,236200.0,224000.0,standard,12200.0,0.0,0,41250.0,17715.0,17715.0,0,17715.0,0,0,0.0,300,17415.0,17415.0,17415.0,17415.0,0.0737,0.0737
2362,236300.0,0.0,0.0,0.0,236300.0,224100.0,standard,12200.0,0.0,0,41275.0,17722.5,17722.5,0,17722.5,0,0,0.0,300,17422.5,17422.5,17422.5,17422.5,0.0737,0.0737
2363,236400.0,0.0,0.0,0.0,236400.0,224200.0,standard,12200.0,0.0,0,41300.0,17730.0,17730.0,0,17730.0,0,0,0.0,300,17430.0,17430.0,17430.0,17430.0,0.0737,0.0737
2364,236500.0,0.0,0.0,0.0,236500.0,224300.0,standard,12200.0,0.0,0,41325.0,17737.5,17737.5,0,17737.5,0,0,0.0,300,17437.5,17437.5,17437.5,17437.5,0.0737,0.0737
2365,236600.0,0.0,0.0,0.0,236600.0,224400.0,standard,12200.0,0.0,0,41350.0,17745.0,17745.0,0,17745.0,0,0,0.0,300,17445.0,17445.0,17445.0,17445.0,0.0737,0.0737
2366,236700.0,0.0,0.0,0.0,236700.0,224500.0,standard,12200.0,0.0,0,41375.0,17752.5,17752.5,0,17752.5,0,0,0.0,300,17452.5,17452.5,17452.5,17452.5,0.0737,0.0737
2367,236800.0,0.0,0.0,0.0,236800.0,224600.0,standard,12200.0,0.0,0,41400.0,17760.0,17760.0,0,17760.0,0,0,0.0,300,17460.0,17460.0,17460.0,17460.0,0.0737,0.0737
2368,236900.0,0.0,0.0,0.0,236900.0,224700.0,standard,12200.0,0.0,0,41425.0,17767.5,17767.5,0,17767.5,0,0,0.0,300,17467.5,17467.5,17467.5,17467.5,0.0737,0.0737
2369,237000.0,0.0,0.0,0.0,237000.0,224800.0,standard,12200.0,0.0,0,41450.0,17775.0,17775.0,0,17775.0,0,0,0.0,300,17475.0,17475.0,17475.0,17475.0,0.0737,0.0737
2370,237100.0,0.0,0.0,0.0,237100.0,224900.0,standard,12200.0,0.0,0,41475.0,17782.5,17782.5,0,17782.5,0,0,0.0,300,17482.5,17482.5,17482.5,17482.5,0.0737,0.0737
2371,237200.0,0.0,0.0,0.0,237200.0,225000.0,standard,12200.0,0.0,0,41500.0,17790.0,17790.0,0,17790.0,0,0,0.0,300,17490.0,17490.0,17490.0,17490.0,0.0737,0.0737
2372,237300.0,0.0,0.0,0.0,237300.0,225100.0,standard,12200.0,0.0,0,41525.0,17797.5,17797.5,0,17797.5,0,0,0.0,300,17497.5,17497.5,17497.5,17497.5,0.0737,0.0737
2373,237400.0,0.0,0.0,0.0,237400.0,225200.0,standard,12200.0,0.0,0,41550.0,17805.0,17805.0,0,17805.0,0,0,0.0,300,17505.0,17505.0,17505.0,17505.0,0.0737,0.0737
2374,237500.0,0.0,0.0,0.0,237500.0,225300.0,standard,12200.0,0.0,0,41575.0,17812.5,17812.5,0,17812.5,0,0,0.0,300,17512.5,17512.5,17512.5,17512.5,0.0737,0.0737
2375,237600.0,0.0,0.0,0.0,237600.0,225400.0,standard,12200.0,0.0,0,41600.0,17820.0,17820.0,0,17820.0,0,0,0.0,300,17520.0,17520.0,17520.0,17520.0,0.0737,0.0737
2376,237700.0,0.0,0.0,0.0,237700.0,225500.0,standard,12200.0,0.0,0,41625.0,17827.5,17827.5,0,17827.5,0,0,0.0,300,17527.5,17527.5,17527.5,17527.5,0.0737,0.0737
2377,237800.0,0.0,0.0,0.0,237800.0,225600.0,standard,12200.0,0.0,0,41650.0,17835.0,17835.0,0,17835.0,0,0,0.0,300,17535.0,17535.0,17535.0,17535.0,0.0737,0.0737
2378,237900.0,0.0,0.0,0.0,237900.0,225700.0,standard,12200.0,0.0,0,41675.0,17842.5,17842.5,0,17842.5,0,0,0.0,300,17542.5,17542.5,17542.5,17542.5,0.0737,0.0737
2379,238000.0,0.0,0.0,0.0,238000.0,225800.0,standard,12200.0,0.0,0,41700.0,17850.0,17850.0,0,17850.0,0,0,0.0,300,17550.0,17550.0,17550.0,17550.0,0.0737,0.0737
2380,238100.0,0.0,0.0,0.0,238100.0,225900.0,standard,12200.0,0.0,0,41725.0,17857.5,17857.5,0,17857.5,0,0,0.0,300,17557.5,17557.5,17557.5,17557.5,0.0737,0.0737
2381,238200.0,0.0,0.0,0.0,238200.0,226000.0,standard,12200.0,0.0,0,41750.0,17865.0,17865.0,0,17865.0,0,0,0.0,300,17565.0,17565.0,17565.0,17565.0,0.0737,0.0737
2382,238300.0,0.0,0.0,0.0,238300.0,226100.0,standard,12200.0,0.0,0,41775.0,17872.5,17872.5,0,17872.5,0,0,0.0,300,17572.5,17572.5,17572.5,17572.5,0.0737,0.0737
2383,238400.0,0.0,0.0,0.0,238400.0,226200.0,standard,12200.0,0.0,0,41800.0,17880.0,17880.0,0,17880.0,0,0,0.0,300,17580.0,17580.0,17580.0,17580.0,0.0737,0.0737
2384,238500.0,0.0,0.0,0.0,238500.0,226300.0,standard,12200.0,0.0,0,41825.0,17887.5,17887.5,0,17887.5,0,0,0.0,300,17587.5,17587.5,17587.5,17587.5,0.0737,0.0737
2385,238600.0,0.0,0.0,0.0,238600.0,226400.0,standard,12200.0,0.0,0,41850.0,17895.0,17895.0,0,17895.0,0,0,0.0,300,17595.0,17595.0,17595.0,17595.0,0.0737,0.0737
2386,238700.0,0.0,0.0,0.0,238700.0,226500.0,standard,12200.0,0.0,0,41875.0,17902.5,17902.5,0,17902.5,0,0,0.0,300,17602.5,17602.5,17602.5,17602.5,0.0737,0.0737
2387,238800.0,0.0,0.0,0.0,238800.0,226600.0,standard,12200.0,0.0,0,41900.0,17910.0,17910.0,0,17910.0,0,0,0.0,300,17610.0,17610.0,17610.0,17610.0,0.0737,0.0737
2388,238900.0,0.0,0.0,0.0,238900.0,226700.0,standard,12200.0,0.0,0,41925.0,17917.5,17917.5,0,17917.5,0,0,0.0,300,17617.5,17617.5,17617.5,17617.5,0.0737,0.0737
2389,239000.0,0.0,0.0,0.0,239000.0,226800.0,standard,12200.0,0.0,0,41950.0,17925.0,17925.0,0,17925.0,0,0,0.0,300,17625.0,17625.0,17625.0,17625.0,0.0737,0.0737
2390,239100.0,0.0,0.0,0.0,239100.0,226900.0,standard,12200.0,0.0,0,41975.0,17932.5,17932.5,0,17932.5,0,0,0.0,300,17632.5,17632.5,17632.5,17632.5,0.0737,0.0737
